sample	cohort	genes	chrom	start	end	cpm_mean	raw_to_genome_mean_ratio	gate_fraction	has_peak_overlap
SRR30799901	additional5	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.04046179272269942	0.9829059603268291	0.5509224512593162	False
SRR30799902	additional5	ANO2/NTF3	NC_051831.1	39728324	39729324	0.060564395286142825	1.4040891884260769	0.676	False
SRR30799902	additional5	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.05481258202344179	1.270742545107869	0.875	False
SRR30799902	additional5	NPNT/TBCK	NC_051836.1	27057411	27058411	0.05338894221931696	1.237737720280665	0.675	False
SRR30799902	additional5	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.03946723813621755	0.9149851509667353	0.5815685238975442	False
SRR30799902	additional5	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.04150676606597593	0.962268362532491	0.6263315552565396	False
SRR30799902	additional5	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.03512234107605825	0.8142556223687711	0.5673293421534917	False
SRR30799903	additional5	ANO2/NTF3	NC_051831.1	39728324	39729324	0.06545593514479697	1.5253518173205183	0.95	False
SRR30799903	additional5	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.0827743383627385	1.9289310766060144	0.994	True
SRR30799903	additional5	NPNT/TBCK	NC_051836.1	27057411	27058411	0.07017746221274138	1.635379882425467	0.911	False
SRR30799903	additional5	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.035445081198307825	0.8259941424915973	0.713299885573453	True
SRR30799903	additional5	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.0402021254682185	0.9368498824047284	0.7544812340814071	False
SRR30799903	additional5	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.03727103224549195	0.8685451768935862	0.7501614507880544	False
SRR30799904	additional5	ANO2/NTF3	NC_051831.1	39728324	39729324	0.07196701206453145	1.6452460549401366	0.925	False
SRR30799904	additional5	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.05529797452874482	1.2641732903683516	0.9	False
SRR30799904	additional5	NPNT/TBCK	NC_051836.1	27057411	27058411	0.06094017116911709	1.393160190025173	0.9	False
SRR30799904	additional5	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.038993634650759654	0.8914379204657483	0.6952556993222427	False
SRR30799904	additional5	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.04552057910277516	1.0406511405569614	0.7292838034824676	False
SRR30799904	additional5	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.03846372171529396	0.8793235205271359	0.6860174890475276	False
SRR30799905	additional5	ANO2/NTF3	NC_051831.1	39728324	39729324	0.020571138432249426	0.4768818971625359	0.474	False
SRR30799905	additional5	LOC119876429/LOC119872513	NC_051811.1	17235706	17236706	0.05192982605844736	1.203841685847083	0.95	False
SRR30799905	additional5	NPNT/TBCK	NC_051836.1	27057411	27058411	0.06299298433586956	1.4603087708031393	0.8	False
SRR30799905	additional5	LOC119876429/LOC119872513_region	NC_051811.1	17217706	17274511	0.04279062162486981	0.9919758640698998	0.7887509902297333	False
SRR30799905	additional5	ANO2/NTF3_region	NC_051831.1	39677324	39739751	0.0451411988559871	1.0464671472380187	0.7717173658833517	False
SRR30799905	additional5	NPNT/TBCK_region	NC_051836.1	27013911	27071204	0.04149948698710631	0.9620446700537408	0.7272790742324542	False
