genes	chrom	start	end	window_bp	atac_mean	atac_observed_fraction	atac_length_matched_percentile	atac_peak_frequency_max	rrbs_observed_fraction	rrbs_mean_observed	rrbs_dogs_max	repeat_overlap_bp	phylop_scored_fraction	phylop_mean_observed	phylop_max_observed	atac-peaks-bed_overlap_bp	external-regulatory-bed_overlap_bp	tad-boundaries-bed_overlap_bp	cpg_overlap_bp	epic_nonquiescent_bp_union	epic_promoter_enhancer_bp_union	epic_regulatory_tissues	local_review_status
ANO2/NTF3	NC_051831.1	39692574	39693574	1000	1.1817048295140267	1.0	85.8	0.0	0.0		0.0	249	1.0	0.09399	3.277	0	0	0	0	599	599	KI;MG;OV	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39692824	39693824	1000	1.1830485336780547	1.0	85.86666666666667	0.0	0.0		0.0	246	1.0	0.131991	3.798	0	0	0	0	400	400	MG;OV	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39693074	39694074	1000	1.1416825267076491	1.0	82.03333333333333	0.0	0.024	50.0	1.0	45	0.987	0.16824924012158055	3.798	0	0	0	0	299	299	MG;OV	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39693324	39694324	1000	1.142401382625103	1.0	82.16666666666667	1.0	0.05	50.0	1.0	98	0.987	0.15865856129685918	3.798	0	0	0	0	49	49	MG;OV	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39693574	39694574	1000	1.1196406531333922	1.0	79.5	1.0	0.05	50.0	1.0	98	0.987	0.17284599797365754	3.992	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39693824	39694824	1000	1.1361359649300575	1.0	81.39999999999999	1.0	0.05	50.0	1.0	53	0.987	0.2046980749746707	3.992	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39694074	39695074	1000	1.2014201005697251	1.0	87.03333333333333	1.0	0.026	50.0	1.0	53	1.0	0.202296	3.992	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39694324	39695324	1000	1.1689668429493905	1.0	84.83333333333334	0.0	0.0		0.0	0	1.0	0.268717	4.781	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39694574	39695574	1000	1.1557797188162804	1.0	83.63333333333334	0.0	0.0		0.0	0	1.0	0.287285	4.781	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39694824	39695824	1000	1.1401197902560234	1.0	81.76666666666667	0.0	0.0		0.0	18	1.0	0.25598299999999996	4.781	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39695074	39696074	1000	1.053028419137001	1.0	67.83333333333333	0.0	0.024	80.14521789550781	5.0	86	1.0	0.18363200000000002	4.781	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39695324	39696324	1000	1.0555376618504524	1.0	68.33333333333333	0.0	0.05	80.14521789550781	5.0	86	1.0	0.10459200000000003	4.216	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39695574	39696574	1000	1.050699083507061	1.0	67.26666666666667	0.0	0.05	80.14521789550781	5.0	196	1.0	0.065366	3.924	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39695824	39696824	1000	1.0416078491210938	1.0	64.83333333333333	0.0	0.05	80.14521789550781	5.0	178	1.0	0.044519	3.924	0	0	0	0	38	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39696074	39697074	1000	1.1209591332674027	1.0	79.73333333333333	0.0	0.05	78.31339416503906	5.0	110	1.0	0.106298	3.757	0	0	0	0	288	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39696324	39697324	1000	1.1400952991247177	1.0	81.76666666666667	0.0	0.1	88.16445922851562	2.0	110	1.0	0.088076	3.757	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39696574	39697574	1000	1.093008836209774	1.0	75.93333333333334	0.0	0.1	88.16445922851562	2.0	171	1.0	0.09863	3.757	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39696824	39697824	1000	1.0665602802038192	1.0	70.56666666666666	0.0	0.15	75.44297281901042	2.0	408	1.0	0.09903100000000001	3.757	0	0	0	0	362	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39697074	39698074	1000	1.010779592692852	1.0	56.96666666666667	0.0	0.126	75.2742212689112	2.0	408	1.0	0.08855900000000001	2.349	0	0	0	0	112	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39697324	39698324	1000	0.9877522569894791	1.0	49.3	0.0	0.05	50.0	2.0	408	1.0	0.12796000000000002	2.308	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39697574	39698574	1000	1.067810100853443	1.0	70.8	0.0	0.05	50.0	2.0	263	1.0	0.078832	1.096	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39697824	39698824	1000	1.0555399688482285	1.0	68.33333333333333	0.0	0.05	79.51646423339844	8.0	186	1.0	0.08933499999999998	1.031	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39698074	39699074	1000	1.111854031085968	1.0	78.5	0.0	0.1	89.75823211669922	8.0	389	1.0	0.08119	3.108	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39698324	39699324	1000	1.1732285143136978	1.0	85.26666666666667	0.0	0.1	89.75823211669922	8.0	513	1.0	0.038971000000000006	5.109	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39698574	39699574	1000	1.1684408090114593	1.0	84.83333333333334	0.0	0.1	89.75823211669922	8.0	693	1.0	0.069663	5.109	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39698824	39699824	1000	1.1814462139010429	1.0	85.8	0.0	0.05	100.0	1.0	584	1.0	0.10491400000000001	5.109	0	0	0	0	54	54	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39699074	39700074	1000	1.2096033452153205	1.0	87.8	0.0	0.0		0.0	449	1.0	0.23256100000000005	5.861	0	0	0	0	304	304	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39699324	39700324	1000	1.1545693283081055	1.0	83.36666666666666	0.0	0.0		0.0	325	1.0	0.7915460000000001	10.137	0	0	0	0	554	400	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39699574	39700574	1000	1.0932047799229623	1.0	75.96666666666667	0.0	0.0		0.0	334	1.0	0.9132650000000001	10.137	0	0	0	0	600	400	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39699824	39700824	1000	1.0694462618231773	1.0	71.06666666666666	0.0	0.0		0.0	533	1.0	0.9290390000000002	10.137	0	0	0	0	600	400	CR;MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39700074	39701074	1000	1.0071805747747422	1.0	55.43333333333334	0.0	0.05	87.65203094482422	3.0	517	1.0	0.8756339999999999	10.137	0	0	0	0	600	400	CR;MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39700324	39701324	1000	1.020610552072525	1.0	59.233333333333334	0.0	0.05	87.65203094482422	3.0	517	1.0	0.492389	6.686	0	0	0	0	600	554	CR	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39700574	39701574	1000	1.0362144575715064	1.0	63.43333333333333	0.0	0.05	87.65203094482422	3.0	302	1.0	0.506915	6.686	0	0	0	0	600	600	CR	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39700824	39701824	1000	1.0371272910237312	1.0	63.6	0.0	0.05	87.65203094482422	3.0	52	1.0	0.474459	6.686	0	0	0	0	546	546	CR	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39701074	39702074	1000	1.000227429807186	1.0	53.333333333333336	0.0	0.0		0.0	192	1.0	0.422962	6.686	0	0	0	0	296	296	CR	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39701324	39702324	1000	0.9361183443069458	1.0	30.433333333333334	0.0	0.0		0.0	442	1.0	0.272986	4.776	0	0	0	0	46	46	CR	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39701574	39702574	1000	0.9361443158984184	1.0	30.433333333333334	0.0	0.0		0.0	591	1.0	0.137819	3.509	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39701824	39702824	1000	0.947011430323124	1.0	34.300000000000004	0.0	0.0		0.0	591	1.0	0.15478199999999998	3.817	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39702074	39703074	1000	0.9972073001265526	1.0	52.26666666666666	0.0	0.0		0.0	503	1.0	0.187133	3.961	0	0	0	0	106	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39702324	39703324	1000	1.0542921180725098	1.0	68.13333333333334	0.0	0.0		0.0	474	1.0	0.195595	3.961	0	0	0	0	356	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39702574	39703574	1000	1.0991983433365822	1.0	76.8	0.0	0.0		0.0	325	1.0	0.23682799999999998	3.961	0	0	0	0	606	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39702824	39703824	1000	1.1180017204880714	1.0	79.23333333333333	0.0	0.0		0.0	325	1.0	0.244101	4.003	0	0	0	0	856	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39703074	39704074	1000	1.0495151077508926	1.0	67.13333333333334	0.0	0.0		0.0	418	1.0	0.24353799999999998	4.003	0	0	0	0	894	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39703324	39704324	1000	0.9408681206703186	1.0	31.966666666666665	0.0	0.0		0.0	370	1.0	0.276231	4.217	0	0	0	0	644	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39703574	39704574	1000	0.8893201643228531	1.0	16.566666666666666	0.0	0.0		0.0	477	0.992	0.2499112903225807	4.217	0	0	0	0	394	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39703824	39704824	1000	0.8408235582113266	1.0	8.466666666666667	0.0	0.0		0.0	719	0.992	0.1916421370967742	4.217	0	0	0	0	144	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39704074	39705074	1000	0.8401373979449273	1.0	8.466666666666667	0.0	0.1	87.59684371948242	54.0	540	0.992	0.12269758064516129	4.217	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39704324	39705324	1000	0.8755466123223304	1.0	13.866666666666665	0.0	0.1	87.59684371948242	54.0	534	0.992	0.07467540322580646	3.439	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39704574	39705574	1000	0.8597899586558342	1.0	11.233333333333333	0.0	0.1	87.59684371948242	54.0	677	1.0	0.231393	5.149	0	0	0	0	198	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39704824	39705824	1000	0.9114178845882416	1.0	22.900000000000002	0.0	0.1	87.59684371948242	54.0	685	1.0	0.49643100000000007	5.517	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39705074	39706074	1000	0.8960464218854904	1.0	18.633333333333333	0.0	0.0		0.0	917	1.0	0.7792720000000001	6.657	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39705324	39706324	1000	0.9110580527186394	1.0	22.733333333333334	0.0	0.0		0.0	868	1.0	0.798394	6.657	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39705574	39706574	1000	0.9093430263400077	1.0	22.3	0.0	0.024	83.1750717163086	3.0	711	1.0	0.6131030000000001	6.657	0	0	0	0	202	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39705824	39706824	1000	0.8935340604186058	1.0	17.8	0.0	0.15	74.50305684407552	4.0	547	1.0	0.36625	6.657	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39706074	39707074	1000	0.8993777428269386	1.0	19.466666666666665	0.0	0.15	74.50305684407552	4.0	493	1.0	0.132113	3.27	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39706324	39707324	1000	0.9109896179437638	1.0	22.733333333333334	0.0	0.15	74.50305684407552	4.0	624	1.0	0.102304	2.738	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39706574	39707574	1000	0.9670153641104698	1.0	41.833333333333336	0.0	0.126	72.8512444874597	4.0	680	1.0	0.16458300000000003	2.79	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39706824	39707824	1000	1.0259489685297012	1.0	60.766666666666666	0.0	0.024	100.0	1.0	715	1.0	0.12193800000000002	3.703	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39707074	39708074	1000	1.1056082767248154	1.0	77.53333333333333	0.0	0.05	100.0	1.0	616	1.0	0.04341099999999999	3.703	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39707324	39708324	1000	1.1551927344799042	1.0	83.46666666666667	0.0	0.05	100.0	1.0	367	1.0	-0.010303000000000012	3.703	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39707574	39708574	1000	1.214555986583233	1.0	88.36666666666667	1.0	0.05	100.0	1.0	218	1.0	-0.045788999999999996	4.045	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39707824	39708824	1000	1.23055576056242	1.0	89.5	1.0	0.126	40.60024079822359	2.0	97	1.0	-0.03409	4.045	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39708074	39709074	1000	1.2571032155752182	1.0	90.56666666666666	1.0	0.15	48.72968037923177	12.0	0	1.0	0.18462199999999998	7.874	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39708324	39709324	1000	1.2618717719316483	1.0	90.76666666666667	1.0	0.25	69.23780822753906	12.0	81	1.0	0.23652299999999998	7.874	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39708574	39709574	1000	1.2028202957510947	1.0	87.13333333333333	1.0	0.25	69.23780822753906	12.0	127	1.0	0.19719600000000004	7.874	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39708824	39709824	1000	1.1845658502578735	1.0	86.03333333333333	0.0	0.2	86.46910858154297	12.0	127	1.0	0.327359	7.874	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39709074	39710074	1000	1.170857607126236	1.0	84.96666666666667	0.0	0.2	84.16027069091797	28.0	208	0.999	0.1231041041041041	5.924	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39709324	39710324	1000	1.1917124618291854	1.0	86.3	0.0	0.2	76.48742294311523	33.0	377	0.999	0.06870870870870871	5.924	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39709574	39710574	1000	1.1985012496709824	1.0	86.83333333333333	0.0	0.274	72.350438946355	42.0	555	0.999	0.07760360360360365	5.924	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39709824	39710824	1000	1.217475793838501	1.0	88.6	0.0	0.374	79.05569113257097	68.0	565	0.997	0.032613841524573736	7.36	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39710074	39711074	1000	1.1974645456671715	1.0	86.8	0.0	0.4	72.16023921966553	68.0	520	0.998	0.26256312625250494	10.827	0	0	0	0	106	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39710324	39711324	1000	1.1854844123721122	1.0	86.03333333333333	0.0	0.3	67.99555079142253	68.0	270	0.998	0.5026182364729459	10.827	0	0	0	0	356	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39710574	39711574	1000	1.1906619356870651	1.0	86.26666666666667	0.0	0.276	75.62365780705991	68.0	256	0.998	0.4994498997995992	10.827	0	0	0	0	606	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39710824	39711824	1000	1.1560943571925164	1.0	83.7	0.0	0.15	72.4906827290853	45.0	292	1.0	0.5881559999999999	10.827	0	0	0	0	856	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39711074	39712074	1000	1.1908811285495757	1.0	86.3	0.0	0.2	95.54824829101562	55.0	256	1.0	0.39129400000000003	9.005	0	0	0	0	1000	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39711324	39712324	1000	1.208356877565384	1.0	87.63333333333333	0.0	0.2	95.54824829101562	55.0	405	1.0	0.19746699999999998	8.074	0	0	0	0	1000	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39711574	39712574	1000	1.219168720960617	1.0	88.66666666666667	0.0	0.15	94.0643310546875	55.0	195	1.0	0.2122	8.074	0	0	0	0	1000	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39711824	39712824	1000	1.1855887351632117	1.0	86.03333333333333	0.0	0.126	94.16959199451264	55.0	224	0.999	0.05604904904904905	5.371	0	0	0	0	999	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39712074	39713074	1000	1.1051073580384254	1.0	77.5	0.0	0.0		0.0	311	0.992	0.04874495967741935	5.371	0	0	0	0	887	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39712324	39713324	1000	1.0998756876587867	1.0	76.96666666666667	0.0	0.0		0.0	193	0.992	0.06004637096774194	5.371	0	0	0	0	637	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39712574	39713574	1000	1.1236273912787438	1.0	80.0	0.0	0.0		0.0	294	0.992	0.07246774193548386	4.766	0	0	0	0	387	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39712824	39713824	1000	1.212218887925148	1.0	88.16666666666667	0.0	0.074	88.42747002678948	18.0	295	0.991	0.06312613521695257	4.609	0	0	0	0	138	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39713074	39714074	1000	1.2730177615284919	1.0	91.16666666666666	0.0	0.1	88.27061080932617	18.0	208	0.998	0.2697985971943888	5.545	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39713324	39714324	1000	1.2139405017495155	1.0	88.33333333333333	0.0	0.15	84.84192911783855	18.0	177	0.998	0.3685100200400802	5.545	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39713574	39714574	1000	1.1071379232406615	1.0	77.83333333333333	0.0	0.2	88.6314468383789	18.0	150	0.998	0.7822054108216434	8.428	0	0	0	0	203	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39713824	39714824	1000	1.0519769693613052	1.0	67.46666666666667	0.0	0.226	93.72856896324495	18.0	106	1.0	0.818303	8.428	0	0	0	0	453	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39714074	39715074	1000	1.012204854130745	1.0	57.43333333333334	0.0	0.274	77.73440980563198	7.0	121	1.0	0.6017830000000002	8.428	0	0	0	0	600	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39714324	39715324	1000	1.068625153362751	1.0	70.96666666666667	0.0	0.3	79.26044464111328	4.0	290	1.0	0.498759	8.428	0	0	0	0	600	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39714574	39715574	1000	1.0514236317873	1.0	67.43333333333334	0.0	0.25	75.11253356933594	4.0	278	1.0	0.045844	4.709	0	0	0	0	397	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39714824	39715824	1000	0.9477803318500518	1.0	34.5	0.0	0.174	50.449042484678074	4.0	302	1.0	0.07694000000000001	4.817	0	0	0	0	147	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39715074	39716074	1000	0.9184185872673989	1.0	24.933333333333334	0.0	0.226	65.04330761664737	5.0	315	1.0	0.09814799999999999	4.817	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39715324	39716324	1000	0.8130456749200821	1.0	5.8999999999999995	0.0	0.15	55.47769419352213	5.0	189	1.0	0.100908	4.817	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39715574	39716574	1000	0.8453387283086776	1.0	8.833333333333334	0.0	0.15	55.47769419352213	5.0	127	1.0	0.17093200000000003	4.817	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39715824	39716824	1000	0.9029477318525314	1.0	20.233333333333334	0.0	0.126	66.0448740399073	5.0	71	1.0	0.130447	3.865	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39716074	39717074	1000	0.9284529249668121	1.0	27.866666666666667	0.0	0.0		0.0	108	1.0	0.13692600000000002	4.063	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39716324	39717324	1000	0.938521084845066	1.0	31.2	0.0	0.0		0.0	142	0.999	0.1747997997997998	4.063	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39716574	39717574	1000	0.9387727809548378	1.0	31.3	0.0	0.0		0.0	347	0.999	0.10912312312312314	4.063	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39716824	39717824	1000	0.9541298977136612	1.0	37.0	0.0	0.05	93.32223510742188	5.0	458	0.999	0.10278578578578577	4.063	0	0	0	0	56	56	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39717074	39718074	1000	0.9719240572452545	1.0	43.46666666666666	0.0	0.05	93.32223510742188	5.0	393	0.999	0.392041041041041	7.255	0	0	0	0	306	306	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39717324	39718324	1000	1.0551776739358902	1.0	68.26666666666667	0.0	0.05	93.32223510742188	5.0	316	1.0	0.49021699999999996	7.255	0	0	0	0	556	556	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39717574	39718574	1000	1.0939753382802009	1.0	76.1	0.0	0.05	93.32223510742188	5.0	173	1.0	0.5553980000000001	7.255	0	0	0	0	797	597	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39717824	39718824	1000	1.0480456681847572	1.0	66.63333333333334	0.0	0.0		0.0	104	1.0	0.577082	7.255	0	0	0	0	800	541	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39718074	39719074	1000	1.0679672955274582	1.0	70.83333333333334	0.0	0.0		0.0	214	1.0	0.258	6.163	0	0	0	0	800	291	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39718324	39719324	1000	1.0587618690133094	1.0	69.03333333333333	0.0	0.0		0.0	464	1.0	0.176483	4.756	0	0	0	0	800	41	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39718574	39719574	1000	1.0672903981804849	1.0	70.76666666666667	0.0	0.0		0.0	652	1.0	0.19269999999999998	4.756	0	0	0	0	600	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39718824	39719824	1000	1.1053048865795136	1.0	77.5	0.0	0.0		0.0	698	1.0	0.128585	4.756	0	0	0	0	541	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39719074	39720074	1000	1.0503607817292213	1.0	67.26666666666667	1.0	0.0		0.0	630	1.0	0.154376	4.756	0	0	0	0	291	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39719324	39720324	1000	1.0292550736069679	1.0	61.56666666666667	1.0	0.0		0.0	504	1.0	0.11465600000000001	3.533	0	0	0	0	41	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39719574	39720574	1000	1.0355537099838257	1.0	63.16666666666667	1.0	0.0		0.0	282	1.0	0.083251	4.298	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39719824	39720824	1000	0.9976730562448501	1.0	52.53333333333333	1.0	0.0		0.0	194	1.0	0.105508	4.298	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39720074	39721074	1000	1.0590106739997864	1.0	69.13333333333334	1.0	0.0		0.0	197	1.0	0.093728	4.298	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39720324	39721324	1000	1.0765902816057205	1.0	72.43333333333334	0.0	0.0		0.0	323	1.0	0.122119	4.298	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39720574	39721574	1000	1.0594988455176353	1.0	69.16666666666667	0.0	0.0		0.0	339	1.0	0.104311	4.221	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39720824	39721824	1000	1.0918104144334793	1.0	75.8	0.0	0.0		0.0	448	1.0	0.180007	4.221	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39721074	39722074	1000	1.0408324288725852	1.0	64.66666666666666	0.0	0.05	0.0	2.0	403	1.0	0.218277	4.117	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
ANO2/NTF3	NC_051831.1	39721324	39722324	1000	1.0220051438808442	1.0	59.73333333333334	0.0	0.124	50.42914335189327	69.0	153	1.0	0.167405	4.117	0	0	0	0	159	159	MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39721574	39722574	1000	1.0741171886920928	1.0	71.93333333333334	0.0	0.324	60.49490337607301	69.0	315	1.0	0.140691	6.307	0	0	0	0	409	409	LU;MG	regulatory_annotation_present
ANO2/NTF3	NC_051831.1	39721824	39722824	1000	1.1150194905996322	1.0	78.9	0.0	0.474	56.64066718701069	69.0	237	1.0	0.164094	6.439	0	0	0	0	659	659	LU;MG	regulatory_annotation_present
