id	chrom	start0	end0	atac_mean	atac_percentile	GC	GC_distance_w01	coding_TSS_distance	miRNA_distance	risk_gene_distance	screen_flags	stage	pending
bg1k_1248	NC_051833.1	23415621	23416621	0.864026248216629	9.929316728374285	0.345	0.066	45226	5981954	373274	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1249	NC_051808.1	28009245	28010245	1.332029905617237	93.50387075058903	0.464	0.05300000000000005	98087	6394186	125622	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1250	NC_051805.1	25609909	25610909	0.7765931961933772	2.288791652642208	0.287	0.124	23403	8135719	376453	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1251	NC_051820.1	9418703	9419703	0.9480173350572586	33.15382026253786	0.408	0.0030000000000000027	10484	934556	241711	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1252	NC_051829.1	10111767	10112767	1.0422016692757607	64.52372938404578	0.39	0.020999999999999963	100599	205315	370131	miRNA_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1253	NC_051843.1	14167467	14168467	0.8835076326429844	13.766408616627398	0.388	0.022999999999999965	56260	25487373	0	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1254	NC_051825.1	10884452	10885452	0.9589202427864074	37.69774486704813	0.358	0.05299999999999999	88164	4419646	3092057	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1255	NC_051810.1	32990613	32991613	1.0246542465686799	59.54224166947156	0.461	0.050000000000000044	359112	1422915	457433		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1256	NC_051830.1	732399	733399	1.3872540929317474	95.28778189161898	0.595	0.184	25406	14054878	153633	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1257	NC_051817.1	31244341	31245341	0.9994790509343148	52.03635139683608	0.405	0.00599999999999995	35649	26551	1138920	coding_5prime_under_50kb;miRNA_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1258	NC_051821.1	61986655	61987655	0.9088563910126686	20.39717266913497	0.391	0.019999999999999962	26397	9695038	15684	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1259	NC_051808.1	8541455	8542455	0.8718326736986637	11.41029956243689	0.324	0.08699999999999997	13542	184686	405212	coding_5prime_under_50kb;miRNA_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1260	NC_051809.1	40287378	40288378	1.0365195624828338	62.80713564456412	0.428	0.017000000000000015	13848	1081320	340572	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1261	NC_051837.1	19441150	19442150	0.8948431223630905	16.526422080107707	0.389	0.021999999999999964	86872	688786	637759	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1262	NC_051814.1	48611948	48612948	0.8093113953471184	3.5341635812857626	0.295	0.11599999999999999	199121	7380000	9373	gene_overlap;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1263	NC_051820.1	43096741	43097741	1.0101931942105293	55.772467182766746	0.421	0.010000000000000009	30682	2882035	0	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1264	NC_051832.1	28025252	28026252	1.0093797328472138	55.604173678896	0.394	0.01699999999999996	28746	11783069	506365	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1265	NC_051806.1	78720994	78721994	0.9105229352712632	20.834735779198923	0.352	0.059	10913	2111826	113423	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1266	NC_051807.1	2091307	2092307	1.1247260899543763	79.93941433860653	0.478	0.067	301670	17814196	1867206		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1267	NC_051816.1	9525800	9526800	1.2112771049141884	87.8492090205318	0.503	0.09200000000000003	210106	5992628	780323		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1268	NC_051808.1	41539999	41540999	0.9882723568081856	48.33389431167957	0.375	0.035999999999999976	28134	1891368	341677	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1269	NC_051816.1	43543407	43544407	1.0871862926483153	74.18377650622686	0.351	0.06	3668	2059620	1821963	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1270	NC_051807.1	41013171	41014171	1.1071513594985007	77.41501178054527	0.462	0.051000000000000045	559	2756691	830489	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1271	NC_051840.1	16177861	16178861	0.705912996917963	1.0770784247728038	0.41	0.0010000000000000009	45487	3920983	45487	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1272	NC_051815.1	45259691	45260691	0.9865446782112122	47.79535509929317	0.386	0.024999999999999967	190780	579081	3052541	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1273	NC_051820.1	53891084	53892084	0.9875649173855782	48.09828340626052	0.415	0.0040000000000000036	28135	13676378	1303845	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1274	NC_051836.1	12260844	12261844	0.9418543583154678	30.99966341299226	0.376	0.034999999999999976	104028	20392906	846214	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1275	NC_051822.1	42522749	42523749	0.9829207499027253	46.583641871423765	0.438	0.027000000000000024	10447	1800667	10447	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1276	NC_051840.1	15373535	15374535	1.0140422593057155	56.91686300908785	0.408	0.0030000000000000027	6751	4725309	770994	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1277	NC_051835.1	31652523	31653523	0.9285639000535011	26.38842140693369	0.385	0.025999999999999968	32075	1346246	159374	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1278	NC_051810.1	63615709	63616709	1.0082503857062413	54.93099966341299	0.512	0.10100000000000003	3619	11620042	628794	gene_overlap;coding_5prime_under_50kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1279	NC_051808.1	22222370	22223370	1.161031892001629	83.87748232918209	0.45	0.039000000000000035	57211	6777537	765026		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1280	NC_051818.1	42124916	42125916	1.1456036031842232	82.26186469202288	0.448	0.03700000000000003	8132	1842197	1406956	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1281	NC_051827.1	19407735	19408735	1.0201847767829895	58.22955233927971	0.433	0.02200000000000002	173750	6882017	387071	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1282	NC_051812.1	57244444	57245444	0.9728564009666443	42.9148434870414	0.44	0.029000000000000026	245032	3189972	245032	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1283	NC_051812.1	69491367	69492367	0.933276440858841	27.903062941770447	0.35	0.061	78770	43149	237658	gene_overlap;miRNA_under_300kb;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1284	NC_051812.1	36939750	36940750	1.2442255333065986	90.03702457085157	0.636	0.22500000000000003	147	3840644	13519	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1285	NC_051826.1	61185368	61186368	1.3262948622703552	93.26825984516998	0.592	0.181	11551	18305347	42196	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1286	NC_051818.1	45581968	45582968	0.9140066766738891	21.979131605520028	0.346	0.065	263799	5299249	1736558		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1287	NC_051829.1	42005191	42006191	1.192617762207985	86.13261528105015	0.394	0.01699999999999996	100078	3505658	1253904	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1288	NC_051828.1	24928748	24929748	1.0962948486804962	75.73207674183776	0.461	0.050000000000000044	21184	207223	22053	gene_overlap;coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1289	NC_051810.1	12478999	12479999			0.555	0.14400000000000007	26878	110456	16810	missing_ATAC;coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1290	NC_051828.1	36083615	36084615	1.2792013147473336	91.18142039717267	0.489	0.07800000000000001	202725	11266978	26421	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1291	NC_051811.1	3424746	3425746	0.9447145609855652	32.17771794008751	0.375	0.035999999999999976	423069	283288	713801	miRNA_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1292	NC_051836.1	21695507	21696507	1.0251331236362458	59.67687647256816	0.412	0.0010000000000000009	5043	10958243	336299	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1293	NC_051811.1	69707569	69708569	0.8857611349225044	14.27128912823965	0.392	0.01899999999999996	17889	3425280	328699	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1294	NC_051843.1	93519935	93520935	1.3216872304677962	93.16728374284753	0.532	0.12100000000000005	3697	4248955	138208	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1295	NC_051837.1	25286895	25287895	1.0203044083714485	58.263211040053854	0.345	0.066	26360	1397034	60812	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1296	NC_051824.1	23647710	23648710	0.927121134698391	25.98451699764389	0.385	0.025999999999999968	962	14163271	1300037	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1297	NC_051843.1	86611181	86612181	1.0700078194141387	70.6496129249411	0.403	0.007999999999999952	5732	1690506	826193	gene_overlap;coding_5prime_under_50kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1298	NC_051807.1	52790349	52791349	8.740678429603577	99.9326825984517	0.73	0.319	0	36392	128345	gene_overlap;coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb;regulatory_overlap;consensus_peak_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1299	NC_051805.1	111582861	111583861	0.9927204477190972	49.545607539548975	0.418	0.007000000000000006	2179	1127488	391344	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1300	NC_051817.1	50608799	50609799	0.8413557184934616	6.3614944463143726	0.305	0.10599999999999998	467348	9862860	787144		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1301	NC_051811.1	34253088	34254088	1.0421704161763192	64.49007068327163	0.395	0.01599999999999996	30041	111471	208410	gene_overlap;coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1302	NC_051830.1	14140986	14141986	0.9303146474957467	27.128912823964995	0.355	0.055999999999999994	80222	646291	548222	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1303	NC_051818.1	60507124	60508124	1.2886821224689484	91.61898350723662	0.575	0.16399999999999998	44191	20224405	369333	gene_overlap;coding_5prime_under_50kb;regulatory_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1304	NC_051829.1	45109865	45110865	1.6855883687734603	97.87950185122854	0.515	0.10400000000000004	273	400984	6435	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1305	NC_051843.1	93419369	93420369	1.1723189279437065	84.92090205318075	0.484	0.07300000000000001	33184	4148389	238774	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1306	NC_051811.1	72002970	72003970	0.9510094726085663	34.33187478963312	0.416	0.0050000000000000044	55575	5720681	0	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1307	NC_051826.1	28505217	28506217	0.983537952914834	46.78559407606866	0.427	0.016000000000000014	97921	14373081	987571	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1308	NC_051843.1	2610375	2611375	0.9139062255620957	21.911814203971726	0.454	0.04300000000000004	212221	37044465	908299		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1309	NC_051811.1	53043867	53044867	1.007018421292305	54.45977785257489	0.432	0.02100000000000002	314187	1187955	1617748	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1310	NC_051836.1	25942121	25943121	0.9356631626486778	28.8118478626725	0.361	0.04999999999999999	240512	6711629	240512	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1311	NC_051808.1	28925487	28926487	1.2012132093363386	86.73847189498485	0.59	0.179	182259	5477944	182259	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1312	NC_051805.1	104554494	104555494	0.8535462979893935	8.11174688657018	0.403	0.007999999999999952	37300	492745	374167	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1313	NC_051817.1	16190453	16191453	0.9183066333532334	23.22450353416358	0.349	0.062	298424	6157195	202465	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1314	NC_051815.1	35657886	35658886	1.1668182021975517	84.34870414002019	0.437	0.026000000000000023	60700	5583997	0	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1315	NC_051823.1	37227803	37228803	0.9838985837101937	46.920228879165265	0.356	0.05499999999999999	162591	2653150	2906743	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1316	NC_051813.1	56721409	56722409	1.4748093219399452	96.76876472568159	0.433	0.02200000000000002	1015	536957	94037	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1317	NC_051822.1	30325702	30326702	1.0231331940293311	59.20565466173006	0.429	0.018000000000000016	65383	3274308	1954849		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1318	NC_051831.1	40580714	40581714	0.9709058283567429	42.14069336923595	0.364	0.046999999999999986	8139	2145995	77421	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1319	NC_051805.1	110878039	110879039	1.3570509070158006	94.27802086839448	0.713	0.302	9445	422666	87368	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;regulatory_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1320	NC_051805.1	116258300	116259300	0.8504466280341149	7.404914170313026	0.323	0.08799999999999997	39453	2628243	382585	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1321	NC_051823.1	49120746	49121746	1.0862100402712822	73.98182430158195	0.379	0.03199999999999997	1102674	9238772	1102674	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1322	NC_051832.1	24085000	24086000	0.8796227283966846	13.025917199596096	0.363	0.04799999999999999	55982	7842817	411512	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1323	NC_051808.1	69426186	69427186	0.978256287574768	44.90070683271626	0.358	0.05299999999999999	243391	6922835	686346		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1324	NC_051830.1	7295595	7296595	1.0361299580335617	62.70615954224167	0.43	0.019000000000000017	45551	7491682	220636	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1325	NC_051808.1	1200395	1201395	0.9782222406566143	44.83338943116796	0.372	0.03899999999999998	173784	7525746	2320199		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1326	NC_051829.1	24382980	24383980	1.0199322418868542	58.094917536183104	0.397	0.013999999999999957	75322	3310778	277895	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1327	NC_051826.1	46979527	46980527	0.9446015485525131	32.11040053853921	0.356	0.05499999999999999	38786	4099506	1231331	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1328	NC_051813.1	13057732	13058732	1.0207810562849045	58.53248064624705	0.396	0.014999999999999958	78843	2039223	217760	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1329	NC_051843.1	30657205	30658205	0.8310724407434463	5.250757320767418	0.342	0.06899999999999995	80408	8997635	2169572	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1330	NC_051805.1	55326893	55327893	1.239619435429573	89.76775496465837	0.509	0.09800000000000003	51020	6111505	251989	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1331	NC_051810.1	7859647	7860647	1.1942421816587447	86.2335913833726	0.514	0.10300000000000004	144099	1574911	0	gene_overlap;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1332	NC_051844.1	1348038	1349038	1.0418721636086703	64.32177717940087	0.379	0.03199999999999997	1271571				preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1333	NC_051812.1	20409792	20410792	0.86028671169281	9.390777515987883	0.31	0.10099999999999998	901789	12688289	4208023		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1334	NC_051820.1	1637076	1638076	2.4232133734226227	98.95658027600135	0.586	0.175	24161	125784	92833	coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb;regulatory_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1335	NC_051806.1	25112940	25113940	0.8634744989871979	9.895658027600135	0.313	0.09799999999999998	17387	17890095	260130	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1336	NC_051843.1	34825391	34826391	1.1112103338241577	77.95355099293167	0.527	0.11600000000000005	41565	4829449	41565	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;lnc_smallRNA_overlap;regulatory_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1337	NC_051828.1	37531231	37532231	1.3950497785806655	95.48973409626389	0.559	0.14800000000000008	110271	9819362	110271	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1338	NC_051817.1	3244502	3245502	0.9942519653439522	50.31975765735443	0.427	0.016000000000000014	108911	1552507	116615	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1339	NC_051809.1	41657251	41658251	1.0685450109243393	70.4476607202962	0.429	0.018000000000000016	15818	132816	111441	gene_overlap;coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1340	NC_051823.1	6794443	6795443	0.9962912578582763	50.858296869740826	0.366	0.044999999999999984	758316	6938977	1938726		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1341	NC_051820.1	57451460	57452460	0.9995831373333931	52.07001009761023	0.394	0.01699999999999996	140164	17236754	68353	gene_overlap;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1342	NC_051838.1	31395675	31396675	0.9108794823288917	21.036687983843823	0.347	0.064	357341	1973487	2428296		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1343	NC_051811.1	12560874	12561874	1.0300107461214065	61.05688320430831	0.424	0.013000000000000012	7122	4769726	230677	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1344	NC_051820.1	57244160	57245160	1.3652007210254669	94.68192527768429	0.708	0.297	57324	17029454	66325	risk_gene_under_300kb;regulatory_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_1345	NC_051811.1	5726007	5727007	1.1561848878860475	83.54089532144059	0.443	0.03200000000000003	2214	549066	2214	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
