#chrom	start	end	type	length	gc_frac	obs_exp	n_cpg
NC_051820.1	57163716	57164449	CGI_GGF+CGI_TJ	733	0.6480	0.6122	47
NC_051820.1	57169306	57172052	CGI_GGF+CGI_TJ	2746	0.6260	0.6026	162
NC_051820.1	57199247	57200309	CGI_GGF+CGI_TJ	1062	0.5716	0.6343	55
NC_051820.1	57209836	57212728	CGI_GGF+CGI_TJ	2892	0.6162	0.6266	172
NC_051820.1	57220133	57223211	CGI_GGF+CGI_TJ	3078	0.5871	0.6314	167
NC_051820.1	57235641	57236381	CGI_GGF+CGI_TJ	740	0.5351	0.7410	39
NC_051820.1	57240755	57242603	CGI_GGF+CGI_TJ	1848	0.6753	0.6422	135
NC_051820.1	57264943	57266488	CGI_GGF+CGI_TJ	1545	0.5489	0.6508	74
NC_051820.1	57543137	57544226	CGI_GGF+CGI_TJ	1089	0.5914	0.6289	59
NC_051820.1	57702005	57702741	CGI_GGF+CGI_TJ	736	0.5299	0.7368	38
NC_051820.1	57815889	57816768	CGI_GGF+CGI_TJ	879	0.5529	0.6419	43
NC_051820.1	57833068	57834104	CGI_GGF+CGI_TJ	1036	0.5425	0.6901	51
NC_051820.1	57836205	57838531	CGI_GGF+CGI_TJ	2326	0.5400	0.7432	126
NC_051820.1	57869823	57870918	CGI_GGF+CGI_TJ	1095	0.6384	0.6455	72
NC_051820.1	57940240	57944835	CGI_GGF+CGI_TJ	4595	0.6387	0.6293	294
NC_051820.1	58281454	58282553	CGI_GGF+CGI_TJ	1099	0.5878	0.6234	59
NC_051820.1	58909286	58909887	CGI_GGF+CGI_TJ	601	0.5707	0.6363	31
NC_051820.1	59706965	59708056	CGI_GGF+CGI_TJ	1091	0.6279	0.6131	64
NC_051820.1	60055589	60056466	CGI_GGF+CGI_TJ	877	0.5792	0.6457	47
NC_051820.1	60122172	60122778	CGI_GGF+CGI_TJ	606	0.6155	0.6292	36
NC_051820.1	60136889	60138347	CGI_GGF+CGI_TJ	1458	0.5075	0.7457	70
NC_051820.1	60328760	60329476	CGI_GGF+CGI_TJ	716	0.6159	0.6234	42
NC_051820.1	60342640	60343692	CGI_GGF+CGI_TJ	1052	0.5466	0.7132	56
NC_051820.1	60446051	60446908	CGI_GGF+CGI_TJ	857	0.5414	0.6485	40
NC_051820.1	60631582	60632195	CGI_GGF+CGI_TJ	613	0.5318	0.6934	30
NC_051820.1	60635633	60636494	CGI_GGF+CGI_TJ	861	0.6388	0.6376	56
NC_051820.1	60638713	60640238	CGI_GGF+CGI_TJ	1525	0.5331	0.7722	83
NC_051820.1	60669146	60669761	CGI_GGF+CGI_TJ	615	0.5398	0.7237	32
NC_051820.1	60805719	60807278	CGI_GGF+CGI_TJ	1559	0.5144	0.8259	85
NC_051820.1	60813850	60814436	CGI_GGF+CGI_TJ	586	0.5427	0.8493	36
NC_051820.1	60847279	60850169	CGI_GGF+CGI_TJ	2890	0.5453	0.8006	172
NC_051820.1	60932812	60934011	CGI_GGF+CGI_TJ	1199	0.5346	0.8421	72
NC_051820.1	61061569	61063751	CGI_GGF+CGI_TJ	2182	0.5399	0.7675	122
NC_051820.1	61071220	61072451	CGI_GGF+CGI_TJ	1231	0.5621	0.6216	60
NC_051820.1	61087614	61089021	CGI_GGF+CGI_TJ	1407	0.5224	0.7085	68
NC_051820.1	61225822	61227345	CGI_GGF+CGI_TJ	1523	0.5581	0.6324	75
NC_051820.1	61256276	61258421	CGI_GGF+CGI_TJ	2145	0.5142	0.7879	111
NC_051820.1	61289068	61289956	CGI_GGF+CGI_TJ	888	0.5293	0.6932	43
NC_051820.1	61489161	61490179	CGI_GGF+CGI_TJ	1018	0.5756	0.6450	54
NC_051820.1	61492021	61494163	CGI_GGF+CGI_TJ	2142	0.5378	0.7231	112
NC_051820.1	61526037	61527581	CGI_GGF+CGI_TJ	1544	0.5330	0.7315	80
NC_051820.1	61537476	61538813	CGI_GGF+CGI_TJ	1337	0.5550	0.6023	62
NC_051820.1	61548298	61551400	CGI_GGF+CGI_TJ	3102	0.5090	0.7323	147
NC_051820.1	61551550	61552563	CGI_GGF+CGI_TJ	1013	0.5311	0.6778	48
NC_051820.1	61615569	61617221	CGI_GGF+CGI_TJ	1652	0.5460	0.6660	82
NC_051820.1	61650747	61651872	CGI_GGF+CGI_TJ	1125	0.5218	0.7087	54
NC_051820.1	61655788	61656691	CGI_GGF+CGI_TJ	903	0.5327	0.6714	43
NC_051820.1	61689153	61690972	CGI_GGF+CGI_TJ	1819	0.6421	0.6134	115
NC_051820.1	61705709	61706706	CGI_GGF+CGI_TJ	997	0.5426	0.6308	46
NC_051820.1	61715472	61717953	CGI_GGF+CGI_TJ	2481	0.5425	0.6875	125
NC_051820.1	61718901	61720819	CGI_GGF+CGI_TJ	1918	0.5772	0.6324	101
NC_051820.1	61735178	61736379	CGI_GGF+CGI_TJ	1201	0.5495	0.7399	67
NC_051820.1	61770161	61770973	CGI_GGF+CGI_TJ	812	0.6108	0.6344	48
NC_051820.1	61812758	61814180	CGI_GGF+CGI_TJ	1422	0.5478	0.7506	80
NC_051820.1	61950052	61952428	CGI_GGF+CGI_TJ	2376	0.6877	0.6268	174
NC_051821.1	227572	228473	CGI_GGF+CGI_TJ	901	0.5805	0.6489	49
NC_051821.1	275132	276000	CGI_GGF+CGI_TJ	868	0.5668	0.6479	45
NC_051821.1	309476	311547	CGI_GGF+CGI_TJ	2071	0.6606	0.6388	143
NC_051821.1	316571	318222	CGI_GGF+CGI_TJ	1651	0.5403	0.6870	82
NC_051821.1	330362	331655	CGI_GGF+CGI_TJ	1293	0.6257	0.6425	81
NC_051821.1	339875	340872	CGI_GGF+CGI_TJ	997	0.5868	0.6409	55
NC_051821.1	359717	360378	CGI_GGF+CGI_TJ	661	0.5492	0.7056	35
NC_051821.1	392712	394956	CGI_GGF+CGI_TJ	2244	0.5437	0.7117	118
NC_051821.1	406209	407451	CGI_GGF+CGI_TJ	1242	0.5717	0.6313	64
NC_051821.1	421209	422010	CGI_GGF+CGI_TJ	801	0.5630	0.6145	39
NC_051821.1	438144	441309	CGI_GGF+CGI_TJ	3165	0.6136	0.6254	184
NC_051821.1	473285	477773	CGI_GGF+CGI_TJ	4488	0.6339	0.6403	288
NC_051821.1	497048	498055	CGI_GGF+CGI_TJ	1007	0.6087	0.6140	57
NC_051821.1	507920	509543	CGI_GGF+CGI_TJ	1623	0.5434	0.7374	88
NC_051821.1	563812	566110	CGI_GGF+CGI_TJ	2298	0.5339	0.7328	120
NC_051821.1	616250	617802	CGI_GGF+CGI_TJ	1552	0.6314	0.6297	97
NC_051821.1	648814	649801	CGI_GGF+CGI_TJ	987	0.5471	0.8132	60
NC_051821.1	687401	689426	CGI_GGF+CGI_TJ	2025	0.5402	0.7513	111
NC_051821.1	698289	699446	CGI_GGF+CGI_TJ	1157	0.5220	0.7826	61
NC_051821.1	722590	724559	CGI_GGF+CGI_TJ	1969	0.5744	0.6495	105
NC_051821.1	775927	777622	CGI_GGF+CGI_TJ	1695	0.5835	0.6407	92
NC_051821.1	793329	794378	CGI_GGF+CGI_TJ	1049	0.5424	0.7152	55
NC_051821.1	848334	850928	CGI_GGF+CGI_TJ	2594	0.5998	0.6284	146
NC_051821.1	896720	897287	CGI_GGF+CGI_TJ	567	0.6561	0.6308	38
NC_051821.1	936308	938139	CGI_GGF+CGI_TJ	1831	0.6887	0.6379	133
NC_051821.1	945494	948508	CGI_GGF+CGI_TJ	3014	0.6702	0.6454	217
NC_051821.1	970436	971374	CGI_GGF+CGI_TJ	938	0.6695	0.6480	68
NC_051821.1	971521	973381	CGI_GGF+CGI_TJ	1860	0.5909	0.6244	96
NC_051821.1	1039021	1040243	CGI_GGF+CGI_TJ	1222	0.5458	0.7161	65
NC_051821.1	1043462	1044095	CGI_GGF+CGI_TJ	633	0.7030	0.6410	50
NC_051821.1	1053024	1053836	CGI_GGF+CGI_TJ	812	0.6244	0.6194	49
NC_051821.1	1063181	1064172	CGI_GGF+CGI_TJ	991	0.5146	0.6123	40
NC_051821.1	1064822	1068463	CGI_GGF+CGI_TJ	3641	0.5386	0.8053	212
NC_051821.1	1121108	1122680	CGI_GGF+CGI_TJ	1572	0.6966	0.6082	114
NC_051821.1	1133468	1135959	CGI_GGF+CGI_TJ	2491	0.6062	0.6296	144
NC_051821.1	1137903	1140371	CGI_GGF+CGI_TJ	2468	0.5920	0.6499	140
NC_051821.1	1162349	1163295	CGI_GGF+CGI_TJ	946	0.5359	0.7508	51
NC_051821.1	1189967	1191157	CGI_GGF+CGI_TJ	1190	0.5429	0.6920	60
NC_051821.1	1201105	1202563	CGI_GGF+CGI_TJ	1458	0.5357	0.6406	67
NC_051821.1	1242370	1243406	CGI_GGF+CGI_TJ	1036	0.6274	0.6405	65
NC_051821.1	1301133	1301690	CGI_GGF+CGI_TJ	557	0.6104	0.6168	32
NC_051821.1	1308678	1310140	CGI_GGF+CGI_TJ	1462	0.5958	0.6401	83
NC_051821.1	1317456	1319083	CGI_GGF+CGI_TJ	1627	0.6036	0.6487	95
NC_051821.1	1345086	1348556	CGI_GGF+CGI_TJ	3470	0.6216	0.6401	213
NC_051821.1	1373280	1374336	CGI_GGF+CGI_TJ	1056	0.5691	0.6475	55
NC_051821.1	1422200	1423841	CGI_GGF+CGI_TJ	1641	0.6399	0.6329	105
NC_051821.1	1503943	1504859	CGI_GGF+CGI_TJ	916	0.6332	0.6307	55
NC_051821.1	1508455	1512271	CGI_GGF+CGI_TJ	3816	0.6546	0.6468	264
NC_051821.1	1515581	1516668	CGI_GGF+CGI_TJ	1087	0.6044	0.6362	62
NC_051821.1	1519247	1520269	CGI_GGF+CGI_TJ	1022	0.6409	0.6481	68
NC_051821.1	1521198	1523367	CGI_GGF+CGI_TJ	2169	0.5486	0.7671	125
NC_051821.1	1567118	1569340	CGI_GGF+CGI_TJ	2222	0.5396	0.7621	123
NC_051821.1	1596914	1598777	CGI_GGF+CGI_TJ	1863	0.6828	0.6311	137
NC_051821.1	1628221	1629609	CGI_GGF+CGI_TJ	1388	0.6938	0.6296	105
NC_051821.1	1648025	1649198	CGI_GGF+CGI_TJ	1173	0.7033	0.6176	89
NC_051821.1	1649475	1651820	CGI_GGF+CGI_TJ	2345	0.6644	0.6084	154
NC_051821.1	1683897	1687343	CGI_GGF+CGI_TJ	3446	0.6811	0.6410	256
NC_051821.1	1708067	1709091	CGI_GGF+CGI_TJ	1024	0.6172	0.6071	57
NC_051821.1	1738640	1739411	CGI_GGF+CGI_TJ	771	0.6122	0.6107	44
NC_051821.1	1751167	1752583	CGI_GGF+CGI_TJ	1416	0.5459	0.6351	67
NC_051821.1	1763262	1764713	CGI_GGF+CGI_TJ	1451	0.6844	0.6459	106
NC_051821.1	1801563	1802528	CGI_GGF+CGI_TJ	965	0.5834	0.6454	53
NC_051821.1	1830174	1833084	CGI_GGF+CGI_TJ	2910	0.6601	0.6120	194
NC_051821.1	1833489	1835044	CGI_GGF+CGI_TJ	1555	0.5338	0.7608	84
NC_051821.1	1848872	1849853	CGI_GGF+CGI_TJ	981	0.5902	0.6013	51
NC_051821.1	1928496	1929764	CGI_GGF+CGI_TJ	1268	0.5497	0.6823	65
NC_051821.1	1940471	1943825	CGI_GGF+CGI_TJ	3354	0.6270	0.6432	212
NC_051821.1	1973834	1974672	CGI_GGF+CGI_TJ	838	0.6014	0.6204	47
NC_051821.1	1981387	1983043	CGI_GGF+CGI_TJ	1656	0.5984	0.6281	93
NC_051821.1	1983387	1984190	CGI_GGF+CGI_TJ	803	0.6090	0.6481	48
NC_051821.1	2015768	2017494	CGI_GGF+CGI_TJ	1726	0.5968	0.6262	95
NC_051821.1	2058273	2059240	CGI_GGF+CGI_TJ	967	0.5843	0.6320	52
NC_051821.1	2153498	2154517	CGI_GGF+CGI_TJ	1019	0.5868	0.6387	56
NC_051821.1	2197610	2198435	CGI_GGF+CGI_TJ	825	0.5479	0.6377	39
NC_051821.1	2251050	2252762	CGI_GGF+CGI_TJ	1712	0.6086	0.6441	100
NC_051821.1	2254822	2256256	CGI_GGF+CGI_TJ	1434	0.6332	0.6484	93
NC_051821.1	2263980	2266479	CGI_GGF+CGI_TJ	2499	0.7023	0.6286	193
NC_051821.1	2292039	2293148	CGI_GGF+CGI_TJ	1109	0.6709	0.6271	77
NC_051821.1	2309160	2309827	CGI_GGF+CGI_TJ	667	0.6222	0.6352	41
NC_051821.1	2429223	2429959	CGI_GGF+CGI_TJ	736	0.5571	0.6348	36
NC_051821.1	2432915	2433666	CGI_GGF+CGI_TJ	751	0.5459	0.7517	42
NC_051821.1	2440688	2442611	CGI_GGF+CGI_TJ	1923	0.5866	0.6482	107
NC_051821.1	2445650	2446320	CGI_GGF+CGI_TJ	670	0.5642	0.6395	34
NC_051821.1	2742485	2745836	CGI_GGF+CGI_TJ	3351	0.5649	0.6187	164
NC_051821.1	3090684	3091447	CGI_GGF+CGI_TJ	763	0.5308	0.7881	42
NC_051821.1	3171091	3171924	CGI_GGF+CGI_TJ	833	0.5990	0.6367	47
NC_051821.1	3374996	3375704	CGI_GGF+CGI_TJ	708	0.5565	0.6405	35
NC_051821.1	3419221	3419832	CGI_GGF+CGI_TJ	611	0.6187	0.6332	37
NC_051821.1	3728420	3729949	CGI_GGF+CGI_TJ	1529	0.5736	0.6290	79
NC_051821.1	3800794	3802188	CGI_GGF+CGI_TJ	1394	0.5717	0.6256	71
NC_051821.1	3860667	3861717	CGI_GGF+CGI_TJ	1050	0.5362	0.6645	50
NC_051821.1	3873612	3874301	CGI_GGF+CGI_TJ	689	0.5486	0.7157	37
NC_051821.1	4629521	4631491	CGI_GGF+CGI_TJ	1970	0.6223	0.6411	120
NC_051821.1	4654156	4655396	CGI_GGF+CGI_TJ	1240	0.5589	0.6438	62
NC_051821.1	4671413	4672888	CGI_GGF+CGI_TJ	1475	0.5810	0.6061	74
NC_051821.1	4676102	4676910	CGI_GGF+CGI_TJ	808	0.6151	0.6282	48
NC_051821.1	4685875	4686810	CGI_GGF+CGI_TJ	935	0.5572	0.6399	46
NC_051821.1	4693939	4695732	CGI_GGF+CGI_TJ	1793	0.5739	0.6469	94
NC_051821.1	4727044	4727698	CGI_GGF+CGI_TJ	654	0.6804	0.6341	48
NC_051821.1	5019903	5020962	CGI_GGF+CGI_TJ	1059	0.5619	0.6233	52
NC_051821.1	5309196	5309768	CGI_GGF+CGI_TJ	572	0.5822	0.6422	31
NC_051821.1	5464842	5466196	CGI_GGF+CGI_TJ	1354	0.5495	0.6133	57
NC_051821.1	5511300	5511879	CGI_GGF+CGI_TJ	579	0.5492	0.6643	29
NC_051821.1	5789163	5790268	CGI_GGF+CGI_TJ	1105	0.5294	0.6142	47
NC_051821.1	5913879	5915914	CGI_GGF+CGI_TJ	2035	0.5715	0.6176	102
NC_051821.1	6012952	6014907	CGI_GGF+CGI_TJ	1955	0.6675	0.6246	136
NC_051821.1	6372144	6372981	CGI_GGF+CGI_TJ	837	0.5615	0.6331	41
NC_051821.1	7165029	7166450	CGI_GGF+CGI_TJ	1421	0.5897	0.6427	79
NC_051821.1	7247867	7249015	CGI_GGF+CGI_TJ	1148	0.5366	0.7761	64
NC_051821.1	7394015	7394981	CGI_GGF+CGI_TJ	966	0.6035	0.6254	55
NC_051821.1	7401378	7402036	CGI_GGF+CGI_TJ	658	0.6201	0.6192	39
NC_051821.1	7462849	7464689	CGI_GGF+CGI_TJ	1840	0.6147	0.6463	112
NC_051821.1	7498426	7499229	CGI_GGF+CGI_TJ	803	0.5729	0.6381	42
NC_051821.1	7572749	7575404	CGI_GGF+CGI_TJ	2655	0.5910	0.6499	150
NC_051821.1	7745066	7745659	CGI_GGF+CGI_TJ	593	0.6155	0.6469	36
NC_051821.1	7745967	7747297	CGI_GGF+CGI_TJ	1330	0.6286	0.6279	82
NC_051821.1	7939328	7941042	CGI_GGF+CGI_TJ	1714	0.5368	0.6724	83
NC_051821.1	7941766	7942511	CGI_GGF+CGI_TJ	745	0.6268	0.6422	47
NC_051821.1	8486322	8487083	CGI_GGF+CGI_TJ	761	0.6307	0.6361	47
NC_051821.1	9338135	9338744	CGI_GGF+CGI_TJ	609	0.5452	0.6597	29
NC_051821.1	11176879	11177437	CGI_GGF+CGI_TJ	558	0.6290	0.6342	35
NC_051821.1	11612154	11613712	CGI_GGF+CGI_TJ	1558	0.6547	0.6156	102
NC_051821.1	11851985	11853949	CGI_GGF+CGI_TJ	1964	0.5367	0.6654	94
NC_051821.1	11931048	11932212	CGI_GGF+CGI_TJ	1164	0.5765	0.6206	59
NC_051821.1	13403325	13404476	CGI_GGF+CGI_TJ	1151	0.6464	0.6102	73
NC_051821.1	15753360	15754309	CGI_GGF+CGI_TJ	949	0.6428	0.6028	59
NC_051821.1	18245251	18246109	CGI_GGF+CGI_TJ	858	0.6329	0.6402	55
NC_051821.1	20207825	20208420	CGI_GGF+CGI_TJ	595	0.6202	0.6350	36
NC_051821.1	21827573	21829056	CGI_GGF+CGI_TJ	1483	0.5435	0.6978	75
NC_051821.1	21886930	21887613	CGI_GGF+CGI_TJ	683	0.5710	0.6341	35
NC_051821.1	22912453	22913365	CGI_GGF+CGI_TJ	912	0.5482	0.6454	44
NC_051821.1	23091957	23092592	CGI_GGF+CGI_TJ	635	0.6567	0.6376	43
NC_051821.1	25412096	25412906	CGI_GGF+CGI_TJ	810	0.5827	0.6418	44
NC_051821.1	32519496	32520092	CGI_GGF+CGI_TJ	596	0.6795	0.6448	43
NC_051821.1	34709804	34710955	CGI_GGF+CGI_TJ	1151	0.5917	0.6254	63
NC_051821.1	35181138	35182247	CGI_GGF+CGI_TJ	1109	0.5437	0.6964	57
NC_051821.1	36221526	36222201	CGI_GGF+CGI_TJ	675	0.5793	0.6370	36
NC_051821.1	39656002	39656822	CGI_GGF+CGI_TJ	820	0.5329	0.8922	51
NC_051821.1	39733083	39734364	CGI_GGF+CGI_TJ	1281	0.5183	0.8368	72
NC_051821.1	52025399	52026315	CGI_GGF+CGI_TJ	916	0.6692	0.6496	63
NC_051821.1	52665240	52666102	CGI_GGF+CGI_TJ	862	0.6288	0.6373	54
NC_051821.1	55846335	55847822	CGI_GGF+CGI_TJ	1487	0.5918	0.6328	82
NC_051821.1	56571309	56572041	CGI_GGF+CGI_TJ	732	0.6762	0.6445	53
NC_051821.1	58948213	58949198	CGI_GGF+CGI_TJ	985	0.5249	0.7613	49
NC_051821.1	59722193	59723153	CGI_GGF+CGI_TJ	960	0.5312	0.6909	45
NC_051821.1	60116939	60117949	CGI_GGF+CGI_TJ	1010	0.5327	0.8658	62
NC_051821.1	60550097	60550823	CGI_GGF+CGI_TJ	726	0.5427	0.8618	45
NC_051821.1	60742446	60743251	CGI_GGF+CGI_TJ	805	0.7205	0.6444	67
NC_051821.1	60822738	60823992	CGI_GGF+CGI_TJ	1254	0.5774	0.6125	64
NC_051821.1	60898550	60899164	CGI_GGF+CGI_TJ	614	0.5130	0.8918	36
NC_051821.1	62935324	62936233	CGI_GGF+CGI_TJ	909	0.6337	0.6070	55
NC_051821.1	64168149	64169307	CGI_GGF+CGI_TJ	1158	0.5328	0.8052	62
NC_051821.1	64889478	64890116	CGI_GGF+CGI_TJ	638	0.7147	0.6260	51
NC_051821.1	65373620	65374295	CGI_GGF+CGI_TJ	675	0.6370	0.6457	44
NC_051822.1	69739	71626	CGI_GGF+CGI_TJ	1887	0.5967	0.6251	105
NC_051822.1	118424	120158	CGI_GGF+CGI_TJ	1734	0.6799	0.6242	125
NC_051822.1	140822	141915	CGI_GGF+CGI_TJ	1093	0.5499	0.6587	54
NC_051822.1	174561	175723	CGI_GGF+CGI_TJ	1162	0.6299	0.6216	71
NC_051822.1	198515	199982	CGI_GGF+CGI_TJ	1467	0.5985	0.6371	83
NC_051822.1	268237	271365	CGI_GGF+CGI_TJ	3128	0.6247	0.6063	185
NC_051822.1	299833	301025	CGI_GGF+CGI_TJ	1192	0.6896	0.6069	86
NC_051822.1	313055	316973	CGI_GGF+CGI_TJ	3918	0.6215	0.6175	231
NC_051822.1	317246	319052	CGI_GGF+CGI_TJ	1806	0.5460	0.8099	108
NC_051822.1	367459	368377	CGI_GGF+CGI_TJ	918	0.5490	0.7537	52
NC_051822.1	414564	416102	CGI_GGF+CGI_TJ	1538	0.6222	0.6247	93
NC_051822.1	422782	423599	CGI_GGF+CGI_TJ	817	0.5753	0.6387	43
NC_051822.1	448686	449846	CGI_GGF+CGI_TJ	1160	0.5466	0.6938	60
NC_051822.1	462960	463771	CGI_GGF+CGI_TJ	811	0.5364	0.6380	37
NC_051822.1	480550	483714	CGI_GGF+CGI_TJ	3164	0.5961	0.6192	174
NC_051822.1	508860	509560	CGI_GGF+CGI_TJ	700	0.6514	0.6258	46
NC_051822.1	758608	761050	CGI_GGF+CGI_TJ	2442	0.6470	0.6224	159
NC_051822.1	1318059	1319831	CGI_GGF+CGI_TJ	1772	0.5959	0.6484	102
NC_051822.1	1346407	1347067	CGI_GGF+CGI_TJ	660	0.5242	0.6619	30
NC_051822.1	1382687	1383599	CGI_GGF+CGI_TJ	912	0.5439	0.8595	57
NC_051822.1	1601185	1602307	CGI_GGF+CGI_TJ	1122	0.6185	0.6449	67
NC_051822.1	1624205	1625688	CGI_GGF+CGI_TJ	1483	0.7134	0.6421	117
NC_051822.1	1728763	1730297	CGI_GGF+CGI_TJ	1534	0.5411	0.7642	85
NC_051822.1	1761444	1762168	CGI_GGF+CGI_TJ	724	0.5470	0.7024	38
NC_051822.1	1764308	1765445	CGI_GGF+CGI_TJ	1137	0.5427	0.6973	58
NC_051822.1	1773350	1776173	CGI_GGF+CGI_TJ	2823	0.6227	0.6340	172
NC_051822.1	1836445	1837149	CGI_GGF+CGI_TJ	704	0.5483	0.7268	38
NC_051822.1	1871376	1872777	CGI_GGF+CGI_TJ	1401	0.5839	0.6198	74
NC_051822.1	1916162	1917683	CGI_GGF+CGI_TJ	1521	0.6167	0.6367	92
NC_051822.1	1924701	1927717	CGI_GGF+CGI_TJ	3016	0.6008	0.6365	171
NC_051822.1	1973857	1976937	CGI_GGF+CGI_TJ	3080	0.6049	0.6323	178
NC_051822.1	2016715	2017864	CGI_GGF+CGI_TJ	1149	0.5500	0.6250	54
NC_051822.1	2020888	2022156	CGI_GGF+CGI_TJ	1268	0.5323	0.7124	64
NC_051822.1	2022723	2023911	CGI_GGF+CGI_TJ	1188	0.5337	0.7741	65
NC_051822.1	2040820	2042345	CGI_GGF+CGI_TJ	1525	0.6367	0.6094	94
NC_051822.1	2053486	2054809	CGI_GGF+CGI_TJ	1323	0.5782	0.6427	71
NC_051822.1	2101743	2102914	CGI_GGF+CGI_TJ	1171	0.5073	0.6909	51
NC_051822.1	2263856	2264736	CGI_GGF+CGI_TJ	880	0.5330	0.6730	42
NC_051822.1	2344004	2345155	CGI_GGF+CGI_TJ	1151	0.5421	0.7280	61
NC_051822.1	2358848	2361436	CGI_GGF+CGI_TJ	2588	0.6028	0.6045	142
NC_051822.1	2361696	2362381	CGI_GGF+CGI_TJ	685	0.6117	0.6244	40
NC_051822.1	2392374	2393301	CGI_GGF+CGI_TJ	927	0.5469	0.7529	52
NC_051822.1	2395592	2396171	CGI_GGF+CGI_TJ	579	0.5492	0.7705	33
NC_051822.1	2475062	2477268	CGI_GGF+CGI_TJ	2206	0.5567	0.6471	108
NC_051822.1	2540214	2540905	CGI_GGF+CGI_TJ	691	0.5326	0.7789	38
NC_051822.1	2686433	2688324	CGI_GGF+CGI_TJ	1891	0.5331	0.6031	81
NC_051822.1	2690190	2692002	CGI_GGF+CGI_TJ	1812	0.6556	0.6062	118
NC_051822.1	2694067	2695053	CGI_GGF+CGI_TJ	986	0.5822	0.6345	53
NC_051822.1	5959074	5959710	CGI_GGF+CGI_TJ	636	0.6038	0.6423	37
NC_051822.1	5972298	5973482	CGI_GGF+CGI_TJ	1184	0.5828	0.6067	60
NC_051822.1	6074273	6075154	CGI_GGF+CGI_TJ	881	0.6095	0.6427	52
NC_051822.1	6080251	6081992	CGI_GGF+CGI_TJ	1741	0.5348	0.6114	76
NC_051822.1	7472710	7474018	CGI_GGF+CGI_TJ	1308	0.5810	0.6251	69
NC_051822.1	8040959	8041881	CGI_GGF+CGI_TJ	922	0.5456	0.6997	48
NC_051822.1	8109387	8111913	CGI_GGF+CGI_TJ	2526	0.6013	0.6007	137
NC_051822.1	8209688	8210408	CGI_GGF+CGI_TJ	720	0.5486	0.8271	44
NC_051822.1	9074696	9076161	CGI_GGF+CGI_TJ	1465	0.7311	0.6167	115
NC_051822.1	9398251	9399432	CGI_GGF+CGI_TJ	1181	0.5724	0.6206	60
NC_051822.1	11027142	11028027	CGI_GGF+CGI_TJ	885	0.6045	0.6338	51
NC_051822.1	12855474	12856255	CGI_GGF+CGI_TJ	781	0.5493	0.7006	41
NC_051822.1	12955497	12956240	CGI_GGF+CGI_TJ	743	0.5787	0.6491	40
NC_051822.1	13838584	13839400	CGI_GGF+CGI_TJ	816	0.5453	0.7365	44
NC_051822.1	13972914	13973659	CGI_GGF+CGI_TJ	745	0.6859	0.6391	56
NC_051822.1	15105495	15106218	CGI_GGF+CGI_TJ	723	0.5629	0.6285	36
NC_051822.1	15112766	15114275	CGI_GGF+CGI_TJ	1509	0.5812	0.6318	77
NC_051822.1	15696472	15697903	CGI_GGF+CGI_TJ	1431	0.6506	0.6474	98
NC_051822.1	15784721	15785638	CGI_GGF+CGI_TJ	917	0.7383	0.6489	81
NC_051822.1	18394391	18395610	CGI_GGF+CGI_TJ	1219	0.5751	0.6459	65
NC_051822.1	21400205	21400879	CGI_GGF+CGI_TJ	674	0.6691	0.6282	47
NC_051822.1	22964790	22966260	CGI_GGF+CGI_TJ	1470	0.5293	0.6234	64
NC_051822.1	23823016	23824037	CGI_GGF+CGI_TJ	1021	0.6249	0.6394	63
NC_051822.1	25017524	25020104	CGI_GGF+CGI_TJ	2580	0.7236	0.6348	205
NC_051822.1	26008157	26009532	CGI_GGF+CGI_TJ	1375	0.5229	0.6925	65
NC_051822.1	26047257	26048580	CGI_GGF+CGI_TJ	1323	0.6916	0.6152	97
NC_051822.1	26068302	26069439	CGI_GGF+CGI_TJ	1137	0.6913	0.6332	86
NC_051822.1	26113743	26114795	CGI_GGF+CGI_TJ	1052	0.6882	0.6342	79
NC_051822.1	26119020	26120322	CGI_GGF+CGI_TJ	1302	0.5530	0.6340	63
NC_051822.1	26155355	26156934	CGI_GGF+CGI_TJ	1579	0.6073	0.6415	93
NC_051822.1	26187721	26190886	CGI_GGF+CGI_TJ	3165	0.7074	0.6468	256
NC_051822.1	26279118	26283644	CGI_GGF+CGI_TJ	4526	0.6253	0.6483	286
NC_051822.1	26301643	26302433	CGI_GGF+CGI_TJ	790	0.7215	0.6070	62
NC_051822.1	26324779	26328014	CGI_GGF+CGI_TJ	3235	0.6192	0.6343	194
NC_051822.1	26402252	26403578	CGI_GGF+CGI_TJ	1326	0.5897	0.6360	73
NC_051822.1	26436009	26440279	CGI_GGF+CGI_TJ	4270	0.7002	0.6496	340
NC_051822.1	26459980	26460600	CGI_GGF+CGI_TJ	620	0.5661	0.6375	31
NC_051822.1	26482638	26484286	CGI_GGF+CGI_TJ	1648	0.6286	0.6142	100
NC_051822.1	26486147	26487682	CGI_GGF+CGI_TJ	1535	0.5362	0.6914	76
NC_051822.1	26522807	26524584	CGI_GGF+CGI_TJ	1777	0.6241	0.6366	110
NC_051822.1	26760161	26761547	CGI_GGF+CGI_TJ	1386	0.6400	0.6486	92
NC_051822.1	26779787	26780990	CGI_GGF+CGI_TJ	1203	0.5736	0.6311	62
NC_051822.1	26802270	26802944	CGI_GGF+CGI_TJ	674	0.5475	0.7217	36
NC_051822.1	26812049	26813040	CGI_GGF+CGI_TJ	991	0.6246	0.6119	59
