chrom	start0	end0	bases	relation_to_catalogued_span	GC_fraction_canonical	canonical_fraction	N_bases	MAPQ_min	exclude_marked_duplicates	aligned_read_bases	mean_read_base_depth
NC_049253.1	19800000	19900000	100000	inside	0.33486	1.0	0	20	True	1934189	19.34189
NC_049253.1	19900000	20000000	100000	inside	0.33891	1.0	0	20	True	1989560	19.8956
NC_049253.1	20000000	20100000	100000	inside	0.36021	1.0	0	20	True	1946831	19.46831
NC_049253.1	20100000	20200000	100000	inside	0.35506	1.0	0	20	True	1980492	19.80492
NC_049253.1	20200000	20300000	100000	inside	0.35357	1.0	0	20	True	1995724	19.95724
NC_049253.1	20300000	20400000	100000	inside	0.34871	1.0	0	20	True	1968057	19.68057
NC_049253.1	20400000	20500000	100000	inside	0.35759	1.0	0	20	True	1859264	18.59264
NC_049253.1	20500000	20600000	100000	inside	0.33779	1.0	0	20	True	1905760	19.0576
NC_049253.1	20600000	20700000	100000	inside	0.34164	1.0	0	20	True	1943024	19.43024
NC_049253.1	20700000	20800000	100000	inside	0.34857	1.0	0	20	True	1937936	19.37936
NC_049253.1	20800000	20900000	100000	inside	0.33898	1.0	0	20	True	1903084	19.03084
NC_049253.1	20900000	21000000	100000	inside	0.34999	1.0	0	20	True	1893625	18.93625
NC_049253.1	21000000	21100000	100000	inside	0.35476	1.0	0	20	True	1910975	19.10975
NC_049253.1	21100000	21200000	100000	inside	0.35198	1.0	0	20	True	1914077	19.14077
NC_049253.1	21200000	21300000	100000	inside	0.3517	1.0	0	20	True	1949044	19.49044
NC_049253.1	21300000	21400000	100000	inside	0.35298	1.0	0	20	True	1960944	19.60944
NC_049253.1	21400000	21500000	100000	inside	0.35107	1.0	0	20	True	1993622	19.93622
NC_049253.1	21500000	21600000	100000	inside	0.36823	1.0	0	20	True	1963763	19.63763
NC_049253.1	21600000	21700000	100000	inside	0.35498	1.0	0	20	True	1942266	19.42266
NC_049253.1	21700000	21800000	100000	inside	0.36473	1.0	0	20	True	1973504	19.73504
NC_049253.1	21800000	21900000	100000	inside	0.37904	1.0	0	20	True	2047420	20.4742
NC_049253.1	21900000	22000000	100000	inside	0.40795	1.0	0	20	True	1936000	19.36
NC_049253.1	22000000	22100000	100000	inside	0.35902	1.0	0	20	True	1960421	19.60421
NC_049253.1	22100000	22200000	100000	inside	0.36145	1.0	0	20	True	1975692	19.75692
NC_049253.1	22200000	22300000	100000	inside	0.36088	1.0	0	20	True	1961713	19.61713
NC_049253.1	22300000	22400000	100000	inside	0.38833	1.0	0	20	True	1961788	19.61788
NC_049253.1	22400000	22500000	100000	inside	0.35592	1.0	0	20	True	2035752	20.35752
NC_049253.1	22500000	22600000	100000	inside	0.35164	1.0	0	20	True	2002841	20.02841
NC_049253.1	22600000	22700000	100000	inside	0.3732	1.0	0	20	True	1837326	18.37326
NC_049253.1	22700000	22800000	100000	inside	0.35685	1.0	0	20	True	2049705	20.49705
NC_049253.1	22800000	22900000	100000	inside	0.3593	1.0	0	20	True	2039479	20.39479
NC_049253.1	22900000	23000000	100000	inside	0.35926	1.0	0	20	True	1975205	19.75205
NC_049253.1	23000000	23100000	100000	inside	0.36858	1.0	0	20	True	1991414	19.91414
NC_049253.1	23100000	23200000	100000	inside	0.3941	1.0	0	20	True	1922981	19.22981
NC_049253.1	23200000	23300000	100000	inside	0.36303	1.0	0	20	True	1995552	19.95552
NC_049253.1	23300000	23400000	100000	inside	0.35441	1.0	0	20	True	1964408	19.64408
NC_049253.1	23400000	23500000	100000	inside	0.34199	1.0	0	20	True	1860750	18.6075
NC_049253.1	23500000	23600000	100000	inside	0.3469	1.0	0	20	True	1978208	19.78208
NC_049253.1	23600000	23700000	100000	inside	0.34901	1.0	0	20	True	1952644	19.52644
NC_049253.1	23700000	23800000	100000	inside	0.34875	1.0	0	20	True	1930498	19.30498
NC_049253.1	23800000	23900000	100000	inside	0.336	1.0	0	20	True	1916651	19.16651
NC_049253.1	23900000	24000000	100000	inside	0.33685	1.0	0	20	True	1924382	19.24382
NC_049253.1	24000000	24100000	100000	inside	0.33935	1.0	0	20	True	1895110	18.9511
NC_049253.1	24100000	24200000	100000	inside	0.33673	1.0	0	20	True	1946661	19.46661
NC_049253.1	24200000	24300000	100000	inside	0.33382	1.0	0	20	True	1935446	19.35446
NC_049253.1	24300000	24400000	100000	inside	0.33764	1.0	0	20	True	1878936	18.78936
NC_049253.1	24400000	24500000	100000	inside	0.34343	1.0	0	20	True	1890863	18.90863
NC_049253.1	24500000	24600000	100000	inside	0.338	1.0	0	20	True	1917515	19.17515
NC_049253.1	24600000	24700000	100000	inside	0.34616	1.0	0	20	True	1907908	19.07908
NC_049253.1	24700000	24800000	100000	inside	0.35405	1.0	0	20	True	1848272	18.48272
NC_049253.1	24800000	24900000	100000	inside	0.35889	1.0	0	20	True	1897458	18.97458
NC_049253.1	24900000	25000000	100000	inside	0.34516	1.0	0	20	True	1991280	19.9128
NC_049253.1	25000000	25100000	100000	inside	0.33566	1.0	0	20	True	1891649	18.91649
NC_049253.1	25100000	25200000	100000	inside	0.34405	1.0	0	20	True	1884603	18.84603
NC_049253.1	25200000	25300000	100000	inside	0.34399	1.0	0	20	True	1954284	19.54284
NC_049253.1	25300000	25400000	100000	inside	0.34301	1.0	0	20	True	1936123	19.36123
NC_049253.1	25400000	25500000	100000	inside	0.34593	1.0	0	20	True	1778103	17.78103
NC_049253.1	25500000	25600000	100000	inside	0.34453	1.0	0	20	True	1933408	19.33408
NC_049253.1	25600000	25700000	100000	inside	0.3334	1.0	0	20	True	1940356	19.40356
NC_049253.1	25700000	25800000	100000	inside	0.34247	1.0	0	20	True	1912316	19.12316
NC_049253.1	25800000	25900000	100000	inside	0.34724	1.0	0	20	True	1931201	19.31201
NC_049253.1	25900000	26000000	100000	inside	0.34119	1.0	0	20	True	1932599	19.32599
NC_049253.1	26000000	26100000	100000	inside	0.33892	1.0	0	20	True	1936343	19.36343
NC_049253.1	26100000	26200000	100000	inside	0.33726	1.0	0	20	True	1928441	19.28441
NC_049253.1	26200000	26300000	100000	inside	0.3439	1.0	0	20	True	1940611	19.40611
NC_049253.1	26300000	26400000	100000	inside	0.33851	1.0	0	20	True	1967719	19.67719
NC_049253.1	26400000	26500000	100000	inside	0.35292	1.0	0	20	True	2012238	20.12238
NC_049253.1	26500000	26600000	100000	inside	0.35546	1.0	0	20	True	1939893	19.39893
NC_049253.1	26600000	26700000	100000	inside	0.35634	1.0	0	20	True	2001475	20.01475
NC_049253.1	26700000	26800000	100000	inside	0.35419	1.0	0	20	True	1987845	19.87845
NC_049253.1	26800000	26900000	100000	inside	0.35981	1.0	0	20	True	1919575	19.19575
NC_049253.1	26900000	27000000	100000	inside	0.34481	1.0	0	20	True	2019613	20.19613
NC_049253.1	27000000	27100000	100000	inside	0.35222	1.0	0	20	True	1958613	19.58613
NC_049253.1	27100000	27200000	100000	inside	0.3688	1.0	0	20	True	2051045	20.51045
NC_049253.1	27200000	27300000	100000	inside	0.3603	1.0	0	20	True	2047210	20.4721
NC_049253.1	27300000	27400000	100000	inside	0.38629	1.0	0	20	True	2060549	20.60549
NC_049253.1	27400000	27500000	100000	inside	0.39005	1.0	0	20	True	2006613	20.06613
NC_049253.1	27500000	27600000	100000	inside	0.38223	1.0	0	20	True	1833575	18.33575
NC_049253.1	27600000	27700000	100000	inside	0.36869	1.0	0	20	True	1999968	19.99968
NC_049253.1	27700000	27800000	100000	inside	0.34575	1.0	0	20	True	2024377	20.24377
NC_049253.1	27800000	27900000	100000	inside	0.36939	1.0	0	20	True	2039914	20.39914
NC_049253.1	27900000	28000000	100000	inside	0.3991	1.0	0	20	True	2065140	20.6514
NC_049253.1	28000000	28100000	100000	inside	0.3924	1.0	0	20	True	1994851	19.94851
NC_049253.1	28100000	28200000	100000	inside	0.39665	1.0	0	20	True	1984598	19.84598
NC_049253.1	28200000	28300000	100000	inside	0.40183	1.0	0	20	True	1962608	19.62608
NC_049253.1	28300000	28400000	100000	inside	0.40124	1.0	0	20	True	1938793	19.38793
NC_049253.1	28400000	28500000	100000	inside	0.39518	1.0	0	20	True	1534572	15.34572
NC_049253.1	28500000	28600000	100000	inside	0.3837037037037037	0.999	100	20	True	1357451	13.57451
NC_049253.1	28600000	28700000	100000	inside	0.37635	1.0	0	20	True	2015099	20.15099
NC_049253.1	28700000	28800000	100000	inside	0.36799	1.0	0	20	True	2035799	20.35799
NC_049253.1	28800000	28900000	100000	inside	0.37031	1.0	0	20	True	2049688	20.49688
NC_049253.1	28900000	29000000	100000	inside	0.37347	1.0	0	20	True	1976891	19.76891
NC_049253.1	29000000	29100000	100000	inside	0.37671	1.0	0	20	True	1980160	19.8016
NC_049253.1	29100000	29200000	100000	inside	0.37777	1.0	0	20	True	2010342	20.10342
NC_049253.1	29200000	29300000	100000	inside	0.38556	1.0	0	20	True	1996020	19.9602
NC_049253.1	29300000	29400000	100000	inside	0.38009	1.0	0	20	True	1993870	19.9387
NC_049253.1	29400000	29500000	100000	inside	0.40917	1.0	0	20	True	1996887	19.96887
NC_049253.1	29500000	29600000	100000	inside	0.41921	1.0	0	20	True	1912437	19.12437
NC_049253.1	29600000	29700000	100000	inside	0.39439	1.0	0	20	True	1957406	19.57406
NC_049253.1	29700000	29800000	100000	inside	0.34731	1.0	0	20	True	2065718	20.65718
NC_049253.1	29800000	29900000	100000	inside	0.36619	1.0	0	20	True	1952097	19.52097
NC_049253.1	29900000	30000000	100000	inside	0.37662	1.0	0	20	True	1929623	19.29623
NC_049253.1	30000000	30100000	100000	inside	0.3745	1.0	0	20	True	1930778	19.30778
NC_049253.1	30100000	30200000	100000	inside	0.36138	1.0	0	20	True	2003875	20.03875
NC_049253.1	30200000	30300000	100000	inside	0.35109	1.0	0	20	True	2008283	20.08283
NC_049253.1	30300000	30400000	100000	inside	0.34477	1.0	0	20	True	2022756	20.22756
NC_049253.1	30400000	30500000	100000	inside	0.37552	1.0	0	20	True	1957652	19.57652
NC_049253.1	30500000	30600000	100000	inside	0.36398	1.0	0	20	True	1871448	18.71448
NC_049253.1	30600000	30700000	100000	inside	0.37305	1.0	0	20	True	1883660	18.8366
NC_049253.1	30700000	30800000	100000	inside	0.35956	1.0	0	20	True	2006191	20.06191
NC_049253.1	30800000	30900000	100000	inside	0.35415	1.0	0	20	True	1977886	19.77886
NC_049253.1	30900000	31000000	100000	inside	0.38106	1.0	0	20	True	1983974	19.83974
NC_049253.1	31000000	31100000	100000	inside	0.3627	1.0	0	20	True	1999211	19.99211
NC_049253.1	31100000	31200000	100000	inside	0.3703	1.0	0	20	True	2034434	20.34434
NC_049253.1	31200000	31300000	100000	inside	0.37929	1.0	0	20	True	1954601	19.54601
NC_049253.1	31300000	31400000	100000	inside	0.37331	1.0	0	20	True	1888516	18.88516
NC_049253.1	31400000	31500000	100000	inside	0.35415	1.0	0	20	True	1962379	19.62379
NC_049253.1	31500000	31600000	100000	inside	0.38619	1.0	0	20	True	1994209	19.94209
NC_049253.1	31600000	31700000	100000	inside	0.39144	1.0	0	20	True	1865037	18.65037
NC_049253.1	31700000	31800000	100000	inside	0.41407	1.0	0	20	True	1921475	19.21475
NC_049253.1	31800000	31900000	100000	inside	0.37649	1.0	0	20	True	1982586	19.82586
NC_049253.1	31900000	32000000	100000	inside	0.37505	1.0	0	20	True	2027662	20.27662
NC_049253.1	32000000	32100000	100000	inside	0.37791	1.0	0	20	True	2027247	20.27247
NC_049253.1	32100000	32200000	100000	inside	0.36871	1.0	0	20	True	1974606	19.74606
NC_049253.1	32200000	32300000	100000	inside	0.36449	1.0	0	20	True	1949041	19.49041
NC_049253.1	32300000	32400000	100000	inside	0.36851	1.0	0	20	True	2004568	20.04568
NC_049253.1	32400000	32500000	100000	inside	0.37475	1.0	0	20	True	2039682	20.39682
NC_049253.1	32500000	32600000	100000	inside	0.38685	1.0	0	20	True	1960604	19.60604
NC_049253.1	32600000	32700000	100000	inside	0.39074	1.0	0	20	True	2003905	20.03905
NC_049253.1	32700000	32800000	100000	inside	0.38887	1.0	0	20	True	2021576	20.21576
NC_049253.1	32800000	32900000	100000	inside	0.40745	1.0	0	20	True	1967540	19.6754
NC_049253.1	32900000	33000000	100000	inside	0.39963	1.0	0	20	True	2014707	20.14707
NC_049253.1	33000000	33100000	100000	inside	0.37797	1.0	0	20	True	1842865	18.42865
NC_049253.1	33100000	33200000	100000	inside	0.37064	1.0	0	20	True	2012575	20.12575
NC_049253.1	33200000	33300000	100000	inside	0.40808	1.0	0	20	True	1974430	19.7443
NC_049253.1	33300000	33400000	100000	inside	0.43171	1.0	0	20	True	2004655	20.04655
NC_049253.1	33400000	33500000	100000	inside	0.42764	1.0	0	20	True	1938416	19.38416
NC_049253.1	33500000	33600000	100000	inside	0.41925	1.0	0	20	True	1949433	19.49433
NC_049253.1	33600000	33700000	100000	crosses_catalogue_boundary	0.395	1.0	0	20	True	1920636	19.20636
NC_049253.1	33700000	33800000	100000	outside	0.38978	1.0	0	20	True	1973893	19.73893
NC_049253.1	33800000	33900000	100000	outside	0.39458	1.0	0	20	True	2003072	20.03072
NC_049253.1	33900000	34000000	100000	outside	0.39815	1.0	0	20	True	1909962	19.09962
NC_049253.1	34000000	34100000	100000	outside	0.3907	1.0	0	20	True	2005903	20.05903
NC_049253.1	34100000	34200000	100000	outside	0.38725	1.0	0	20	True	2024029	20.24029
NC_049253.1	34200000	34300000	100000	outside	0.38681	1.0	0	20	True	2058507	20.58507
NC_049253.1	34300000	34400000	100000	outside	0.38639	1.0	0	20	True	2015985	20.15985
NC_049253.1	34400000	34500000	100000	outside	0.41206	1.0	0	20	True	1901182	19.01182
NC_049253.1	34500000	34600000	100000	outside	0.39394	1.0	0	20	True	1966455	19.66455
NC_049253.1	34600000	34700000	100000	outside	0.3873	1.0	0	20	True	1973267	19.73267
NC_049253.1	34700000	34800000	100000	outside	0.38655	1.0	0	20	True	1954607	19.54607
NC_049253.1	34800000	34900000	100000	outside	0.36459	1.0	0	20	True	1937457	19.37457
NC_049253.1	34900000	35000000	100000	outside	0.36403	1.0	0	20	True	1902582	19.02582
NC_049253.1	35000000	35100000	100000	outside	0.3536	1.0	0	20	True	1998503	19.98503
NC_049253.1	35100000	35200000	100000	outside	0.36068	1.0	0	20	True	2031814	20.31814
NC_049253.1	35200000	35300000	100000	outside	0.3614	1.0	0	20	True	1114085	11.14085
NC_049253.1	35300000	35400000	100000	outside	0.36372	1.0	0	20	True	1994438	19.94438
NC_049253.1	35400000	35500000	100000	outside	0.39168	1.0	0	20	True	1895646	18.95646
NC_049253.1	35500000	35600000	100000	outside	0.4132	1.0	0	20	True	1918448	19.18448
NC_049253.1	35600000	35700000	100000	outside	0.37686	1.0	0	20	True	1984238	19.84238
NC_049253.1	35700000	35800000	100000	outside	0.37134	1.0	0	20	True	2044116	20.44116
NC_049253.1	35800000	35900000	100000	outside	0.36223	1.0	0	20	True	2041532	20.41532
NC_049253.1	35900000	36000000	100000	outside	0.36886	1.0	0	20	True	2027246	20.27246
NC_049253.1	36000000	36100000	100000	outside	0.35813	1.0	0	20	True	2023730	20.2373
NC_049253.1	36100000	36200000	100000	outside	0.3777977977977978	0.999	100	20	True	308477	3.08477
NC_049253.1	36200000	36300000	100000	outside	0.3748948948948949	0.999	100	20	True	1078047	10.78047
NC_049253.1	36300000	36400000	100000	outside	0.36848	1.0	0	20	True	1695228	16.95228
NC_049253.1	36400000	36500000	100000	outside	0.36026052104208417	0.998	200	20	True	253756	2.53756
NC_049253.1	36500000	36600000	100000	outside	0.36595	1.0	0	20	True	1369238	13.69238
NC_049253.1	36600000	36700000	100000	outside	0.36558	1.0	0	20	True	2000548	20.00548
NC_049253.1	36700000	36800000	100000	outside	0.35417	1.0	0	20	True	2031738	20.31738
NC_049253.1	36800000	36900000	100000	outside	0.37752	1.0	0	20	True	2013045	20.13045
NC_049253.1	36900000	37000000	100000	outside	0.35692	1.0	0	20	True	2028652	20.28652
NC_049253.1	37000000	37100000	100000	outside	0.38015	1.0	0	20	True	1949187	19.49187
NC_049253.1	37100000	37200000	100000	outside	0.40753	1.0	0	20	True	1989850	19.8985
NC_049253.1	37200000	37300000	100000	outside	0.42265	1.0	0	20	True	1934697	19.34697
NC_049253.1	37300000	37400000	100000	outside	0.3917	1.0	0	20	True	2012756	20.12756
NC_049253.1	37400000	37500000	100000	outside	0.40724	1.0	0	20	True	1955653	19.55653
NC_049253.1	37500000	37600000	100000	outside	0.38479	1.0	0	20	True	2021907	20.21907
NC_049253.1	37600000	37700000	100000	outside	0.39414	1.0	0	20	True	1984301	19.84301
NC_049253.1	37700000	37800000	100000	outside	0.3638	1.0	0	20	True	1972301	19.72301
NC_049253.1	37800000	37900000	100000	outside	0.3884	1.0	0	20	True	1995115	19.95115
NC_049253.1	37900000	38000000	100000	outside	0.3441	1.0	0	20	True	2034149	20.34149
NC_049253.1	38000000	38100000	100000	outside	0.38065	1.0	0	20	True	2032341	20.32341
NC_049253.1	38100000	38200000	100000	outside	0.38823	1.0	0	20	True	2037220	20.3722
NC_049253.1	38200000	38300000	100000	outside	0.37919	1.0	0	20	True	2002137	20.02137
NC_049253.1	38300000	38400000	100000	outside	0.40072	1.0	0	20	True	2023971	20.23971
NC_049253.1	38400000	38500000	100000	outside	0.41066	1.0	0	20	True	1999844	19.99844
NC_049253.1	38500000	38600000	100000	outside	0.38921	1.0	0	20	True	2031759	20.31759
NC_049253.1	38600000	38700000	100000	outside	0.41628	1.0	0	20	True	1961104	19.61104
NC_049253.1	38700000	38800000	100000	outside	0.41499	1.0	0	20	True	1931996	19.31996
NC_049253.1	38800000	38900000	100000	outside	0.43442	1.0	0	20	True	1902874	19.02874
NC_049253.1	38900000	39000000	100000	outside	0.42248	1.0	0	20	True	1966059	19.66059
NC_049253.1	39000000	39100000	100000	outside	0.41226	1.0	0	20	True	1923239	19.23239
NC_049253.1	39100000	39200000	100000	outside	0.39687	1.0	0	20	True	1936061	19.36061
NC_049253.1	39200000	39300000	100000	outside	0.41433	1.0	0	20	True	1911088	19.11088
NC_049253.1	39300000	39400000	100000	outside	0.4146446446446446	0.999	100	20	True	1940176	19.40176
NC_049253.1	39400000	39500000	100000	outside	0.38466	1.0	0	20	True	1965124	19.65124
NC_049253.1	39500000	39600000	100000	outside	0.37501	1.0	0	20	True	1996327	19.96327
NC_049253.1	39600000	39700000	100000	outside	0.39307	1.0	0	20	True	2043970	20.4397
NC_049253.1	39700000	39800000	100000	outside	0.41711	1.0	0	20	True	1936861	19.36861
NC_049253.1	39800000	39900000	100000	outside	0.37611	1.0	0	20	True	1955286	19.55286
NC_049253.1	39900000	40000000	100000	outside	0.39549	1.0	0	20	True	2014680	20.1468
NC_049253.1	40000000	40100000	100000	outside	0.38655	1.0	0	20	True	1866317	18.66317
NC_049253.1	40100000	40200000	100000	outside	0.4276	1.0	0	20	True	1889032	18.89032
NC_049253.1	40200000	40225481	25481	outside	0.4925238412935128	1.0	0	20	True	394416	15.478827361563518
NC_049253.1	0	100000	100000	outside	0.5621021021021021	0.999	100	30	False	302294	3.02294
NC_049253.1	100000	200000	100000	outside	0.5640840840840841	0.999	100	30	False	474802	4.74802
NC_049253.1	200000	300000	100000	outside	0.56462	1.0	0	30	False	1531621	15.31621
NC_049253.1	300000	400000	100000	outside	0.56495	1.0	0	30	False	2011578	20.11578
NC_049253.1	400000	500000	100000	outside	0.56409	1.0	0	30	False	1871753	18.71753
NC_049253.1	500000	600000	100000	outside	0.56501	1.0	0	30	False	1869138	18.69138
NC_049253.1	600000	700000	100000	outside	0.56518	1.0	0	30	False	1398649	13.98649
NC_049253.1	700000	800000	100000	outside	0.40063	1.0	0	30	False	1726673	17.26673
NC_049253.1	800000	900000	100000	outside	0.38055	1.0	0	30	False	2214060	22.1406
NC_049253.1	900000	1000000	100000	outside	0.47535	1.0	0	30	False	2078782	20.78782
NC_049253.1	1000000	1100000	100000	outside	0.42716	1.0	0	30	False	4229337	42.29337
NC_049253.1	1100000	1200000	100000	outside	0.38277	1.0	0	30	False	2223027	22.23027
NC_049253.1	1200000	1300000	100000	outside	0.37886	1.0	0	30	False	2293958	22.93958
NC_049253.1	1300000	1400000	100000	outside	0.38328	1.0	0	30	False	2221003	22.21003
NC_049253.1	1400000	1500000	100000	outside	0.38058	1.0	0	30	False	2361564	23.61564
NC_049253.1	1500000	1600000	100000	outside	0.38373	1.0	0	30	False	2349243	23.49243
NC_049253.1	1600000	1700000	100000	outside	0.36431	1.0	0	30	False	2319022	23.19022
NC_049253.1	1700000	1800000	100000	outside	0.37111	1.0	0	30	False	2272432	22.72432
NC_049253.1	1800000	1900000	100000	outside	0.39807	1.0	0	30	False	2357424	23.57424
NC_049253.1	1900000	2000000	100000	outside	0.39278	1.0	0	30	False	2271589	22.71589
NC_049253.1	2000000	2100000	100000	outside	0.37859	1.0	0	30	False	2206532	22.06532
NC_049253.1	2100000	2200000	100000	outside	0.36338	1.0	0	30	False	2387051	23.87051
NC_049253.1	2200000	2300000	100000	outside	0.38275	1.0	0	30	False	2317658	23.17658
NC_049253.1	2300000	2400000	100000	outside	0.36117	1.0	0	30	False	2390169	23.90169
NC_049253.1	2400000	2500000	100000	outside	0.35713	1.0	0	30	False	2334750	23.3475
NC_049253.1	2500000	2600000	100000	outside	0.36732	1.0	0	30	False	2322672	23.22672
NC_049253.1	2600000	2700000	100000	outside	0.36123	1.0	0	30	False	2295000	22.95
NC_049253.1	2700000	2800000	100000	outside	0.34445	1.0	0	30	False	2262256	22.62256
NC_049253.1	2800000	2900000	100000	outside	0.35514	1.0	0	30	False	2296529	22.96529
NC_049253.1	2900000	3000000	100000	outside	0.3456	1.0	0	30	False	2105023	21.05023
NC_049253.1	3000000	3100000	100000	outside	0.33833	1.0	0	30	False	2240071	22.40071
NC_049253.1	3100000	3200000	100000	outside	0.35052	1.0	0	30	False	2247173	22.47173
NC_049253.1	3200000	3300000	100000	outside	0.32982	1.0	0	30	False	2185959	21.85959
NC_049253.1	3300000	3400000	100000	outside	0.36011	1.0	0	30	False	2290070	22.9007
NC_049253.1	3400000	3500000	100000	outside	0.34493	1.0	0	30	False	2148738	21.48738
NC_049253.1	3500000	3600000	100000	outside	0.34689	1.0	0	30	False	2227897	22.27897
NC_049253.1	3600000	3700000	100000	outside	0.34545	1.0	0	30	False	2201953	22.01953
NC_049253.1	3700000	3800000	100000	outside	0.35614	1.0	0	30	False	2247196	22.47196
NC_049253.1	3800000	3900000	100000	outside	0.34328	1.0	0	30	False	2242408	22.42408
NC_049253.1	3900000	4000000	100000	outside	0.3366	1.0	0	30	False	2269579	22.69579
NC_049253.1	4000000	4100000	100000	outside	0.32757	1.0	0	30	False	2178245	21.78245
NC_049253.1	4100000	4200000	100000	outside	0.33096	1.0	0	30	False	2215626	22.15626
NC_049253.1	4200000	4300000	100000	outside	0.33876	1.0	0	30	False	2224230	22.2423
NC_049253.1	4300000	4400000	100000	outside	0.34173	1.0	0	30	False	2177497	21.77497
NC_049253.1	4400000	4500000	100000	outside	0.33427	1.0	0	30	False	2134471	21.34471
NC_049253.1	4500000	4600000	100000	outside	0.34638	1.0	0	30	False	2005582	20.05582
NC_049253.1	4600000	4700000	100000	outside	0.33446	1.0	0	30	False	2168543	21.68543
NC_049253.1	4700000	4800000	100000	crosses_catalogue_boundary	0.33219	1.0	0	30	False	1771098	17.71098
NC_049253.1	4800000	4900000	100000	inside	0.34209209209209207	0.999	100	30	False	337007	3.37007
NC_049253.1	4900000	5000000	100000	inside	0.34663	1.0	0	30	False	2162738	21.62738
NC_049253.1	5000000	5100000	100000	inside	0.33749	1.0	0	30	False	2125258	21.25258
NC_049253.1	5100000	5200000	100000	inside	0.34961	1.0	0	30	False	2068187	20.68187
NC_049253.1	5200000	5300000	100000	inside	0.32868	1.0	0	30	False	2299451	22.99451
NC_049253.1	5300000	5400000	100000	inside	0.33703	1.0	0	30	False	2285852	22.85852
NC_049253.1	5400000	5500000	100000	inside	0.3483	1.0	0	30	False	2230256	22.30256
NC_049253.1	5500000	5600000	100000	inside	0.35423	1.0	0	30	False	2316822	23.16822
NC_049253.1	5600000	5700000	100000	inside	0.36366	1.0	0	30	False	2338575	23.38575
NC_049253.1	5700000	5800000	100000	inside	0.37139	1.0	0	30	False	2231315	22.31315
NC_049253.1	5800000	5900000	100000	inside	0.35618	1.0	0	30	False	2268834	22.68834
NC_049253.1	5900000	6000000	100000	inside	0.34017	1.0	0	30	False	2320870	23.2087
NC_049253.1	6000000	6100000	100000	inside	0.35335	1.0	0	30	False	2329865	23.29865
NC_049253.1	6100000	6200000	100000	inside	0.3687	1.0	0	30	False	2305758	23.05758
NC_049253.1	6200000	6300000	100000	inside	0.36326	1.0	0	30	False	2249805	22.49805
NC_049253.1	6300000	6400000	100000	inside	0.36984	1.0	0	30	False	2351911	23.51911
NC_049253.1	6400000	6500000	100000	inside	0.35272	1.0	0	30	False	2361222	23.61222
NC_049253.1	6500000	6600000	100000	inside	0.35048	1.0	0	30	False	2395108	23.95108
NC_049253.1	6600000	6700000	100000	inside	0.35767	1.0	0	30	False	2309685	23.09685
NC_049253.1	6700000	6800000	100000	inside	0.37762	1.0	0	30	False	2341433	23.41433
NC_049253.1	6800000	6900000	100000	inside	0.35588	1.0	0	30	False	2303101	23.03101
NC_049253.1	6900000	7000000	100000	inside	0.36648	1.0	0	30	False	2305308	23.05308
NC_049253.1	7000000	7100000	100000	inside	0.36826	1.0	0	30	False	2257565	22.57565
NC_049253.1	7100000	7200000	100000	inside	0.3558	1.0	0	30	False	2366535	23.66535
NC_049253.1	7200000	7300000	100000	inside	0.37374	1.0	0	30	False	2228669	22.28669
NC_049253.1	7300000	7400000	100000	inside	0.39288	1.0	0	30	False	2261178	22.61178
NC_049253.1	7400000	7500000	100000	inside	0.3786	1.0	0	30	False	2254154	22.54154
NC_049253.1	7500000	7600000	100000	inside	0.39412	1.0	0	30	False	2268365	22.68365
NC_049253.1	7600000	7700000	100000	inside	0.39189	1.0	0	30	False	2333549	23.33549
NC_049253.1	7700000	7800000	100000	inside	0.37388	1.0	0	30	False	2326452	23.26452
NC_049253.1	7800000	7900000	100000	inside	0.3641	1.0	0	30	False	2360641	23.60641
NC_049253.1	7900000	8000000	100000	inside	0.36609	1.0	0	30	False	2293603	22.93603
NC_049253.1	8000000	8100000	100000	inside	0.34919	1.0	0	30	False	2353865	23.53865
NC_049253.1	8100000	8200000	100000	inside	0.34656	1.0	0	30	False	2286715	22.86715
NC_049253.1	8200000	8300000	100000	inside	0.3548	1.0	0	30	False	2252230	22.5223
NC_049253.1	8300000	8400000	100000	inside	0.3514	1.0	0	30	False	2303243	23.03243
NC_049253.1	8400000	8500000	100000	inside	0.34497	1.0	0	30	False	2246688	22.46688
NC_049253.1	8500000	8600000	100000	inside	0.33842	1.0	0	30	False	2242355	22.42355
NC_049253.1	8600000	8700000	100000	inside	0.34704	1.0	0	30	False	1721750	17.2175
NC_049253.1	8700000	8800000	100000	inside	0.35095	1.0	0	30	False	1628754	16.28754
NC_049253.1	8800000	8900000	100000	inside	0.35219	1.0	0	30	False	2271688	22.71688
NC_049253.1	8900000	9000000	100000	inside	0.3703	1.0	0	30	False	2331574	23.31574
NC_049253.1	9000000	9100000	100000	inside	0.36734	1.0	0	30	False	2329367	23.29367
NC_049253.1	9100000	9200000	100000	inside	0.42965	1.0	0	30	False	2240856	22.40856
NC_049253.1	9200000	9300000	100000	inside	0.37001	1.0	0	30	False	2323743	23.23743
NC_049253.1	9300000	9400000	100000	inside	0.38431	1.0	0	30	False	2268310	22.6831
NC_049253.1	9400000	9500000	100000	inside	0.38754	1.0	0	30	False	2228842	22.28842
NC_049253.1	9500000	9600000	100000	inside	0.39532	1.0	0	30	False	2258561	22.58561
