chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_mean_narrow	atac_mean_narrow_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_dense_clearance	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_percentile
NC_051813.1	15175682	15238845	63163	convergent	LOC102154199	CACNG5	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.17497601473688	0.9426666666666667	1.137092896024386	0.8806666666666667	0.05945876060985899	1.0	12.926627009913135	2.146432818484332	0	4188754	93573	2687	0.2871	0.0193	0.8564	0.5764	0.0901	0.3659	4.8
NC_051813.1	33214836	33269418	54582	convergent	MSI2	CCDC182	True	False	False	True	False	False	True	True	False	True	False		False		False	False	False	1.050639035211857	0.871	1.0370750264485675	0.8453333333333334	0.05243996074625332	1.0	10.013942147715744	1.2508214984232473	32873	326475	27291	7939	0.4126	0.0193	0.8616	0.5904	0.2631	0.4294	37.5
NC_051813.1	35794767	35867117	72350	convergent	BRIP1	LOC100855486	True	False	False	True	False	False	True	False	False	True	False		False		False	False	False	0.8724023669108188	0.6506666666666666	0.7832714909394581	0.6796666666666666	0.045373308994244986	1.0	3.859709115869637	0.5306527046990301	155942	680036	36175	105492	0.5816	0.0193	0.8772	0.6067	0.725	0.562	87.6
NC_051813.1	42596793	42666787	69994	convergent	LOC102151497	LOC111097438	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1552330449132258	0.9356666666666666	1.1860428957660993	0.8896666666666667	0.060218101025503096	38.0	8.246955857745618	1.0413279401064395	31790	494609	69451	7929	0.2771	0.0023	0.8652	0.5951	0.258	0.3995	18.4
NC_051813.1	44260433	44316601	56168	convergent	LOC119873524	LOC119881587	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.052534126510411	0.873	1.0560852861324945	0.8536666666666667	0.054228786787478285	32.0	8.428068597085918	1.137531086936625	13517	439741	530634	1282	0.3762	0.0032	0.8646	0.5928	0.1644	0.4002	19.3
NC_051813.1	53233104	53304110	71006	convergent	MED27	LOC111097551	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.1920647035086374	0.9496666666666667	1.1901944207509358	0.89	0.06027915736550692	4.0	20.85637071012416	3.2627330673343016	6393	2255178	35503	28016	0.2764	0.0143	0.8449	0.5617	0.1247	0.3644	4.3
NC_051813.1	55289222	55342350	53128	convergent	LOC102151894	LOC111097492	True	False	True	False	False	True	True	True	False	True	False		False		True	False	False	1.4236932312476493	0.987	1.2140321669697762	0.8956666666666667	0.07563811994068867	45.0	15.56188943508295	2.835992184212652	159214	207999	115030	15773	0.1374	0.0014	0.8528	0.5676	0.734	0.4586	49.0
NC_051813.1	60390416	60460489	70073	convergent	LOC119873444	LOC119873377	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1434529845255095	0.9326666666666666	1.084943979414304	0.8636666666666667	0.058353988163289836	2.0	9.925739779990032	1.543260362202969	50452	1202512	659142	1734	0.3036	0.017	0.8618	0.585	0.3524	0.424	35.1
NC_051814.1	6647061	6715959	68898	convergent	LOC119881620	LOC119881618	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.3148173012007871	0.26666666666666666	0.25161338892579077	0.312	0.009157425716967918	0.0	1.0885319100440758	0.2355253204744583	31510	3844367	595416	1589	0.9617	0.0287	0.8973	0.608	0.258	0.5507	83.3
NC_051814.1	16586697	16654416	67719	convergent	LOC100685032	LOC119873751	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9274008133168044	0.705	0.8908942147334418	0.7306666666666667	0.048200985919726436	1.0	8.226994850640292	1.5681221031571344	79444	4146654	436987	13814	0.5136	0.0193	0.8652	0.5846	0.4828	0.4931	64.4
NC_051814.1	22082493	22156729	74236	convergent	LOC119873757	LOC102153700	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2258295389854277	0.958	1.2713484235684078	0.9013333333333333	0.06258604548310687	26.0	35.09455349764537	5.852181398290901	80389	565838	298603	12724	0.2481	0.0044	0.8224	0.5141	0.487	0.4152	26.2
NC_051814.1	24918877	24986657	67780	convergent	LOC119873626	LOC119873758	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.2106235225115998	0.9543333333333334	1.1248153446594875	0.878	0.06358638972965878	66.0	11.45845258118503	1.4766542323612908	122233	751093	48727	5278	0.2363	0.0001	0.8589	0.5861	0.6385	0.464	51.8
NC_051814.1	25211889	25276787	64898	convergent	SLC25A17	MCHR1	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.104055591554969	0.9116666666666666	1.0877061246236166	0.866	0.05608755237260119	30.0	8.594805486104018	1.013155415705193	5662	1042664	67064	12832	0.3409	0.0036	0.8642	0.5958	0.1189	0.3847	10.6
NC_051814.1	29447517	29507386	59869	convergent	LOC102152977	MCM5	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.2406563689172463	0.9626666666666667	1.2621324722607932	0.9006666666666666	0.06378633445430741	1.0	28.335927024380236	4.413350922935656	22549	831314	29935	18695	0.234	0.0193	0.8338	0.5426	0.2117	0.3683	5.4
NC_051814.1	33387381	33437530	50149	convergent	LOC106559418	LOC106559383	True	True	False	False	False	False	True	True	False	True	False		False		False	False	False	1.0546376519121827	0.8743333333333333	1.0847950026790303	0.8633333333333333	0.05354997533803809	1.0	9.393423118540841	1.6981872615572788	12545	4766318	33702	8628	0.3903	0.0193	0.8627	0.5825	0.1592	0.4028	21.3
NC_051814.1	34678177	34747422	69245	convergent	LOC102152060	TXNRD1	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1069022168607479	0.914	1.1413447077711423	0.882	0.056756604668032284	28.0	8.30355541738981	1.0020221804144531	12201	6066662	1334046	24122	0.3301	0.004	0.865	0.596	0.1592	0.3909	12.8
NC_051814.1	35158873	35212398	53525	convergent	SEPTIN10	LOC106559442	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.016540925771151	0.8363333333333334	0.9766800847172735	0.8076666666666666	0.05177686438723069	1.0	8.02108697312771	1.3086848170898036	0	6046292	1806882	15614	0.4275	0.0193	0.8657	0.5892	0.0901	0.3984	17.6
NC_051814.1	46275184	46345564	70380	convergent	TRNAI-UAU-2	LOC119873662	True	True	True	False	False	False	True	True	False	False	False		False		True	False	False	1.3480609233749516	0.9813333333333333	1.1950369053681693	0.8916666666666667	0.07038423397176995	69.0	14.933970675336342	2.156832905980341	0	5078426	74552	0	0.1735	0.0001	0.8536	0.5762	0.0901	0.3387	1.5
NC_051814.1	46556671	46612324	55653	convergent	LOC106559407	LOC119873664	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.8852126482789566	0.9973333333333333	1.7996332928737004	0.9386666666666666	0.10379360861440508	63.0	18.222381188554813	3.7065642290898295	65503	5352549	348675	11347	0.0325	0.0002	0.8482	0.5548	0.4221	0.3716	6.5
NC_051814.1	55173498	55233905	60407	convergent	NA	LOC102151272	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9401838540374389	0.729	0.9428657992680868	0.7746666666666666	0.04823102151203433	1.0	3.4010765916281214	0.43392275880364856	78701	2555815	2433939	100	0.5127	0.0193	0.879	0.6076	0.4788	0.4995	67.7
NC_051814.1	57054512	57104779	50267	convergent	LOC119873779	CLHC1	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.277182712862344	0.9713333333333334	1.591397377173106	0.9246666666666666	0.06881804073268599	42.0	11.03736928399584	1.5877232265406553	70355	679871	557995	11200	0.1865	0.0018	0.8597	0.5842	0.4442	0.4153	26.5
NC_051814.1	57815583	57880350	64767	convergent	LOC119873681	LOC111097852	True	False	False	False	False	True	True	True	False	True	False		False		False	False	False	0.9987302262597972	0.818	0.9492983062108359	0.7803333333333333	0.05244328525963833	1.0	6.159059383920105	1.1429258369943438	272966	70142	148242	20	0.4126	0.0193	0.87	0.5927	0.8881	0.5565	85.0
NC_051814.1	61932847	61989787	56940	convergent	LOC102155693	LOC119873691	True	False	True	False	False	False	True	True	False	True	False		False		False	False	False	1.2693991713858281	0.9696666666666667	1.1639497126221656	0.8853333333333333	0.06814492922723328	47.0	9.541967960903278	1.2132007129132378	186317	4183493	36038	7568	0.192	0.0012	0.8625	0.5912	0.7862	0.4866	61.0
NC_051814.1	63844443	63896703	52260	convergent	OTX1	LOC100686739	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9886110957369296	0.8056666666666666	0.9604221299091974	0.7893333333333333	0.05233484580903763	3.0	5.885713248899131	1.2503837156039923	0	6092749	987989	5011	0.4149	0.0155	0.8707	0.5904	0.0901	0.3963	15.4
NC_051814.1	66943912	67008116	64204	convergent	MEIS1	LOC111097797	True	True	False	True	False	False	True	False	False	True	False		False		True	False	False	0.993399816099274	0.8126666666666666	1.0192595862587293	0.831	0.05207666319985481	1.0	17.920064723328018	1.9673887958013385	23986	9198190	32102	81938	0.4204	0.0193	0.8485	0.5787	0.217	0.4168	28.6
NC_051814.1	68117840	68179368	61528	convergent	LOC100683563	C1D	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.047777958516207	0.87	1.0934359021544457	0.8693333333333333	0.05445504265633169	5.0	16.459912214740527	1.7878375528434816	26396	10370780	79720	18614	0.3718	0.0133	0.8514	0.5812	0.2325	0.4101	24.3
NC_051815.1	5132068	5205139	73071	convergent	LOC102157398	LOC119873853	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.09864835617258	0.908	1.076323644642035	0.8606666666666667	0.05821307589448772	35.0	8.13931947184645	1.5089383272429713	118603	3491883	156027	33885	0.3056	0.0027	0.8654	0.5856	0.6258	0.477	56.4
NC_051815.1	7585907	7653876	67969	convergent	LOC100687242	LOC106559451	False	False	False	False	False	False	False	False	False	False	False	41.9	False	4.64874	False	False	False	0.938604378950827	0.7263333333333334	0.9294879001816114	0.7616666666666667	0.04882095354569469	25.0	2.952367870215627	0.4415404114902578	69891	5943171	2607315	129592	0.4967	0.0046	0.8811	0.6076	0.4397	0.4859	60.5
NC_051815.1	15804115	15863613	59498	convergent	LOC111097925	LOC111098006	True	False	False	False	False	False	False	False	False	False	False	37.99	True	6.66906	True	False	False	0.9604071478366195	0.77	0.962570574537913	0.7913333333333333	0.04968520282556324	2.0	2.657512726253455	0.30685352162552754	208864	1108139	3089002	80706	0.4757	0.017	0.8826	0.6079	0.8201	0.5607	87.0
NC_051815.1	33774377	33832861	58484	convergent	LOC100856273	LOC100856119	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	0.8924111733167418	0.6606666666666666	0.9320582501530648	0.765	0.04719595940947068	1.0	3.386314634273913	0.44927888475321726	3619	7439264	1639127	18072	0.5365	0.0193	0.8791	0.6075	0.1074	0.43	38.0
NC_051815.1	54176384	54240721	64337	convergent	MELK	LOC119874128	True	False	False	True	False	False	True	True	False	True	False		False		True	False	False	1.065365470134926	0.8853333333333333	1.058993929417928	0.8546666666666667	0.05435607718143573	7.0	9.754291915496296	1.4841548180665318	33552	3111288	32168	385	0.3735	0.0117	0.8621	0.586	0.2682	0.4203	32.1
NC_051815.1	56181459	56247618	66159	convergent	LOC111098102	LOC119874060	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0792989211238453	0.8973333333333333	1.084936558365822	0.8636666666666667	0.05623772343489282	35.0	5.0853829455096395	0.7911740991702989	60462	5117274	127406	4541	0.3382	0.0027	0.873	0.6014	0.3995	0.443	44.3
NC_051815.1	67619694	67676552	56858	convergent	LOC119873978	LOC111097883	True	False	True	False	False	False	True	True	False	False	False		False		True	False	False	1.2924902168975683	0.974	1.4544041174809137	0.9153333333333333	0.0701466343027345	53.0	11.884725100633215	1.370604006524369	76877	1937353	213341	11553	0.1752	0.0008	0.8583	0.588	0.4705	0.4185	29.7
NC_051815.1	72532281	72586362	54081	convergent	LOC106559529	LOC119873989	True	True	True	False	False	False	True	True	False	True	False		False		True	False	False	1.1543068742172793	0.9356666666666666	1.1110533407290777	0.8743333333333333	0.061553209813598395	49.0	7.796709218088949	1.1612894816706911	15679	2973823	65032	6753	0.2607	0.0011	0.8661	0.5923	0.1749	0.379	9.1
NC_051815.1	74432972	74494463	61491	convergent	LOC111097897	LOC119874053	True	False	False	False	False	False	False	False	False	False	False	24.88	True	7.307460000000001	True	False	False	1.192369790955106	0.95	1.1835244042317072	0.8896666666666667	0.061537239674686994	0.0	50.047569718687406	6.924166922147982	138717	4878219	511932	185978	0.261	0.0287	0.7728	0.4908	0.684	0.4475	45.3
NC_051816.1	729204	780179	50975	convergent	LOC100684529	LOC119874351	True	False	True	False	False	False	True	True	False	False	False		False		True	False	False	1.1720422833539195	0.942	1.1938411445260049	0.891	0.06086885523266003	51.0	9.179757922551559	1.4269594249215054	70309	2246970	43693	6763	0.2687	0.0009	0.8631	0.587	0.4442	0.4328	39.3
NC_051816.1	888522	959052	70530	convergent	MUC21	LOC119876866	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0806829020163362	0.8976666666666666	1.0974602406144143	0.871	0.05427277108468723	25.0	7.624140278029079	1.0188300985902778	73787	2077874	80051	4397	0.3754	0.0046	0.8665	0.5956	0.4576	0.4599	49.9
NC_051816.1	2021125	2084815	63690	convergent	LOC119881685	TSBP1	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.5193009271872263	0.49933333333333335	0.6176009385069212	0.599	0.017284168077656866	0.0	2.01542195041958	0.13044817999939406	227970	948691	498270	3359	0.954	0.0287	0.8868	0.608	0.8444	0.6644	99.3
NC_051816.1	5010995	5063926	52931	convergent	LOC608284	FKBP5	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0093970719801633	0.829	0.959927781009674	0.789	0.05116034958226294	7.0	6.609104869804652	0.9466333021379757	12460	1504288	95507	26965	0.4423	0.0117	0.8689	0.5974	0.1592	0.4159	27.3
NC_051816.1	10056117	10121857	65740	convergent	LOC111098152	LOC119874267	True	False	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0779338532801683	0.8966666666666666	0.9978866515556971	0.8193333333333334	0.05472914814683078	6.0	4.709746851335808	0.707598592112622	36013	6555815	218136	11008	0.3665	0.0125	0.8742	0.6034	0.2835	0.428	36.9
NC_051816.1	13571280	13642018	70738	convergent	LOC111098270	SUPT3H	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.057107367899525	0.8766666666666667	1.049322538204988	0.8513333333333334	0.05407259502198281	3.0	7.546764267309536	0.7324024664468093	31649	6697892	297488	41771	0.3791	0.0155	0.8666	0.6028	0.258	0.4244	35.4
NC_051816.1	16360664	16416333	55669	convergent	OPN5	LOC119876862	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9354761275148038	0.7176666666666667	0.9417968566179276	0.7746666666666666	0.049566718788085364	0.0	2.210992619853432	0.3009464985000629	13498	3916043	646588	4555	0.4787	0.0287	0.8853	0.6079	0.1644	0.433	39.5
NC_051816.1	25815845	25884245	68400	convergent	LOC111098165	LOC111098166	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9231312210703919	0.6986666666666667	0.912699825668335	0.7446666666666667	0.04911752045212666	1.0	1.7216429593725553	0.3891319815875494	399955	5541280	1729887	49232	0.4895	0.0193	0.8892	0.6078	0.952	0.5916	95.7
NC_051816.1	40263604	40321877	58273	convergent	LOC100855752	LOC111098325	True	False	False	False	False	False	False	False	False	False	True	50.26	False	3.54012	False	False	False	0.9193209745025033	0.6926666666666667	0.9093990336894989	0.7436666666666667	0.048627436935936755	1.0	2.1015786364249913	0.35753821412255665	257260	1191024	1050417	55732	0.5019	0.0193	0.8861	0.6078	0.8753	0.5781	91.8
NC_051816.1	41991512	42044662	53150	convergent	BCKDHB	LOC102155357	True	False	False	False	False	False	True	False	False	False	False		False		True	False	False	0.9882613426482426	0.8053333333333333	0.9661865568359693	0.7963333333333333	0.05194245913907928	10.0	3.125394497200053	0.2681175547731674	93087	534300	296643	52577	0.4237	0.0099	0.8803	0.6079	0.5388	0.4921	63.1
NC_051816.1	47327902	47386565	58663	convergent	HTR1E	CGA	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0098404289826168	0.8296666666666667	1.0103786425034207	0.827	0.05279557175894477	15.0	2.5003589574459593	0.3688713148249115	32233	5873446	442180	6077	0.4055	0.0076	0.8835	0.6078	0.2631	0.4335	39.9
NC_051816.1	48272208	48342011	69803	convergent	SPACA1	CNR1	True	False	False	False	False	False	False	True	False	True	False		False		False	False	False	0.9622569714344232	0.772	0.9416498813470205	0.7746666666666666	0.04993388991986892	1.0	2.768675787982851	0.40300049229740637	317891	6823322	442287	22850	0.47	0.0193	0.882	0.6077	0.9179	0.5794	92.6
NC_051816.1	48393708	48452461	58753	convergent	LOC111098352	LOC119874280	True	False	False	False	False	False	False	True	False	True	False		False		False	False	False	0.9240276822894543	0.6996666666666667	0.9377130120038987	0.7693333333333333	0.04872303646526858	1.0	2.535639170808336	0.428448901187121	201916	6939297	326312	5161	0.4996	0.0193	0.8833	0.6076	0.8101	0.564	88.5
NC_051816.1	53806181	53865232	59051	convergent	LOC100684677	LOC100687875	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9130744746391983	0.6826666666666666	0.932045383946101	0.765	0.04843484804981449	1.0	2.6087135352048194	0.4130171624330436	235706	12351919	722636	39862	0.5076	0.0193	0.8829	0.6077	0.8533	0.5742	90.5
NC_051816.1	64340623	64411071	70448	convergent	PRDM1	ATG5	True	False	True	True	False	False	True	False	False	True	False		False		True	False	False	1.2442753567397076	0.964	1.2973449998458226	0.9036666666666666	0.06679772916363094	51.0	17.913021778713034	2.688409604930633	75847	22892060	35224	87411	0.2037	0.0009	0.8485	0.5695	0.4663	0.4178	29.1
NC_051816.1	67608124	67672326	64202	convergent	GPR6	LOC111098188	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.020100511816379	0.8426666666666667	0.9959631460388501	0.8186666666666667	0.053279573800327926	2.0	10.489034062468885	1.817383961350427	215225	26156438	755065	45279	0.3952	0.017	0.8607	0.5808	0.8295	0.5366	78.3
NC_051816.1	70866191	70918704	52513	convergent	MARCKS	LOC106559557	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0548279071906148	0.8743333333333333	1.0526975925445556	0.8523333333333334	0.05552805020190438	2.0	28.53561108851672	3.4130975848451834	7553	29408660	40601	14344	0.3514	0.017	0.8336	0.5594	0.1304	0.3784	8.5
NC_051816.1	72343871	72396378	52507	convergent	LOC119874236	LOC111098409	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0505471755396651	0.871	1.0395254342397056	0.847	0.05415381680673357	1.0	28.687505268891368	3.564556799598239	45124	30886337	172031	7422	0.3777	0.0193	0.8334	0.5571	0.3279	0.4231	34.5
NC_051816.1	73372682	73425689	53007	convergent	LOC111098416	PSMB1	True	False	False	True	False	False	True	True	False	False	False		False		True	False	False	1.217834707340098	0.9566666666666667	1.2258560638427733	0.897	0.06278977593890005	2.0	40.14936900062804	5.256572236101586	724185	31915398	26504	9747	0.2458	0.017	0.8163	0.5263	0.9901	0.5191	74.2
NC_051817.1	670319	729017	58698	convergent	LOC111098485	LOC111098432	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0222228906594035	0.846	1.0204725312868754	0.8316666666666667	0.05167305569745914	4.0	6.38338782107412	1.1291519683809412	124668	992125	144087	17271	0.4303	0.0143	0.8694	0.593	0.6447	0.5103	70.7
NC_051817.1	2762900	2833447	70547	convergent	LOC119876950	LOC119864717	True	False	True	False	False	False	True	True	False	True	False		False		True	False	False	1.1122411646687427	0.917	1.125409832572937	0.8783333333333333	0.05789521027029043	59.0	5.369950636249239	0.819001617569494	126827	1106178	64101	14215	0.3111	0.0004	0.8722	0.6007	0.6507	0.487	61.2
NC_051817.1	8064988	8132108	67120	convergent	LOC111098516	LOC119865560	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9282439203787095	0.7066666666666667	0.9454510981480282	0.7766666666666666	0.04893438321503858	0.0	1.7079353632881358	0.2815214165154041	123548	1934690	774995	9865	0.4935	0.0287	0.8893	0.6079	0.6416	0.5322	76.1
NC_051817.1	8580007	8642797	62790	convergent	LOC111098518	LOC111098519	True	False	False	False	False	False	True	True	False	False	False		False		False	False	False	0.9194106021567616	0.6926666666666667	0.9533777884046236	0.783	0.047975169224977535	1.0	4.099493337442934	0.5405702868514268	188598	1421836	262141	6134	0.5185	0.0193	0.8763	0.6066	0.7895	0.562	87.6
NC_051817.1	10033333	10096852	63519	convergent	MIR8836	NUDCD1	True	False	False	False	False	True	False	False	False	False	False		False		False	False	False	0.9679192084749932	0.7826666666666666	1.0220279412190119	0.834	0.050462887924352856	1.0	4.838568909476733	0.7181125334169566	59908	31834	1042691	70293	0.4578	0.0193	0.8738	0.6032	0.3948	0.4698	53.8
NC_051817.1	12626538	12686868	60330	convergent	LOC106559613	CSMD3	False	False	False	False	False	False	False	False	False	False	False	40.73	False	4.02278	False	False	False	0.8414630810709525	0.6393333333333333	0.8080417241255443	0.689	0.04446602215295444	0.0	5.038602540370881	0.745968688989723	131703	2623445	2648540	56726	0.6038	0.0287	0.8732	0.6025	0.6646	0.5546	84.2
NC_051817.1	16507341	16565029	57688	convergent	UTP23	LOC100687037	True	False	False	True	False	False	True	True	False	True	False		False		True	False	False	1.007893457076798	0.827	0.967643459347884	0.7983333333333333	0.052760642617203875	14.0	2.735821587898529	0.34926891723797393	36185	6502927	28844	6323	0.4062	0.008	0.8822	0.6079	0.2835	0.4376	42.1
NC_051817.1	24350676	24411685	61009	convergent	LOC119865453	LOC102151612	False	False	False	False	False	False	False	False	False	False	False	48.13	False	3.44548	False	False	False	0.9629809825307715	0.7733333333333333	0.9346322512070337	0.7663333333333333	0.050064783391325966	1.0	2.4833991619329003	0.24634286030510924	56180	6890712	689245	68335	0.4668	0.0193	0.8836	0.608	0.3808	0.4717	54.9
NC_051817.1	28001742	28068918	67176	convergent	LOC111098451	ADCY8	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.081749733715929	0.8976666666666666	1.0104516148805618	0.827	0.0552017851435244	24.0	5.559968028314568	0.6394092925019568	10330	3236562	765306	45331	0.3576	0.0049	0.8716	0.6049	0.1477	0.3973	16.7
NC_051817.1	29429036	29482883	53847	convergent	LOC102153335	LRRC6	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.093799062256381	0.9043333333333333	1.1039358194351196	0.8726666666666667	0.05622932046507756	1.0	8.879264705942198	1.2995744204902893	19041	1815933	548843	4221	0.3383	0.0193	0.8637	0.5894	0.1959	0.4013	20.4
NC_051817.1	42409351	42467972	58621	convergent	LOC119865519	LOC119865447	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.8564695889919309	0.645	0.7615442877729734	0.6686666666666666	0.0453009743053424	0.0	1.9965818156880482	0.25010277292347227	538661	1692722	2586838	12374	0.5831	0.0287	0.8869	0.608	0.9785	0.617	98.3
NC_051817.1	50196685	50266401	69716	convergent	LOC100683751	LOC100683821	True	True	False	False	False	False	False	False	False	False	False		False		False	False	False	0.7940551113863936	0.6226666666666667	0.9325788392861685	0.765	0.04100941195371041	0.0	2.3260994325512634	0.42121903958455886	0	9485604	409888	55234	0.6893	0.0287	0.8846	0.6077	0.0901	0.4601	50.1
NC_051818.1	5712360	5767938	55578	convergent	LOC102155278	LOC119867007	True	True	False	False	False	True	False	True	False	False	False		False		True	False	False	1.314126074234756	0.9776666666666667	1.3318639797925949	0.9056666666666666	0.06780524830759149	14.0	7.784589541303331	0.8843984113499762	0	178540	635945	12819	0.1951	0.008	0.8661	0.599	0.0901	0.3517	2.2
NC_051818.1	9869905	9920386	50481	convergent	LOC119865745	LOC100688839	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9247300767055043	0.7	0.921081334320704	0.7533333333333333	0.04934008606955262	1.0	3.2596540681995636	0.5027555354720405	295145	939574	1435757	5374	0.484	0.0193	0.8797	0.607	0.9046	0.5789	92.4
NC_051818.1	14495427	14554191	58764	convergent	LOC119874506	TEX47	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9354019897043011	0.7176666666666667	0.9314438196818035	0.7646666666666667	0.0494644986940395	1.0	3.590498787653186	0.4981537325465738	75191	4261752	1017370	1667	0.4809	0.0193	0.8782	0.6071	0.4662	0.4904	62.7
NC_051818.1	19245636	19304857	59221	convergent	GNG11	BET1	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0345344500352924	0.8583333333333333	0.9474055852572124	0.7776666666666666	0.05508446743291404	1.0	3.0358355551455536	0.2831486393626097	25246	487998	56896	4565	0.3598	0.0193	0.8807	0.6079	0.2274	0.419	30.2
NC_051818.1	43701564	43775013	73449	convergent	ADCYAP1R1	LOC102154587	True	True	False	False	False	False	True	False	False	False	False		False		True	False	False	1.0323285751390556	0.8563333333333333	1.0323336692849796	0.8416666666666667	0.053153811181314965	8.0	6.3795622869493425	1.0315052242563587	0	3455569	193771	66581	0.3975	0.0111	0.8694	0.5953	0.0901	0.3927	14.1
NC_051818.1	47079968	47131672	51704	convergent	LOC119867666	LOC111098822	True	False	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0630910627782557	0.8836666666666667	1.0879807558695476	0.8663333333333333	0.05459090779343386	8.0	10.499209064265532	1.2759027106489844	69180	6823101	213706	17480	0.3693	0.0111	0.8606	0.5899	0.4397	0.4541	47.7
NC_051818.1	60626704	60697896	71192	convergent	LOC119866869	SLC13A1	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1333359427191674	0.9276666666666666	1.1652344854990642	0.886	0.05760070113129248	1.0	29.39998623375889	3.8417120379370586	212700	20379581	524509	20561	0.3159	0.0193	0.8328	0.5527	0.8258	0.5093	70.5
NC_051819.1	3753627	3825487	71860	convergent	LOC119869470	LOC119881733	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1691416443030171	0.941	1.0942238313913346	0.8693333333333333	0.06068385873656568	20.0	10.487622897088444	1.4358656028856287	0	1416851	687617	38048	0.2712	0.0059	0.8607	0.5868	0.0901	0.3629	3.5
NC_051819.1	4205082	4273748	68666	convergent	LOC111098951	LOC102151429	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1259925328666367	0.924	1.1819326981544496	0.8893333333333333	0.0573589396966145	1.0	19.422445538380114	2.984111016115803	164415	1866709	484368	12378	0.3198	0.0193	0.8468	0.5656	0.7447	0.4993	67.2
NC_051819.1	20314140	20377667	63527	convergent	LOC119869464	LOC119869379	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	0.953472036819994	0.7563333333333333	0.9330250128189722	0.766	0.049366051085173	1.0	3.9463151609442892	0.5889834107745476	95903	7255581	109665	26375	0.4833	0.0193	0.8768	0.6059	0.5464	0.5063	69.6
NC_051819.1	23412529	23465999	53470	convergent	MYF5	LIN7A	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9885648972434776	0.8056666666666666	0.9701559778531391	0.801	0.05206421215845889	1.0	4.987867476709447	0.7099009045085742	239264	4162220	871080	8007	0.4207	0.0193	0.8733	0.6034	0.8576	0.5549	84.4
