chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_mean_narrow	atac_mean_narrow_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_5prime_clearance	gene_dense_clearance_old_bodydist	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_percentile
NC_051813.1	8313493	8376479	62986	convergent	LOC102156472	LOC102156400	True	True	False	False	False	False	True	False	False	False	False		False		True	False	False	1.0891992303604332	0.729	1.0830145395845174	0.7156666666666667	0.05478681464637674	1.0	15.717235554193143	17.893914503664583	0	2169826	134962	106629	8002	0.349	0.5053	0.109	0.3003	0.0901	0.2708	8.5
NC_051813.1	8406782	8479948	73166	convergent	LOC119873409	SOX9	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.0767269167533118	0.704	1.1026668703332543	0.7446666666666667	0.05465246781741621	1.0	14.44766940692038	18.12175650297574	0	2071447	36583	3160	8673	0.354	0.5053	0.1197	0.28	0.0901	0.2698	7.6
NC_051813.1	15175682	15238845	63163	convergent	LOC102154199	CACNG5	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1661910273712348	0.826	1.1393607844948768	0.7906666666666666	0.059102417777037036	1.0	14.371189261366812	17.40499250903101	0	4188754	93573	2687	2687	0.2147	0.5053	0.1207	0.3427	0.0901	0.2547	5.9
NC_051813.1	33214836	33269418	54582	convergent	MSI2	CCDC182	True	False	False	True	False	False	True	True	False	True	False		False		False	True	False	0.9827211783213127	0.44733333333333336	1.0255685628823936	0.6056666666666667	0.053074884940521934	1.0	9.796907242096374	16.172933484731097	32873	326475	27291	1203	7939	0.4333	0.5053	0.2073	0.4633	0.2631	0.3745	34.3
NC_051813.1	35794767	35867117	72350	convergent	BRIP1	LOC100855486	True	False	False	True	False	False	True	True	False	True	False		False		False	True	False	0.866356311150889	0.061	0.7866545497901738	0.04533333333333334	0.047068529080008185	1.0	4.138278250704161	15.224420835387033	155942	680036	36175	493	105492	0.9663	0.5053	0.584	0.555	0.725	0.6671	91.3
NC_051813.1	42596793	42666787	69994	convergent	LOC102151497	LOC111097438	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1481091487565906	0.8006666666666666	1.1840817217305302	0.8323333333333334	0.060255973145975354	38.0	8.473317311021756	13.938319659927517	31790	494609	69451	19285	7929	0.1903	0.1623	0.2533	0.677	0.258	0.3082	14.8
NC_051813.1	44260433	44316601	56168	convergent	LOC119873524	LOC119881587	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.023581957669785	0.5743333333333334	1.0512085089147092	0.6613333333333333	0.052486798042633946	32.0	8.521678000837118	13.617017083389815	13517	439741	530634	1282	1282	0.4677	0.195	0.252	0.702	0.1644	0.3562	28.0
NC_051813.1	53233104	53304110	71006	convergent	MED27	LOC111097551	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.1904977657446723	0.8486666666666667	1.20952407451272	0.8516666666666667	0.060058126100257805	4.0	21.794608505350453	15.945895798763358	6393	2255178	35503	28016	28016	0.194	0.42	0.0597	0.4873	0.1247	0.2571	6.3
NC_051813.1	55289222	55342350	53128	convergent	LOC102151894	LOC111097492	True	False	True	False	False	True	True	False	False	True	False		False		True	False	False	1.3519883320569104	0.9463333333333334	1.2438648816913367	0.8803333333333333	0.07102883362357906	45.0	16.59752550572628	16.67913059460915	159214	207999	115030	63383	15773	0.0587	0.1283	0.0983	0.4127	0.734	0.2864	11.5
NC_051813.1	60390416	60460489	70073	convergent	LOC119873444	LOC119873377	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1497898762090994	0.8026666666666666	1.0838861079737545	0.7166666666666667	0.05881503890740566	2.0	9.772158501302115	16.510444796182277	50452	1202512	659142	1734	1734	0.224	0.4627	0.2083	0.4333	0.3524	0.3362	23.4
NC_051814.1	6647061	6715959	68898	convergent	LOC119881620	LOC119881618	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.2818225451444655	0.006	0.2542605751492083	0.014	0.03366432687608043	0.0	0.963758254743992	26.233397165934246	31510	3844367	595416	1589	1589	0.995	0.885	0.9947	0.007	0.258	0.6279	86.1
NC_051814.1	16586697	16654416	67719	convergent	LOC100685032	LOC119873751	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9245138726269784	0.19066666666666668	0.8868719812989235	0.083	0.04958818052516397	1.0	7.681027125772884	19.504778616636703	79444	4146654	436987	4699	13814	0.775	0.5053	0.291	0.183	0.4828	0.4474	52.7
NC_051814.1	22082493	22156729	74236	convergent	LOC119873757	LOC102153700	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2214104076718466	0.8726666666666667	1.252368439243734	0.8836666666666667	0.06248568218226006	2.0	34.350233752943076	15.851228272174037	80389	565838	298603	17944	12724	0.1503	0.4627	0.021	0.497	0.487	0.3236	19.3
NC_051814.1	24918877	24986657	67780	convergent	LOC119873626	LOC119873758	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.1958092052868754	0.853	1.12702812487334	0.7753333333333333	0.06289874155610484	32.0	11.698981133237696	11.228341749195236	122233	751093	48727	14837	5278	0.1427	0.195	0.1683	0.8717	0.6385	0.4032	42.5
NC_051814.1	25211889	25276787	64898	convergent	SLC25A17	MCHR1	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1050954671470024	0.7503333333333333	1.0880729442536832	0.7243333333333334	0.05670022074340673	30.0	8.452312397241938	13.725794718437587	5662	1042664	67064	12832	12832	0.2767	0.205	0.2537	0.6947	0.1189	0.3098	15.2
NC_051814.1	29447517	29507386	59869	convergent	LOC102152977	MCM5	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.2487937871405754	0.8953333333333333	1.2512285764575004	0.8836666666666667	0.06415962479727598	1.0	29.374190792870714	15.887251773772881	22549	831314	29935	18695	18695	0.126	0.5053	0.0307	0.4943	0.2117	0.2736	8.9
NC_051814.1	33387381	33437530	50149	convergent	LOC106559418	LOC106559383	True	True	False	False	False	False	True	False	False	True	False		False		False	False	False	1.0523248327723547	0.6536666666666666	1.0850629713386297	0.7196666666666667	0.0529896427400739	1.0	8.855019626656606	19.839275990213668	12545	4766318	33702	82329	8628	0.438	0.5053	0.2403	0.156	0.1592	0.2998	13.7
NC_051814.1	34678177	34747422	69245	convergent	LOC102152060	TXNRD1	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.104199078593222	0.7496666666666667	1.1450952229827642	0.7973333333333333	0.05644566258042889	28.0	8.132771751890804	13.000240764995613	12201	6066662	1334046	24122	24122	0.284	0.2137	0.272	0.7563	0.1592	0.337	23.6
NC_051814.1	35158873	35212398	53525	convergent	SEPTIN10	LOC106559442	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	1.0207959730326712	0.5676666666666667	0.9902191642075777	0.487	0.05249394630962744	1.0	8.209206252830823	17.340526286466623	0	6046292	1806882	57243	15614	0.467	0.5053	0.2673	0.348	0.0901	0.3356	23.0
NC_051814.1	46275184	46345564	70380	convergent	TRNAI-UAU-2	LOC119873662	True	True	True	False	False	False	True	True	False	False	False		False		True	False	False	1.383825553321015	0.955	1.1835972828060388	0.832	0.0725601482314633	69.0	14.099171485703382	15.289387312106909	0	5078426	74552	17291	0	0.0527	0.0123	0.1247	0.5507	0.0901	0.1661	0.4
NC_051814.1	46556671	46612324	55653	convergent	LOC106559407	LOC119873664	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.6830930590528903	0.9913333333333333	1.8107168496906758	0.985	0.09197585393674655	63.0	17.63087202227602	18.75298779740181	65503	5352549	348675	15666	11347	0.0077	0.0433	0.088	0.2317	0.4221	0.1586	0.2
NC_051814.1	55173498	55233905	60407	convergent	NA	LOC102151272	True	False	False	False	False	False	False	False	False	False	False		False		True	True	False	0.9416682669257369	0.2763333333333333	0.9463640802621841	0.30533333333333335	0.048584741149244375	1.0	3.2287504247413152	17.144936546066102	78701	2555815	2433939	555375	100	0.8977	0.5053	0.723	0.3667	0.4788	0.5943	79.4
NC_051814.1	57054512	57104779	50267	convergent	LOC119873779	CLHC1	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.2905780560273032	0.9203333333333333	1.5891739165633916	0.9673333333333334	0.07005227022631143	42.0	11.122563010168765	14.940924346446991	70355	679871	557995	32123	11200	0.063	0.143	0.177	0.581	0.4442	0.2816	10.6
NC_051814.1	57815583	57880350	64767	convergent	LOC119873681	LOC111097852	True	False	False	False	False	True	True	False	False	True	False		False		False	True	False	0.9988938500834923	0.5006666666666667	0.9504144002556801	0.323	0.05249021645447036	1.0	5.882319569236156	20.786235949572394	272966	70142	148242	53637	20	0.4673	0.5053	0.3917	0.1107	0.8881	0.4726	58.6
NC_051814.1	61932847	61989787	56940	convergent	LOC102155693	LOC119873691	True	False	True	False	False	False	True	True	False	True	False		False		False	False	False	1.1844000250854783	0.842	1.1257435041576624	0.774	0.06324292281887835	47.0	9.765285071800749	15.22979018252383	186317	4183493	36038	7568	7568	0.1377	0.1177	0.2083	0.5543	0.7862	0.3608	29.3
NC_051814.1	63844443	63896703	52260	convergent	OTX1	LOC100686739	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9764639485346555	0.4236666666666667	0.961285854126513	0.37566666666666665	0.05162683386589806	3.0	5.378126721248926	14.9977510496974	0	6092749	987989	6907	5011	0.5357	0.4403	0.436	0.577	0.0901	0.4158	44.5
NC_051814.1	66943912	67008116	64204	convergent	MEIS1	LOC111097797	True	True	False	True	False	False	True	False	False	True	False		False		True	True	False	0.9906561676187461	0.4736666666666667	1.01890056193918	0.5863333333333334	0.05216384344270244	1.0	18.208463434608294	13.379636808901125	23986	9198190	32102	132352	81938	0.49	0.5053	0.0827	0.7213	0.217	0.4033	42.7
NC_051814.1	68117840	68179368	61528	convergent	LOC100683563	C1D	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0366846112554504	0.6126666666666667	1.1048264139905573	0.747	0.05411303753974277	5.0	15.602293172508514	13.113809580053685	26396	10370780	79720	488	18614	0.3753	0.4037	0.1097	0.7473	0.2325	0.3737	34.1
NC_051815.1	5132068	5205139	73071	convergent	LOC102157398	LOC119873853	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1032514316633024	0.748	1.0808551152557135	0.7136666666666667	0.05969204352716968	35.0	8.056760551623714	18.44137244911517	118603	3491883	156027	2136	33885	0.203	0.1787	0.274	0.255	0.6258	0.3073	14.5
NC_051815.1	7585907	7653876	67969	convergent	LOC100687242	LOC106559451	True	False	False	False	False	False	False	True	False	False	False	41.9	False	4.64874	False	True	False	0.9410089760083498	0.271	0.946574748172611	0.30666666666666664	0.05019835194372028	25.0	2.9601073127922475	16.99305837804621	69891	5943171	2607315	2311	129592	0.6923	0.2273	0.777	0.3857	0.4397	0.5044	64.9
NC_051815.1	15804115	15863613	59498	convergent	LOC111097925	LOC111098006	True	False	False	False	False	False	False	False	False	False	False	37.99	True	6.66906	True	True	False	0.9607243387168137	0.365	0.9647760428890586	0.3903333333333333	0.049612944686714025	2.0	2.585966584101345	13.90685909986496	208864	1108139	3089002	221114	80706	0.7713	0.4627	0.8497	0.679	0.8201	0.7165	95.9
NC_051815.1	33774377	33832861	58484	convergent	LOC100856273	LOC100856119	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	0.8731959298776398	0.06733333333333333	0.9404566534936428	0.274	0.04867020773650921	1.0	3.373179929167242	17.238083696365358	3619	7439264	1639127	389827	18072	0.8907	0.5053	0.6983	0.3567	0.1074	0.5117	66.4
NC_051815.1	54176384	54240721	64337	convergent	MELK	LOC119874128	True	False	False	True	False	False	True	False	False	True	False		False		True	False	False	1.0687682327115673	0.6916666666666667	1.0653466631904245	0.6876666666666666	0.054730762644999445	7.0	9.694416560093094	15.138793130874634	33552	3111288	32168	95945	385	0.352	0.3723	0.2107	0.5627	0.2682	0.3532	27.1
NC_051815.1	56181459	56247618	66159	convergent	LOC111098102	LOC119874060	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.06386527272599	0.6806666666666666	1.084693380062282	0.718	0.05547688348141289	35.0	5.408161426859385	14.329577841541983	60462	5117274	127406	7887	4541	0.317	0.1787	0.434	0.638	0.3995	0.3934	39.7
NC_051815.1	67619694	67676552	56858	convergent	LOC119873978	LOC111097883	True	False	True	False	False	False	True	True	False	False	False		False		True	False	False	1.2872446807116242	0.9193333333333333	1.447990442210436	0.9486666666666667	0.07089252243091844	53.0	11.306327764964212	14.757274635059318	76877	1937353	213341	45046	11553	0.06	0.089	0.1733	0.595	0.4705	0.2776	9.5
NC_051815.1	72532281	72586362	54081	convergent	LOC106559529	LOC119873989	True	True	True	False	False	False	True	True	False	True	False		False		True	False	False	1.1828022860613994	0.8406666666666667	1.1203763849198818	0.7673333333333333	0.06349111822112961	49.0	7.6232452619706415	18.087415730421366	15679	2973823	65032	48768	6753	0.134	0.1083	0.2937	0.2827	0.1749	0.1987	1.3
NC_051815.1	74432972	74494463	61491	convergent	LOC111097897	LOC119874053	True	False	False	False	False	False	False	False	False	False	False	24.88	True	7.307460000000001	True	False	False	1.1922060874605203	0.8506666666666667	1.1966394486308098	0.8423333333333334	0.06190347103750707	0.0	52.671094738790174	13.667973391128966	138717	4878219	511932	339712	185978	0.1583	0.885	0.0043	0.6977	0.684	0.4859	62.0
NC_051816.1	729204	780179	50975	convergent	LOC100684529	LOC119874351	True	False	True	False	False	False	True	True	False	False	False		False		True	False	False	1.1613315238445163	0.819	1.2132081376314163	0.8553333333333333	0.06075322441830239	51.0	9.861167982392828	14.687343741493715	70309	2246970	43693	18205	6763	0.1787	0.0987	0.2057	0.601	0.4442	0.3056	14.1
NC_051816.1	888522	959052	70530	convergent	MUC21	LOC119876866	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0858129217777035	0.721	1.0895530408814549	0.7253333333333334	0.055974031176091926	25.0	8.007690198291671	14.056227597621604	73787	2077874	80051	3740	4397	0.297	0.2273	0.277	0.6673	0.4576	0.3853	37.5
NC_051816.1	2021125	2084815	63690	convergent	LOC119881685	TSBP1	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.522950570261222	0.01633333333333333	0.6273056239113212	0.03	0.03571038762510895	0.0	2.0338269690550894	10.926853853113512	227970	948691	498270	3359	3359	0.993	0.885	0.9343	0.887	0.8444	0.9087	100.0
NC_051816.1	5010995	5063926	52931	convergent	LOC608284	FKBP5	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	1.016364172467279	0.5573333333333333	0.96282002504915	0.38266666666666665	0.05266180666251495	7.0	6.796336793356314	17.26260958457815	12460	1504288	95507	26965	26965	0.455	0.3723	0.334	0.3547	0.1592	0.335	22.1
NC_051816.1	10056117	10121857	65740	convergent	LOC111098152	LOC119874267	True	False	False	False	False	False	True	False	False	False	False		False		False	True	False	1.0690704347067668	0.692	1.003515615108609	0.539	0.054611485885164866	6.0	4.722206154999705	19.635596995451014	36013	6555815	218136	152314	11008	0.3547	0.388	0.513	0.1713	0.2835	0.3421	24.9
NC_051816.1	13571280	13642018	70738	convergent	LOC111098270	SUPT3H	True	True	False	False	False	False	True	False	False	False	False		False		False	False	False	1.0586614900350322	0.6696666666666666	1.0540243024423719	0.6663333333333333	0.054274246963876185	3.0	7.506679759896093	13.203902941483717	31649	6697892	297488	305173	41771	0.368	0.4403	0.2977	0.7403	0.258	0.4209	45.8
NC_051816.1	16360664	16416333	55669	convergent	OPN5	LOC119876862	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9321284396931414	0.229	0.936859294295311	0.258	0.049683865788107746	0.0	2.258830623917596	17.635147998207493	13498	3916043	646588	7415	4555	0.7623	0.885	0.9023	0.3227	0.1644	0.6073	81.3
NC_051816.1	25815845	25884245	68400	convergent	LOC111098165	LOC111098166	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9327713703344527	0.231	0.9138533794097602	0.154	0.04980850647628756	1.0	1.7684793388634397	18.466357370902752	399955	5541280	1729887	773741	49232	0.7453	0.5053	0.962	0.253	0.952	0.6835	92.6
NC_051816.1	40263604	40321877	58273	convergent	LOC100855752	LOC111098325	True	False	False	False	False	False	False	False	False	False	True	50.26	False	3.54012	False	True	False	0.9146743437100031	0.148	0.912442696198821	0.15	0.0490830432892203	1.0	2.3521218834939974	21.814315145665947	257260	1191024	1050417	307444	55732	0.8423	0.5053	0.8893	0.0683	0.8753	0.6361	87.4
NC_051816.1	41991512	42044662	53150	convergent	BCKDHB	LOC102155357	True	False	False	False	False	False	True	False	False	False	False		False		True	True	False	0.9788449793055948	0.43266666666666664	0.9682219137042761	0.4063333333333333	0.05161068602550483	10.0	3.044723776299664	10.703973884582519	93087	534300	296643	127978	52577	0.5373	0.3413	0.757	0.9037	0.5388	0.6156	83.9
NC_051816.1	47327902	47386565	58663	convergent	HTR1E	CGA	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0123261918142803	0.546	1.0219309163153172	0.596	0.05301172808522657	15.0	2.660958136538098	17.330385593267586	32233	5873446	442180	6077	6077	0.4367	0.294	0.8337	0.349	0.2631	0.4353	50.5
NC_051816.1	48272208	48342011	69803	convergent	SPACA1	CNR1	True	False	False	False	False	False	False	True	False	True	False		False		False	True	False	0.9607978354164289	0.366	0.9392533838421107	0.269	0.04982462819416777	1.0	2.5699928831770986	16.54534618316158	317891	6823322	442287	17695	22850	0.742	0.5053	0.8537	0.4287	0.9179	0.6895	93.5
NC_051816.1	48393708	48452461	58753	convergent	LOC111098352	LOC119874280	True	False	False	False	False	False	False	True	False	True	False		False		False	True	False	0.9241996649501496	0.18966666666666668	0.9332914190977811	0.24266666666666667	0.04967891589791282	1.0	2.3781572831181643	25.22201531273978	201916	6939297	326312	28249	5161	0.763	0.5053	0.8843	0.011	0.8101	0.5947	79.6
NC_051816.1	53806181	53865232	59051	convergent	LOC100684677	LOC100687875	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9100688045935248	0.13066666666666665	0.9310023971959949	0.22833333333333333	0.04842646997328256	1.0	2.4250596510873628	19.691013236840565	235706	12351919	722636	693111	39862	0.9137	0.5053	0.8777	0.167	0.8533	0.6634	90.2
NC_051816.1	64340623	64411071	70448	convergent	PRDM1	ATG5	True	False	True	True	False	False	True	True	False	True	False		False		True	False	False	1.2501710252842693	0.897	1.3107331083372236	0.9096666666666666	0.0671933295446328	41.0	18.08548529304322	16.04232905019863	75847	22892060	35224	23949	87411	0.0883	0.147	0.0833	0.4757	0.4663	0.2521	5.4
NC_051816.1	67608124	67672326	64202	convergent	GPR6	LOC111098188	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0339077938482555	0.606	0.9902356161922217	0.487	0.054044191155004646	1.0	9.991982498553968	16.616707801818848	215225	26156438	755065	1582	45279	0.378	0.5053	0.201	0.4207	0.8295	0.4669	56.8
NC_051816.1	70866191	70918704	52513	convergent	MARCKS	LOC106559557	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0276892667494855	0.584	1.0606753142863512	0.6786666666666666	0.05576765806062457	2.0	27.371258734113077	13.259402550433341	7553	29408660	40601	7479	14344	0.3043	0.4627	0.0363	0.7357	0.1304	0.3339	21.5
NC_051816.1	72343871	72396378	52507	convergent	LOC119874236	LOC111098409	True	False	False	False	False	False	True	False	False	True	False		False		True	False	False	1.065327391773363	0.6843333333333333	1.0251016266256572	0.6033333333333334	0.05520696106166368	1.0	29.752827371996908	13.415562958974778	45124	30886337	172031	242650	7422	0.3293	0.5053	0.03	0.7203	0.3279	0.3826	36.7
NC_051816.1	73372682	73425689	53007	convergent	LOC111098416	PSMB1	True	False	False	True	False	False	True	True	False	False	False		False		True	False	False	1.2210381705624063	0.8723333333333333	1.227286328393966	0.8683333333333333	0.0637956836846463	2.0	40.406231970302805	13.037634438555065	724185	31915398	26504	5756	9747	0.1293	0.4627	0.0147	0.754	0.9901	0.4701	57.7
NC_051817.1	670319	729017	58698	convergent	LOC111098485	LOC111098432	True	False	False	False	False	False	True	True	False	False	False		False		True	True	False	1.0191919474599673	0.5633333333333334	1.0071776173621416	0.5486666666666666	0.051941977014536164	4.0	6.325640044442563	19.55506877045133	124668	992125	144087	17271	17271	0.5063	0.42	0.3583	0.1793	0.6447	0.4217	46.4
NC_051817.1	2762900	2833447	70547	convergent	LOC119876950	LOC119864717	True	False	True	False	False	False	True	True	False	True	False		False		True	False	False	1.104043010933025	0.7493333333333333	1.123811056689918	0.7723333333333333	0.057263310918289026	59.0	4.900306571303353	19.03993939558665	126827	1106178	64101	14215	14215	0.262	0.0603	0.488	0.2113	0.6507	0.3345	21.7
NC_051817.1	8064988	8132108	67120	convergent	LOC111098516	LOC119865560	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9323555228201599	0.22933333333333333	0.9466598294615746	0.30666666666666664	0.04917518369094785	0.0	1.6957676488821782	18.884297872844495	123548	1934690	774995	39496	9865	0.8313	0.885	0.966	0.2233	0.6416	0.7095	95.0
NC_051817.1	8580007	8642797	62790	convergent	LOC111098518	LOC111098519	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9169601210715912	0.156	0.9516830477520823	0.328	0.04895154453325442	1.0	4.101460480086267	16.167610134397233	188598	1421836	262141	6134	6134	0.8573	0.5053	0.589	0.464	0.7895	0.641	88.7
NC_051817.1	10033333	10096852	63519	convergent	MIR8836	NUDCD1	True	False	False	False	False	True	False	False	False	False	False		False		False	True	False	0.9652891615708451	0.38433333333333336	1.0356286934554577	0.6303333333333333	0.050496231364345556	1.0	4.904503587282478	17.729137632082093	59908	31834	1042691	79797	70293	0.653	0.5053	0.488	0.317	0.3948	0.4716	58.4
NC_051817.1	12626538	12686868	60330	convergent	LOC106559613	CSMD3	True	False	False	False	False	False	False	True	False	False	False	40.73	False	4.02278	False	True	False	0.8414976226642281	0.045	0.7782443112909794	0.04466666666666667	0.04708953278328017	0.0	4.559111265564724	17.099007431368264	131703	2623445	2648540	602	56726	0.9663	0.885	0.532	0.373	0.6646	0.6842	92.8
NC_051817.1	16507341	16565029	57688	convergent	UTP23	LOC100687037	True	False	False	True	False	False	True	True	False	True	False		False		True	True	False	0.9730539310740591	0.4116666666666667	0.9877357893809676	0.478	0.051001938933652194	14.0	2.7700817778411047	14.637250725428263	36185	6502927	28844	6224	6323	0.595	0.304	0.8087	0.6083	0.2835	0.5199	67.9
NC_051817.1	24350676	24411685	61009	convergent	LOC119865453	LOC102151612	True	False	False	False	False	False	False	False	False	False	False	48.13	False	3.44548	False	True	False	0.9639757620924667	0.37833333333333335	0.934066072307527	0.247	0.0500588668022496	1.0	2.436953627792969	13.837021275570518	56180	6890712	689245	152667	68335	0.7093	0.5053	0.8757	0.6863	0.3808	0.6315	87.2
NC_051817.1	28001742	28068918	67176	convergent	LOC111098451	ADCY8	True	True	False	False	False	False	False	False	False	False	False		False		False	False	False	1.0873349300143484	0.724	1.0093178817629813	0.5563333333333333	0.055531606840217344	24.0	5.3189832908391415	12.086210396330236	10330	3236562	765306	188339	45331	0.3153	0.2363	0.442	0.824	0.1477	0.3931	39.3
NC_051817.1	29429036	29482883	53847	convergent	LOC102153335	LRRC6	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.094589110216944	0.7353333333333333	1.1098183516278863	0.7526666666666667	0.056564946377764165	1.0	9.48230222196595	17.13051290190622	19041	1815933	548843	11668	4221	0.2793	0.5053	0.2167	0.3683	0.1959	0.3131	16.3
NC_051817.1	42409351	42467972	58621	convergent	LOC119865519	LOC119865447	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.8564127675085866	0.051	0.7621627372391522	0.043333333333333335	0.04831171241498432	0.0	2.5089424412663046	20.41145107481215	538661	1692722	2586838	413692	12374	0.9237	0.885	0.8633	0.127	0.9785	0.7555	97.8
NC_051817.1	50196685	50266401	69716	convergent	LOC100683751	LOC100683821	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	0.7983380096499492	0.036333333333333336	0.9439376172870397	0.294	0.05000743463756989	0.0	2.445337515059529	20.20352148287224	0	9485604	409888	55234	55234	0.716	0.885	0.874	0.138	0.0901	0.5406	71.6
NC_051818.1	5712360	5767938	55578	convergent	LOC102155278	LOC119867007	True	True	False	False	False	True	False	True	False	False	False		False		True	False	False	1.2921133938561613	0.9216666666666666	1.3383078721642494	0.9193333333333333	0.06631632606043139	14.0	8.075268593151575	15.718167230061121	0	178540	635945	12819	12819	0.0983	0.304	0.274	0.5097	0.0901	0.2552	6.1
NC_051818.1	9869905	9920386	50481	convergent	LOC119865745	LOC100688839	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9209190079607423	0.173	0.9218493790626526	0.186	0.04926703973961254	1.0	3.1928852633542397	21.71836459118387	295145	939574	1435757	5139	5374	0.821	0.5053	0.7313	0.0703	0.9046	0.6065	80.7
NC_051818.1	14495427	14554191	58764	convergent	LOC119874506	TEX47	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9345682741619343	0.242	0.9450404708191752	0.298	0.04952183500313861	1.0	3.7056474443533953	16.586993283695644	75191	4261752	1017370	1667	1667	0.786	0.5053	0.6487	0.4263	0.4662	0.5665	76.1
NC_051818.1	19245636	19304857	59221	convergent	GNG11	BET1	True	True	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9646970912479738	0.382	0.9464900438912213	0.30533333333333335	0.05074037254260769	1.0	2.794079142793515	15.130681439449912	25246	487998	56896	4300	4565	0.624	0.5053	0.8057	0.5633	0.2274	0.5452	73.1
NC_051818.1	43701564	43775013	73449	convergent	ADCYAP1R1	LOC102154587	True	True	False	False	False	False	True	False	False	False	False		False		True	False	False	1.0245210173800376	0.5756666666666667	1.0422720192462205	0.6413333333333333	0.052799102555109396	8.0	6.111070161042758	16.60075495686642	0	3455569	193771	58851	66581	0.448	0.3613	0.3737	0.4237	0.0901	0.3394	24.1
NC_051818.1	47079968	47131672	51704	convergent	LOC119867666	LOC111098822	True	False	False	False	False	False	True	False	False	False	False		False		False	False	False	1.0788499182480675	0.7073333333333334	1.0954916177168488	0.7313333333333333	0.055611941372518396	8.0	10.719184280732975	15.965563243085688	69180	6823101	213706	68350	17480	0.311	0.3613	0.185	0.486	0.4397	0.3566	28.2
NC_051818.1	60626704	60697896	71192	convergent	LOC119866869	SLC13A1	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1363684767508693	0.7916666666666666	1.1790866688638926	0.829	0.05801887641166782	1.0	29.765962197815707	13.829226841612304	212700	20379581	524509	24807	20561	0.2413	0.5053	0.03	0.687	0.8258	0.4579	54.7
NC_051819.1	3753627	3825487	71860	convergent	LOC119869470	LOC119881733	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.193997978740272	0.8526666666666667	1.102283133740723	0.7443333333333333	0.06210945403418453	20.0	9.676164708038309	12.985457760173006	0	1416851	687617	4049	38048	0.1573	0.2603	0.211	0.757	0.0901	0.2952	12.4
NC_051819.1	4205082	4273748	68666	convergent	LOC111098951	LOC102151429	True	False	False	False	False	False	False	False	False	False	False		False		True	False	False	1.1469167633126933	0.7986666666666666	1.1851099424660205	0.833	0.058801715616094895	1.0	19.691057560513876	15.159453220367432	164415	1866709	484368	208404	12378	0.2243	0.5053	0.072	0.561	0.7447	0.4215	46.2
