chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_dense_clearance	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_display
NC_051817.1	8064988	8132108	67120	convergent	LOC111098516	LOC119865560	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9402634778617628	0.40502856259559694	0.045891208363564466	0.0	3.79725606742544	0.2815214165154041	123548	1934690	774995	9865							
NC_051817.1	8580007	8642797	62790	convergent	LOC111098518	LOC111098519	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9279405390652412	0.38278799115698264	0.04537775618034405	1.0	6.704013963952378	0.5405702868514268	188598	1421836	262141	6134							
NC_051817.1	10033333	10096852	63519	convergent	MIR8836	NUDCD1	True	False	False	False	False	True	False	False	False	False	False		False		False	True	False	0.9781565848205955	0.47404122983047164	0.04737586611284958	1.0	7.731762745657571	0.7181125334169566	59908	31834	1042691	70293							
NC_051817.1	12626538	12686868	60330	convergent	LOC106559613	CSMD3	True	False	False	False	False	False	False	False	False	False	False	40.73	False	4.02278	False	True	False	0.8559276460751596	0.2605444835887827	0.041288085734177644	0.0	7.867618395583862	0.745968688989723	131703	2623445	2648540	56726							
NC_051817.1	16507341	16565029	57688	convergent	UTP23	LOC100687037	True	False	False	True	False	False	True	True	False	True	False		False		True	True	False	1.0075494758035684	0.526974316375942	0.04913313183460796	14.0	5.593397900534983	0.34926891723797393	36185	6502927	28844	6323							
NC_051817.1	24350676	24411685	61009	convergent	LOC119865453	LOC102151612	True	False	False	False	False	False	False	False	False	False	False	48.13	False	3.44548	False	True	False	0.9665276875045952	0.45286565465285533	0.0473484372138727	1.0	5.331375833962125	0.24634286030510924	56180	6890712	689245	68335							
NC_051817.1	28001742	28068918	67176	convergent	LOC111098451	ADCY8	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.073521347582248	0.63857540244141	0.05320407618155876	24.0	11.825270471899852	0.6394092925019568	10330	3236562	765306	45331							
NC_051817.1	29429036	29482883	53847	convergent	LOC102153335	LRRC6	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0844887758349073	0.655725038087546	0.05445318276781544	1.0	14.465729828394343	1.2995744204902893	19041	1815933	548843	4221							
NC_051817.1	42409351	42467972	58621	convergent	LOC119865519	LOC119865447	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.8704273958542338	0.2835895441035608	0.04223739248375521	0.0	4.633254137912499	0.25010277292347227	538661	1692722	2586838	12374							
NC_051817.1	50196685	50266401	69716	convergent	LOC100683751	LOC100683821	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	0.7993877969201941	0.18090557224722337	0.03834385598352992	0.0	4.647693584094951	0.42121903958455886	0	9485604	409888	55234							
NC_051818.1	5712360	5767938	55578	convergent	LOC102155278	LOC119867007	True	True	False	False	False	True	False	True	False	False	False		False		True	False	False	1.2871664735599895	0.8771583564203689	0.06592683525352962	14.0	14.760394778277831	0.8843984113499762	0	178540	635945	12819							
NC_051818.1	9869905	9920386	50481	convergent	LOC119865745	LOC100688839	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9380314683961098	0.40094062535805264	0.047008717947233776	1.0	5.389649851565052	0.5027555354720405	295145	939574	1435757	5374							
NC_051818.1	14495427	14554191	58764	convergent	LOC119874506	TEX47	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9462833651585248	0.4159107662761058	0.046396527416787556	1.0	6.186686988270088	0.4981537325465738	75191	4261752	1017370	1667							
NC_051818.1	19245636	19304857	59221	convergent	GNG11	BET1	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0405466589118706	0.5843912847955476	0.051802442286145306	1.0	5.6530379461561475	0.2831486393626097	25246	487998	56896	4565							
NC_051818.1	43701564	43775013	73449	convergent	ADCYAP1R1	LOC102154587	True	True	False	False	False	False	True	False	False	False	False		False		True	False	False	1.0285101912617578	0.5637734595058969	0.05069984250665027	8.0	10.549039465919444	1.0315052242563587	0	3455569	193771	66581							
NC_051818.1	47079968	47131672	51704	convergent	LOC119867666	LOC111098822	True	False	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0580707975652244	0.6135955316175524	0.05262951907912705	8.0	17.367589006586957	1.2759027106489844	69180	6823101	213706	17480							
NC_051818.1	60626704	60697896	71192	convergent	LOC119866869	SLC13A1	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1180103216835875	0.7049995089936049	0.055801391029728975	1.0	37.88494098732905	3.8417120379370586	212700	20379581	524509	20561							
NC_051819.1	3753627	3825487	71860	convergent	LOC119869470	LOC119881733	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1533051170746729	0.7514690009122862	0.05858571344869224	20.0	16.63978511618091	1.4358656028856287	0	1416851	687617	38048							
NC_051819.1	4205082	4273748	68666	convergent	LOC111098951	LOC102151429	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.111762518736875	0.6961905570004708	0.055974552545101065	1.0	28.049203035400147	2.984111016115803	164415	1866709	484368	12378							
NC_051819.1	20314140	20377667	63527	convergent	LOC119869464	LOC119869379	True	False	False	False	False	False	True	True	False	False	False		False		True	True	False	0.9572333400883906	0.43593304226884483	0.04622185095732547	1.0	7.319343904030984	0.5889834107745476	95903	7255581	109665	26375							
NC_051819.1	23412529	23465999	53470	convergent	MYF5	LIN7A	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9907074121203879	0.49684421350136687	0.049359180505759825	1.0	8.288890714128478	0.7099009045085742	239264	4162220	871080	8007							
NC_051819.1	27740518	27794146	53628	convergent	LOC102154855	LOC100683898	True	False	False	False	False	True	True	True	False	True	False		False		True	True	False	0.957304808244686	0.4360611576496632	0.0467750291139275	1.0	5.841032013399765	0.42841784020996876	167332	165826	209721	11042							
NC_051819.1	27864256	27917940	53684	convergent	LOC111090020	RASSF9	True	False	False	False	False	True	True	True	False	True	False		False		True	True	False	0.9411284432480951	0.40658998900802784	0.04575945942338614	1.0	6.9821559109995555	0.5921623020303186	108902	289592	85955	5459							
NC_051819.1	29615719	29672503	56784	convergent	LOC111098932	LOC111098894	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9394495160638799	0.40355902713041103	0.045331446407218486	0.0	6.08376371514669	0.4255720386099256	44111	2042605	586421	49328							
NC_051819.1	30913325	30967876	54551	convergent	LOC119869342	DUSP6	True	False	True	True	False	False	True	True	False	True	False		False		True	False	False	1.0843320383362443	0.6554850681643605	0.05527212300814169	61.0	17.58349153508659	1.125885027836208	159400	2198128	27276	5775							
NC_051819.1	32255898	32317043	61145	convergent	LOC111090028	CCER1	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9880987763044167	0.4921317515921723	0.04935034130471386	3.0	9.394208731481148	0.6171938860301485	38530	852258	203487	9635							
NC_051819.1	35221213	35288244	67031	convergent	LOC119869290	TMCC3	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0733340759052743	0.6382791923380264	0.05241740556607295	54.0	20.48416928134573	1.9715432317151602	20272	644666	174224	8359							
NC_051819.1	50452875	50525877	73002	convergent	LOC119869387	LOC111098915	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0605637200848474	0.617669492252451	0.05113589831082573	1.0	15.071007581966516	1.216644056191611	39376	10648318	380056	14722							
NC_051819.1	56330968	56393135	62167	convergent	LOC119867837	LOC119869360	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.956890646941837	0.43531569364392614	0.04756887133615929	2.0	7.207327791268114	0.36961845926341963	87949	16520993	3461798	1571							
NC_051820.1	1623305	1690052	66747	convergent	PDIA4	LOC119869648	True	False	True	False	False	True	True	True	False	True	False		False		True	False	False	1.1666499299410247	0.7675426989122187	0.058464936198223016	50.0	22.41085006789256	1.9994585975308918	56678	145386	74231	9948							
NC_051820.1	12347409	12407429	60020	convergent	LUZP6	LOC102156014	True	False	True	False	False	False	False	True	False	False	False		False		False	False	False	1.045177473969477	0.5922099736306359	0.05288984072223467	41.0	11.337971256517777	0.6146443437844621	72581	531025	1027779	3146							
NC_051820.1	22590144	22660334	70190	convergent	DYNC2I1	VIPR2	True	True	False	False	False	False	False	False	False	False	False		False		True	False	False	1.070929566913845	0.6344570504476607	0.05322809679550555	12.0	26.40151062631953	2.8817897333750917	239	960719	1380241	56325							
NC_051820.1	22976673	23048542	71869	convergent	LOC111090199	LOC100682550	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0248591678269172	0.5573991691118333	0.05192281634392734	1.0	9.362532142469412	0.9464781302343075	62607	1348087	1478413	14208							
NC_051820.1	35121001	35190439	69438	convergent	LOC100686540	WRN	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0088892380728436	0.5293542606186847	0.048877270737735	6.0	5.063774858945861	0.33716601917621064	0	1686160	355497	7955							
NC_051820.1	37178242	37231175	52933	convergent	LOC119869555	LOC102155995	True	True	False	False	False	True	False	True	False	False	False		False		True	False	False	1.0649607867081874	0.6248226444743945	0.05335285129389113	8.0	8.53313516846898	0.4647451773744479	0	292684	360395	8415							
NC_051820.1	37416979	37473636	56657	convergent	PPP1R3B	ERI1	True	False	False	False	False	True	False	True	False	False	False		False		True	False	False	1.1421153052400193	0.7373839961537224	0.05957626308437408	35.0	8.28762516292211	0.4579185402408761	79693	52085	600994	23716							
NC_051820.1	38028250	38082724	54474	convergent	LOC111090314	LOC111090316	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.050006319333298	0.6002877511296928	0.052574361342345395	3.0	12.933498463734928	0.8863186500891436	144513	558070	515911	908							
NC_051820.1	46125770	46187174	61404	convergent	LOC119869631	LOC100682827	True	False	False	False	False	False	True	True	False	True	False		False		True	True	False	0.993384201256193	0.5016502143452825	0.04966821986993829	1.0	10.933745623534112	0.7826452126397587	218528	5941766	177187	5684							
NC_051820.1	46199665	46254098	54433	convergent	LOC119869583	LOC119869626	True	False	False	False	False	False	True	True	False	True	False		False		False	True	False	0.9587338698506066	0.4386598461541109	0.04705991801557827	1.0	7.652437377772295	0.7762354743773487	148119	6012175	106778	11698							
NC_051820.1	49468828	49528532	59704	convergent	LOC119869512	LOC102156721	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	1.0058582233543496	0.5239688983042052	0.04949725146462678	1.0	19.84661479198741	1.6921161258684587	151320	9283974	1149894	24469							
NC_051820.1	51445768	51508808	63040	convergent	LOC119874730	LOC119874609	True	False	False	False	False	False	False	False	False	False	False	23.68	False	5.761419999999999	False	True	False	0.9579177710799699	0.4371749677169162	0.04688791562566713	0.0	6.744201750574019	0.4839587720307639	52288	11262582	3128502	705279							
NC_051820.1	54629014	54692819	63805	convergent	AGA	NEIL3	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0261860078976008	0.559691269363918	0.0510716351927988	1.0	26.49793071465005	2.1439635485622737	139084	14446210	535013	11183							
NC_051821.1	4818014	4875944	57930	convergent	LOC111090412	LOC102151619	True	False	False	False	False	False	False	False	False	False	False	33.22	False	6.178679999999999	True	False	False	1.0466097802038645	0.5946127706617342	0.05174294516998959	13.0	11.911061784704101	0.7070071331499863	96979	2403959	1164570	72039							
NC_051821.1	11891971	11964254	72283	convergent	LOC102157135	LOC111090504	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0939666359371674	0.6701216585033051	0.05446439895062986	1.0	26.211663111805244	2.813451976845931	303112	1315736	73661	15126							
NC_051821.1	12278057	12338750	60693	convergent	LOC102157261	CYRIA	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0791704882690478	0.6474920681476198	0.05339283837004913	7.0	11.508585607238304	0.9737538902393172	0	935445	453952	23097							
NC_051821.1	15968485	16030074	61589	convergent	LOC111090394	APOB	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.095005707209227	0.6716769623293531	0.05398394900823583	0.0	14.65993776402913	1.4457498957162278	50721	2755411	407273	15746							
NC_051821.1	17141980	17213143	71163	convergent	LOC111090524	LOC119881779	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9367717755568485	0.3986718994093477	0.04602812030035659	1.0	4.614920133346309	0.3851836889322305	102561	2673592	1553109	13790							
NC_051821.1	19088682	19138909	50227	convergent	LOC111090423	LOC111090532	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0218448418252128	0.5521355596948783	0.05037351080037863	6.0	10.021681707577144	0.68499800526302	38795	737358	376925	14673							
NC_051821.1	25527391	25580014	52623	convergent	LOC119869680	SRD5A2	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	1.0199214143742603	0.5487825309989834	0.050481422198392724	21.0	7.7852590776571775	0.5831906985309019	0	3741376	871948	2857							
NC_051821.1	34751027	34802687	51660	convergent	LOC102151793	KCNG3	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0476584402849358	0.5963686387357474	0.05118884781892568	18.0	12.670836241734456	1.1304965177693325	1857	4700748	74190	6477							
NC_051821.1	51685511	51738942	53431	convergent	LOC119869763	LOC111090442	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1670763485905837	0.768041778359974	0.0596467183967782	13.0	14.265696315848862	1.6809932095564994	237226	579368	1213512	9778							
NC_051821.1	52870289	52932765	62476	convergent	LOC111090443	LOC119864061	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0218932691178497	0.5522202015832883	0.05038522819286196	7.0	6.8722440835139835	0.48849861327632105	23473	609910	91523	6958							
NC_051821.1	52940905	52993050	52145	convergent	LOC102154674	TRIM33	True	True	False	True	False	False	True	True	False	False	False		False		False	False	False	1.0368718102271914	0.5781432010373142	0.052007906866023315	35.0	11.997326295399587	1.1120104051648292	0	675360	26073	8035							
NC_051821.1	53716583	53781749	65166	convergent	LOC100688064	NGF	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.0239943714426927	0.5558964548608146	0.04972341488936481	1.0	7.951869786603006	0.9099808127891416	24166	1457549	32583	13081							
NC_051821.1	55900409	55960106	59697	convergent	LOC111090684	LOC100688781	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0716169600107583	0.6355482059022671	0.05299648691913476	7.0	14.096254018388732	1.005056668694612	155257	3638640	78027	4573							
NC_051821.1	57904516	57954590	50074	convergent	LOC102154106	LOC111090694	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.1177979742904085	0.7047028921085025	0.05675170316079464	9.0	10.64843430849913	0.854451314590759	404553	5637936	29110	4073							
NC_051821.1	62647649	62699011	51362	convergent	LOC119864001	LOC119878526	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.1683838175050477	0.03142439886136582	0.004387035795981502	0.0	2.068986965047541	0.05965450354669936	173330	10381713	628322	7652							
NC_051821.1	62708801	62760445	51644	convergent	LOC119878525	LOC119877138	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.14870339161297183	0.031209618113843915	0.004069692279369357	0.0	1.5290952354350225	0.08147428693811447	234623	10443006	689615	7680							
NC_051822.1	7159763	7220802	61039	convergent	LOC111090865	LOC102151924	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9585687301912724	0.4383614352573257	0.04725893480016317	1.0	5.887418903315308	0.33260216018857935	34718	19068196	74877	8671							
NC_051822.1	11006057	11065538	59481	convergent	VPS41	LOC119864320	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.035502800975912	0.5758021618153688	0.050594396843155885	2.0	26.39144986345664	2.3431642403113364	0	15222681	1253661	25376							
NC_051822.1	12195480	12258671	63191	convergent	LOC100683828	EPDR1	True	False	False	False	False	False	True	True	False	True	False		False		False	True	False	0.9711852344380976	0.4613239190831891	0.048224244588454195	2.0	9.807669908644838	1.033216088031371	77075	14031403	62383	19828							
NC_051822.1	18243340	18307563	64223	convergent	PHTF2	MAGI2	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	1.0183272911901642	0.5459813903621833	0.05042371864848019	0.0	19.689595880717334	1.5770991922815747	0	7983027	263457	13364							
NC_051822.1	23806419	23872683	66264	convergent	LOC111090917	SEMA3A	True	False	False	True	False	False	True	True	False	True	False		False		False	True	False	0.9278445948709727	0.3826156408718208	0.04493521818059652	1.0	10.523999559978492	0.9746913547767195	64551	2418927	33132	30863							
NC_051822.1	30797965	30858164	60199	convergent	LOC111091010	LOC100682696	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.743085330552203	0.12151775683037354	0.03475393497487495	1.0	6.398473116026791	0.36502102914983936	3064	2772946	1453487	3837							
NC_051822.1	36175607	36236940	61333	convergent	LOC111090814	LOC119864218	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	1.0586965773886823	0.6146185041979091	0.05209476392015062	3.0	15.43220474256624	1.4592362554170297	81273	2605240	41620	10953							
NC_051822.1	37530345	37599747	69402	convergent	MPPED2	ARL14EP	True	True	False	True	False	False	True	True	False	False	False		False		True	True	False	1.0086762998951087	0.5289783734499205	0.04901474971506456	51.0	12.496375516657348	0.699591820835562	0	1660380	34701	19292							
NC_051822.1	37625161	37675210	50049	convergent	LOC111090955	OR10V5	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9763141789444248	0.4706996223136044	0.04752706265270409	8.0	7.231331851466048	0.5645152025244972	75185	1575241	119840	6177							
NC_051822.1	55169332	55241058	71726	convergent	AHNAK	SCGB1A1	True	False	True	True	False	False	True	True	False	True	False		False		True	False	False	1.2730823322454863	0.8673971179932436	0.06656047712874145	54.0	17.494650323486038	1.6279126155560457	80195	1882892	35863	10203							
NC_051822.1	55656583	55708852	52269	convergent	LOC100856625	LOC111091015	True	False	True	False	False	False	True	True	False	True	False		False		True	False	False	1.2261253366804412	0.8292611336808327	0.0645905157146383	43.0	10.994500658715396	0.8052246650456858	67283	2360414	50077	4023							
NC_051823.1	15192889	15259450	66561	convergent	LOC119864516	FAT4	True	False	False	True	False	False	True	False	False	True	False		False		False	True	False	0.9128575738978872	0.3558404232866263	0.04526976620853429	1.0	7.082140733783148	0.7104676727781057	76169	1491726	33281	265551							
NC_051823.1	22718008	22788982	70974	convergent	NA	LOC111091051	True	True	True	False	False	False	False	True	False	False	False		False		False	False	False	1.6419281087632192	0.9764711299973721	0.07467069136489055	76.0	8.67550976784069	1.0321796569373352	3495	9019052	1327208	101							
NC_051823.1	32708863	32761746	52883	convergent	NA	LOC100683928	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0360906162631893	0.5768064745881635	0.05044107621088445	0.0	7.089449545102232	0.6644551991698991	235304	7146649	672115	100							
NC_051823.1	40699370	40753962	54592	convergent	LOC119864393	LOC119864525	True	False	False	False	False	False	False	False	False	False	False	45.71	False	3.31068	False	True	False	0.9767018400144302	0.4714024055297698	0.047721917226025486	0.0	6.84240076119048	0.35900905109077597	101666	844692	530211	106276							
NC_051823.1	42150441	42214374	63933	convergent	LOC119864487	LOC119864518	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9906695466571632	0.49677522749398	0.04795756607717745	33.0	3.7435214176549567	0.25944155787844836	232407	2300433	1863467	12142							
NC_051823.1	43660794	43734482	73688	convergent	LOC119864395	LOC119864396	True	False	False	False	False	False	False	False	False	False	False	26.7	False	4.45736	False	True	False	0.9498237657561234	0.42241417335983394	0.047120508599105736	1.0	5.221492198373678	0.41575164860466796	72638	3815664	348236	71379							
NC_051823.1	46607767	46663039	55272	convergent	KYNU	LOC111091185	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.1070423616470129	0.6893784964648844	0.056479360553120875	35.0	8.05271481819316	0.3851542146460257	35403	6753429	758879	2649							
NC_051823.1	50766576	50830568	63992	convergent	LOC111091082	LOC111091197	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9965877204285208	0.5074000739404001	0.04964856265961377	1.0	14.164594433421646	1.1485460658612014	101428	10916598	2553781	3914							
NC_051823.1	51746959	51816629	69670	convergent	LOC111091200	LOC119864405	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.122954842585832	0.7118549491488954	0.0572503560412461	23.0	29.803077312684955	2.7741929068499034	56794	11899820	1570559	13105							
NC_051823.1	53515801	53574039	58238	convergent	LOC119864407	LOC119864408	True	False	False	False	False	False	True	True	False	True	False		False		True	True	False	0.9935666726322397	0.5019753163810007	0.05022553044434005	0.0	23.019920959732097	2.0029710791246207	30080	13662946	172424	27951							
NC_051823.1	53669125	53730654	61529	convergent	LOC100687327	LOC119864410	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	1.013196193391824	0.5369638427897132	0.04956266865877493	1.0	19.444230415476714	1.925552869824448	99889	13817915	327393	16343							
NC_051824.1	4223236	4289981	66745	convergent	LOC100683648	CHCHD4	True	True	False	False	False	False	True	True	False	False	False		False		False	True	False	0.947795283122554	0.41869603199557254	0.045340386507475246	70.0	6.361430505369469	0.48567095022590484	0	3741862	93658	2304							
NC_051824.1	11749774	11807289	57515	convergent	LOC100685632	LOC111091252	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9694514012239316	0.45816920169035535	0.047998195580980306	1.0	5.381360671918807	0.37433706830986213	28531	3780039	3537964	29272							
NC_051824.1	12427622	12487484	59862	convergent	LOC111091257	EDEM1	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0867651463160317	0.6592218797664844	0.055015672820089	16.0	9.399151211217188	0.7598823959171501	42447	4459061	4216986	15216							
NC_051824.1	13377340	13441692	64352	convergent	LOC476550	LOC100686411	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9551012194163561	0.43207209966068666	0.04650591370987246	1.0	4.610986386131905	0.26108803249111723	109516	5411024	3404166	7432							
NC_051824.1	17040502	17103820	63318	convergent	LOC102154165	LOC119864650	True	True	False	False	False	False	True	True	False	True	False		False		False	True	False	0.9538068389913164	0.4297252507613728	0.04633291995005294	1.0	5.342488430486683	0.4945292693867709	2839	9073669	63184	5458							
NC_051824.1	19442546	19500025	57479	convergent	SHQ1	LOC102154862	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1537347274717933	0.7520056607326775	0.05888792667158457	28.0	15.101358389596339	1.623650519701696	3715	11472793	1000823	11927							
NC_051824.1	21700981	21759122	58141	convergent	MDFIC2	LOC119864576	True	False	False	False	False	False	True	False	False	False	False		False		False	True	False	0.965386451987343	0.4507977850005291	0.04766743599607821	1.0	8.027496397460183	0.7034740362924501	94949	13731559	153260	107355							
NC_051824.1	24572625	24634330	61705	convergent	LOC102157163	LOC111091281	True	True	False	False	False	False	False	False	False	True	False		False		True	True	False	0.963835625452344	0.4479782974651814	0.04632250168721621	1.0	5.334945762944659	0.38750712166947765	3477	13208504	345270	54159							
NC_051824.1	32811725	32865996	54271	convergent	LOC111091305	SLMAP	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.175397974350045	0.777645592261927	0.06051651247667005	14.0	20.627089857361316	2.0016423525289566	11140	4973121	471846	4910							
NC_051825.1	1063011	1131564	68553	convergent	LOC111091473	LOC606831	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9305768938670977	0.38754167361368136	0.04559650759913423	2.0	6.9020056011867	0.6943654873523528	77713	5367498	380045	16346							
NC_051825.1	11676400	11742674	66274	convergent	GRM5	LOC119864956	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9767272682641592	0.47144825713068794	0.047659204860377814	20.0	7.695094469334437	0.4897610927061527	84537	5244731	2267972	4908							
NC_051825.1	15952393	16002786	50393	convergent	DLG2	LOC100686619	True	True	False	True	False	False	True	True	False	True	False		False		False	True	False	0.9614303168709619	0.4436121111016833	0.046452544727006655	1.0	9.046503420517574	0.6830004382954402	22411	3761275	25196	46491							
NC_051825.1	38848629	38901890	53261	convergent	LOC102152988	CRSP-2	True	False	False	False	False	False	True	True	False	True	False		False		False	True	False	0.9334308762314388	0.39266561087688423	0.04531076059513743	1.0	6.313100677245992	0.8161386883096586	299741	4352939	133670	2685							
NC_051825.1	48906661	48959809	53148	convergent	BBOX1	LOC111091586	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	1.010634263070922	0.5324401380283384	0.04926209243790662	1.0	21.594308996456242	2.1298070289979223	291765	2992202	402557	11327							
NC_051825.1	51990876	52054339	63463	convergent	LOC119864909	LOC119864867	True	False	False	False	False	True	False	True	False	False	False		False		True	True	False	0.4585595752735459	0.03702192391794629	0.0174259320911501	5.0	8.379940532485604	0.65962826445628	297607	97145	2635643	26437							
NC_051826.1	1416239	1480570	64331	convergent	LOC111091743	LOC111091793	True	False	False	False	False	False	False	False	False	False	False	39.29	False	4.48116	True	True	False	0.9875536326720457	0.49114792392952394	0.04846676168654324	5.0	21.42101121271398	1.3082889898620742	98404	386118	418913	61550							
NC_051826.1	5334971	5405776	70805	convergent	ZC3H13	LOC111091811	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.0425851644534803	0.5878388224441083	0.05144746366982024	1.0	23.215468298130375	2.017511182139711	0	857152	35402	32594							
NC_051826.1	10143251	10217071	73820	convergent	LOC111091828	LOC100685259	True	False	False	False	False	True	False	False	False	False	False		False		False	False	False	1.035923347665421	0.576517669998122	0.05158376670397524	5.0	11.089036047689145	1.278957518625133	80161	120131	3907823	52861							
NC_051826.1	14184578	14251277	66699	convergent	PCDH17	LOC119865129	True	False	False	True	False	False	True	False	False	True	False		False		False	True	False	0.9428142500063589	0.40963580363353075	0.04672900142531497	1.0	6.942017841584719	0.32132754519275847	267927	4157897	33349	98090							
NC_051826.1	16687132	16738584	51452	convergent	TDRD3	LOC100686550	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0050631227643791	0.5225530371652989	0.04942629803911872	6.0	12.596137540621063	1.1858417441408882	12142	6652828	675578	24565							
NC_051826.1	19596764	19663367	66603	convergent	LOC100687588	LOC100687653	True	False	False	False	False	False	False	False	False	False	False	26.06	False	4.29328	False	True	False	0.9397415677189135	0.40408387985065686	0.045723253427730544	1.0	6.142478946001356	0.3657293402993669	269935	9570035	1947532	50525							
NC_051826.1	27517646	27576124	58478	convergent	KLF5	LOC100682890	True	False	False	True	False	False	True	False	False	True	False		False		False	True	False	0.9975485882558558	0.50911560804245	0.049256774289741706	6.0	10.951355056511826	0.8428612611707741	346885	15332413	29239	52834							
NC_051826.1	29235878	29299159	63281	convergent	LOC100684181	LOC111091654	True	False	False	False	False	False	False	False	False	False	False	35.11	False	5.65148	False	True	False	0.9477493466797589	0.41861324670064826	0.045885888008570054	1.0	4.829903702207591	0.20412134589212597	107482	13611780	482950	134195							
NC_051826.1	33638670	33695479	56809	convergent	LOC106557558	SPRY2	True	True	False	True	False	False	True	True	False	False	False		False		False	True	False	0.9712321175846076	0.4614078934323683	0.0468344437109311	1.0	6.11003682042774	0.5184113813371501	7926	9212224	28405	27708							
NC_051826.1	36431283	36491812	60529	convergent	LOC100684683	LOC111091757	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9516913073238061	0.42589541130925146	0.04673823265466172	1.0	5.200057196366588	0.41945990218245655	313453	6417751	2760955	14467							
NC_051826.1	45865441	45937672	72231	convergent	GPR180	SOX21	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0028835557313194	0.5186672600116934	0.04919870682368619	2.0	9.619164349230806	1.4786124450202083	0	3021535	1598909	34122							
