sampleName	Breed.Type	Category	BIOSAM.ID	run.IDs	sampleName2	sampleName3	sampleName4	Source	AlignmentCenter	Note	includedInVCF	includedInAnalyses	effectiveAutosomalMeanCoverage	Sex	CNV.keep	SNP.keep
BFDB000005	Basset Fauve de Bretagne	Breed_Dogs	SAMN19522752	SRR14750512	FAM006550	2-ADN633_1		Rennes	Michigan		YES	YES	18.24	Male	TRUE	TRUE
BFDB000006	Basset Fauve de Bretagne	Breed_Dogs	SAMN19522753	SRR14750513	FAM006562	2-ADN7079		Rennes	Michigan		YES	YES	18.13	Female	TRUE	TRUE
BGBA000001	Blue Gascony Griffon	Breed_Dogs	SAMN19522754	SRR14750514	FAM006523	3-ADN4158		Rennes	Michigan		YES	YES	19	Female	TRUE	TRUE
BGGR000001	Blue Gascony Griffon	Breed_Dogs	SAMN19522755	SRR14750515	FAM005966	3-ADN1388		Rennes	Michigan		YES	YES	20.38	Male	TRUE	TRUE
BGGR000002	Blue Gascony Griffon	Breed_Dogs	SAMN19522756	SRR14750516	FAM005993	3-ADN2670		Rennes	Michigan		YES	YES	19.5	Male	TRUE	TRUE
BHSP000001	Bohemian Shepherd	Breed_Dogs			CP004A1	FAM005295		Helsinki	Helsinki		YES	YES	18.86	Female	TRUE	TRUE
BHSP000002	Bohemian Shepherd	Breed_Dogs			CP007A1	FAM005296		Helsinki	Helsinki		YES	YES	18.66	Female	TRUE	TRUE
BHSP000003	Bohemian Shepherd	Breed_Dogs			CP011A1	FAM005297		Helsinki	Helsinki		YES	YES	19.88	Female	TRUE	TRUE
BHSP000004	Bohemian Shepherd	Breed_Dogs			CP014A1	FAM005298		Helsinki	Helsinki		YES	YES	21.46	Female	TRUE	TRUE
BHSP000005	Bohemian Shepherd	Breed_Dogs			CP018A1	FAM005299		Helsinki	Helsinki		YES	YES	21.97	Male	TRUE	TRUE
BHSP000006	Bohemian Shepherd	Breed_Dogs			CP020A1	FAM005300		Helsinki	Helsinki		YES	YES	20.88	Male	TRUE	TRUE
BICH000001	Bichon Frise	Breed_Dogs	SAMN15625734	SRR12330080	FAM007034	974		NHGRI	Michigan		YES	YES	18.24	Female	TRUE	TRUE
BICH000002	Bichon Frise	Breed_Dogs	SAMN15625735	SRR12330079	FAM007082	13125		NHGRI	Michigan		YES	YES	19.15	Female	TRUE	TRUE
BICH000003	Bichon Frise	Breed_Dogs	SAMN15625736	SRR12330078	FAM007085	13198		NHGRI	Michigan		YES	YES	17.86	Female	TRUE	TRUE
BICH000004	Bichon Frise	Breed_Dogs			BIF470	FAM005234		Helsinki	Helsinki		YES	YES	21.72	Male	TRUE	TRUE
BICH000005	Bichon Frise	Breed_Dogs			BIF548	FAM005235		Helsinki	Helsinki		YES	YES	20.28	Female	TRUE	TRUE
BICH000006	Havanese	Breed_Dogs	SAMN19522757	SRR14750517	FAM006515	2-ADN3971		Rennes	Michigan		YES	YES	18.17	Male	TRUE	TRUE
BICH000007	Bichon Frise	Breed_Dogs	SAMN19522758	SRR14750518	FAM005905	2-ADN1085		Rennes	Michigan		YES	YES	18.94	Male	TRUE	TRUE
BILL000001	Billy	Breed_Dogs	SAMN19522759	SRR14750519	FAM005926	2-ADN11992		Rennes	Michigan		YES	YES	17.11	Male	TRUE	TRUE
BILL000002	Billy	Breed_Dogs	SAMN19522760	SRR14750520	FAM006568	2-ADN7741		Rennes	Michigan		YES	YES	19.24	Male	TRUE	TRUE
BLDH000001	Bloodhound	Breed_Dogs			VIH002A1	FAM005870		Helsinki	Helsinki		YES	YES	17.86	Male	TRUE	TRUE
BLDH000002	Bloodhound	Breed_Dogs			VIH010A1	FAM005871		Helsinki	Helsinki		YES	YES	20.66	Male	TRUE	TRUE
BLDH000003	Bloodhound	Breed_Dogs	SAMN19522761	SRR14750521	FAM005952	2-ADN13199		Rennes	Michigan		YES	YES	18.76	Male	TRUE	TRUE
BLDH000004	Bloodhound	Breed_Dogs	SAMN19522762	SRR14750523	FAM006615	3-ADNPR3987		Rennes	Michigan		YES	YES	18.16	Male	TRUE	TRUE
BLNK000001	Russian Tsvetnaya Bolonka	Breed_Dogs			BZ016	FAM005482		Bern	Bern		YES	YES	18.52	Male	TRUE	TRUE
BLNK000002	Russian Tsvetnaya Bolonka	Breed_Dogs			BZ017	FAM005483		Bern	Bern		YES	YES	20.14	Female	TRUE	TRUE
BLNK000003	Russian Tsvetnaya Bolonka	Breed_Dogs			BZ023	FAM005484		Bern	Bern		YES	YES	18.35	Female	TRUE	TRUE
BLNK000004	Russian Tsvetnaya Bolonka	Breed_Dogs			BZ028	FAM005485		Bern	Bern		YES	YES	17.85	Female	TRUE	TRUE
BLNK000005	Russian Tsvetnaya Bolonka	Breed_Dogs			VB002A1	FAM005864		Helsinki	Helsinki		YES	YES	20.18	Male	TRUE	TRUE
BLNK000006	Russian Tsvetnaya Bolonka	Breed_Dogs			VB004A1	FAM005865		Helsinki	Helsinki		YES	YES	22.37	Male	TRUE	TRUE
BLPS000001	Blue Picardy Spaniel	Breed_Dogs			SPS005A1	FAM006782		Helsinki	Helsinki		YES	YES	17.49	Male	TRUE	TRUE
BLPS000002	Blue Picardy Spaniel	Breed_Dogs			SPS008A1	FAM006783		Helsinki	Helsinki		YES	YES	17.74	Male	TRUE	TRUE
BLPS000003	Blue Picardy Spaniel	Breed_Dogs			SPS009A1	FAM006784		Helsinki	Helsinki		YES	YES	19.01	Male	TRUE	TRUE
BLUE000001	Bluetick Coonhound	Breed_Dogs			FAM007432	20859		Cornell	Uppsala		YES	YES	19.05	Male	TRUE	TRUE
BLUE000002	Bluetick Coonhound	Breed_Dogs			FAM007433	14323		Cornell	Uppsala		YES	YES	20.06	Female	TRUE	TRUE
BLUE000003	Unknown	Breed_Dogs			FAM007434	11335		Cornell	Uppsala		YES	NO	19.92	Male	TRUE	FALSE
BMAL000001	Belgian Malinois	Breed_Dogs	SAMN15625737	SRR12330077	FAM007314	24233		NHGRI	Uppsala		YES	YES	19.73	Female	TRUE	TRUE
BMAL000002	Belgian Malinois	Breed_Dogs	SAMN15625738	SRR12330076	FAM007222	25490		NHGRI	Michigan		YES	YES	18.37	Male	TRUE	TRUE
BMAL000003	Belgian Malinois	Breed_Dogs			CRR033510	MA325	FAM005607	Bern	Bern	sample swap fixed	YES	YES	19.55	Male	TRUE	TRUE
BMAL000004	Belgian Malinois	Breed_Dogs			BPM224	FAM005248		Helsinki	Helsinki		YES	YES	17.6	Female	TRUE	TRUE
BMSH000001	Bavarian Mountain Scent Hound	Breed_Dogs			BG029	FAM005557		Bern	Bern		YES	YES	18.43	Male	TRUE	TRUE
BMSH000002	Bavarian Mountain Scent Hound	Breed_Dogs			BG054	FAM005558		Bern	Bern		YES	YES	18.77	Female	TRUE	TRUE
BMSH000003	Bavarian Mountain Scent Hound	Breed_Dogs			BG067	FAM005559		Bern	Bern		YES	YES	18.68	Male	TRUE	TRUE
BMSH000004	Bavarian Mountain Scent Hound	Breed_Dogs			BG139	FAM005560		Bern	Bern		YES	YES	18.41	Female	TRUE	TRUE
BMSH000005	Bavarian Mountain Scent Hound	Breed_Dogs			BVV001A1	FAM006685		Helsinki	Helsinki		YES	YES	16.71	Male	TRUE	TRUE
BMSH000006	Bavarian Mountain Scent Hound	Breed_Dogs			BVV002A1	FAM006686		Helsinki	Helsinki		YES	YES	19.49	Female	TRUE	TRUE
BODA000001	Bouvier des Ardennes	Breed_Dogs			BDA001	FAM005224		Helsinki	Helsinki		YES	YES	19.14	Female	TRUE	TRUE
BOER000001	Boerboel	Breed_Dogs	SAMN15625739	SRR12330075	FAM007318	21873		NHGRI	Uppsala		YES	YES	17.71	Female	TRUE	TRUE
BOER000002	Boerboel	Breed_Dogs	SAMN15625740	SRR12330074	FAM007319	33148		NHGRI	Uppsala		YES	YES	20.01	Male	TRUE	TRUE
BOER000003	Boerboel	Breed_Dogs			FAM007435	3903		Cornell	Uppsala		YES	YES	18.75	Female	TRUE	TRUE
BOER000004	Boerboel	Breed_Dogs			FAM007436	7004		Cornell	Uppsala		YES	YES	18.55	Male	TRUE	TRUE
BOER000005	Boerboel	Breed_Dogs			FAM007437	10784		Cornell	Uppsala		NO	NO	18.86	Male	TRUE	FALSE
BOLO000001	Bolognese	Breed_Dogs			BOL006A1	FAM006680		Helsinki	Helsinki		NO	NO	17.67	Female	TRUE	FALSE
BOLO000002	Bolognese	Breed_Dogs			BOL014A1	FAM006681		Helsinki	Helsinki		YES	YES	17.56	Female	TRUE	TRUE
BOLO000003	Bolognese	Breed_Dogs			BOL017A1	FAM006682		Helsinki	Helsinki		YES	YES	16.27	Female	TRUE	TRUE
BOLO000004	Bolognese	Breed_Dogs			BOL020A1	FAM006683		Helsinki	Helsinki		YES	YES	21.14	Male	TRUE	TRUE
BOLO000005	Bolognese	Breed_Dogs			BOL022A1	FAM006684		Helsinki	Helsinki		YES	YES	18.47	Female	TRUE	TRUE
BOLO000006	Bolognese	Breed_Dogs			BOL016A1	FAM006816		Helsinki	Helsinki		YES	YES	22.52	Male	TRUE	TRUE
BOPD000001	Bourbonnais Pointing Dog	Breed_Dogs			BBS001A1	FAM006675		Helsinki	Helsinki		YES	YES	20.15	Female	TRUE	TRUE
BOPD000002	Bourbonnais Pointing Dog	Breed_Dogs			BBS004A1	FAM006676		Helsinki	Helsinki		YES	YES	23.33	Male	TRUE	TRUE
BOPD000003	Bourbonnais Pointing Dog	Breed_Dogs			BBS005A1	FAM006677		Helsinki	Helsinki		YES	YES	17.23	Female	TRUE	TRUE
BOPD000004	Bourbonnais Pointing Dog	Breed_Dogs			BBS006A1	FAM006678		Helsinki	Helsinki		YES	YES	17.53	Female	TRUE	TRUE
BOPD000005	Bourbonnais Pointing Dog	Breed_Dogs			BBS007A1	FAM006679		Helsinki	Helsinki		NO	NO	19.88	Male	TRUE	FALSE
BOPD000006	Bourbonnais Pointing Dog	Breed_Dogs	SAMN19522763	SRR14750524	FAM005962	3-ADN1381		Rennes	Michigan		YES	YES	20.36	Female	TRUE	TRUE
BOPD000007	Bourbonnais Pointing Dog	Breed_Dogs	SAMN19522764	SRR14750525	FAM006581	4-ADN85_1		Rennes	Michigan		YES	YES	19.88	Male	TRUE	TRUE
BOPD000008	Bourbonnais Pointing Dog	Breed_Dogs	SAMN19522765	SRR14750526	FAM006589	5-ADN89_1		Rennes	Michigan		YES	YES	17.42	Female	TRUE	TRUE
BOST000001	Boston Terrier	Breed_Dogs			BN019	FAM005561		Bern	Bern		YES	YES	19.03	Female	TRUE	TRUE
BOST000002	Boston Terrier	Breed_Dogs			BOS011	FAM005241		Helsinki	Helsinki		YES	YES	17.78	Male	TRUE	TRUE
BOST000003	Boston Terrier	Breed_Dogs			BOS034	FAM005242		Helsinki	Helsinki		YES	YES	20.6	Male	TRUE	TRUE
BOUV000001	Bouvier des Flandres	Breed_Dogs	SAMN15625741	SRR12330072	FAM007095	15380		NHGRI	Michigan		YES	YES	20.87	Male	TRUE	TRUE
BOUV000002	Bouvier des Flandres	Breed_Dogs	SAMN15625742	SRR12330071	FAM007105	22254		NHGRI	Michigan		YES	YES	20.31	Male	TRUE	TRUE
BOXR000001	Boxer	Breed_Dogs	SAMN15625743	SRR12330070	FAM007214	21522		NHGRI	Michigan		YES	YES	21.91	Female	TRUE	TRUE
BOXR000002	Boxer	Breed_Dogs	SAMN15625744	SRR12330069	FAM007236	27749		NHGRI	Michigan		YES	YES	20.22	Male	TRUE	TRUE
BOXR000003	Boxer	Breed_Dogs			DB004	FAM005489		Bern	Bern		YES	YES	17.54	Female	TRUE	TRUE
BOXR000004	Boxer	Breed_Dogs			B376	FAM005217		Helsinki	Helsinki		YES	YES	17.58	Male	TRUE	TRUE
BOXR000005	Boxer	Breed_Dogs			B413	FAM005218		Helsinki	Helsinki		YES	YES	21.83	Male	TRUE	TRUE
BOYK000001	Boykin Spaniel	Breed_Dogs	SAMN15625745	SRR12330068	FAM007320	9911		NHGRI	Uppsala		YES	YES	16.71	Male	TRUE	TRUE
BOYK000002	Boykin Spaniel	Breed_Dogs	SAMN15625746	SRR12330067	FAM007063	9997		NHGRI	Michigan		YES	YES	20.55	Male	TRUE	TRUE
BOYK000003	Boykin Spaniel	Breed_Dogs	SAMN15625747	SRR12330066	FAM007064	9998		NHGRI	Michigan		YES	YES	20.83	Male	TRUE	TRUE
BOYK000004	Boykin Spaniel	Breed_Dogs	SAMN15625748	SRR12330065	FAM007321	10012		NHGRI	Uppsala		YES	YES	16.44	Female	TRUE	TRUE
BOYK000005	Boykin Spaniel	Breed_Dogs	SAMN15625749	SRR12330064	FAM007065	10013		NHGRI	Michigan		YES	YES	19.79	Male	TRUE	TRUE
BRAC000001	Bracco Italiano	Breed_Dogs			BRI002	FAM005255		Helsinki	Helsinki		YES	YES	22.11	Female	TRUE	TRUE
BRAC000002	Bracco Italiano	Breed_Dogs			BRI004	FAM005256		Helsinki	Helsinki		YES	YES	16.98	Female	TRUE	TRUE
BRAC000003	Bracco Italiano	Breed_Dogs			BRI005	FAM005257		Helsinki	Helsinki		YES	YES	18.91	Female	TRUE	TRUE
BRAC000004	Bracco Italiano	Breed_Dogs			BRI011	FAM005258		Helsinki	Helsinki		YES	YES	20.8	Male	TRUE	TRUE
BRAC000005	Bracco Italiano	Breed_Dogs			BRI015	FAM005259		Helsinki	Helsinki		YES	YES	19.26	Male	TRUE	TRUE
BRAC000006	Bracco Italiano	Breed_Dogs			BRI017	FAM005260		Helsinki	Helsinki		YES	YES	19.62	Female	TRUE	TRUE
BRBT000001	Barbet	Breed_Dogs			BA038	FAM005555		Bern	Bern		YES	YES	19.54	Male	TRUE	TRUE
BRBT000002	Barbet	Breed_Dogs			BA073	FAM005556		Bern	Bern		YES	YES	18.27	Male	TRUE	TRUE
BRBT000003	Barbet	Breed_Dogs			BAR156	FAM005219		Helsinki	Helsinki		YES	YES	19.65	Female	TRUE	TRUE
BRBT000004	Barbet	Breed_Dogs			BAR447	FAM005220		Helsinki	Helsinki		YES	YES	22.64	Female	TRUE	TRUE
BRBT000005	Barbet	Breed_Dogs	SAMN19522766	SRR14750527	FAM005938	2-ADN12527		Rennes	Michigan		YES	YES	17.31	Female	TRUE	TRUE
BRBT000006	Barbet	Breed_Dogs	SAMN19522767	SRR14750528	FAM005939	2-ADN12528		Rennes	Michigan		YES	YES	16.87	Female	TRUE	TRUE
BRFR000001	Braques Francais	Breed_Dogs	SAMN19522768	SRR14750529	FAM005902	3-ADN10715		Rennes	Michigan		YES	YES	19.15	Female	TRUE	TRUE
BRFR000002	Braques Francais	Breed_Dogs	SAMN19522769	SRR14750530	FAM005986	3-ADN2281		Rennes	Michigan		YES	YES	18.89	Male	TRUE	TRUE
BRFR000003	Braques Francais	Breed_Dogs	SAMN19522770	SRR14750531	FAM006507	3-ADN3499		Rennes	Michigan		YES	YES	19.28	Male	TRUE	TRUE
BRFR000004	Braques Francais	Breed_Dogs	SAMN19522771	SRR14750532	FAM006522	3-ADN4103		Rennes	Michigan		YES	YES	18.64	Male	TRUE	TRUE
BRFR000005	Braques Francais	Breed_Dogs	SAMN19522772	SRR14750534	FAM006587	3-ADN8787		Rennes	Michigan		YES	YES	28.02	Male	TRUE	TRUE
BRGV000001	Briquet Griffon Vendeen	Breed_Dogs	SAMN19522773	SRR14750535	FAM005903	3-ADN1083		Rennes	Michigan		YES	YES	17.39	Male	TRUE	TRUE
BRGV000002	Briquet Griffon Vendeen	Breed_Dogs	SAMN19522774	SRR14750536	FAM005996	3-ADN3012		Rennes	Michigan		YES	YES	18.58	Male	TRUE	TRUE
BRHM000001	Broholmer	Breed_Dogs			BRO003	FAM005261		Helsinki	Helsinki		YES	YES	21.76	Male	TRUE	TRUE
BRHM000002	Broholmer	Breed_Dogs			BRO004	FAM005262		Helsinki	Helsinki		YES	YES	22.03	Female	TRUE	TRUE
BRHM000003	Broholmer	Breed_Dogs			BRO017	FAM005263		Helsinki	Helsinki		YES	YES	22.66	Female	TRUE	TRUE
BRHM000004	Broholmer	Breed_Dogs			BRO032	FAM005264		Helsinki	Helsinki		YES	YES	17.41	Female	TRUE	TRUE
BRHM000005	Broholmer	Breed_Dogs			BRO045	FAM005265		Helsinki	Helsinki		YES	YES	18.98	Female	TRUE	TRUE
BRHM000006	Broholmer	Breed_Dogs			BRO047	FAM005266		Helsinki	Helsinki		YES	YES	20.69	Male	TRUE	TRUE
BRIA000001	Briard	Breed_Dogs	SAMN15625750	SRR12330063	FAM007094	15126		NHGRI	Michigan		YES	YES	17.33	Female	TRUE	TRUE
BRIA000002	Briard	Breed_Dogs	SAMN15625751	SRR12330061	FAM007101	20209		NHGRI	Michigan		YES	YES	17.96	Female	TRUE	TRUE
BRIA000003	Briard	Breed_Dogs	SAMN15625752	SRR12330060	FAM007102	20268		NHGRI	Michigan		YES	YES	18.91	Female	TRUE	TRUE
BRIA000004	Briard	Breed_Dogs			BR020	FAM005481		Bern	Bern		YES	YES	19.42	Female	TRUE	TRUE
BRIA000005	Briard	Breed_Dogs			BR082	FAM005251		Helsinki	Helsinki		YES	YES	20.96	Male	TRUE	TRUE
BRIA000006	Briard	Breed_Dogs	SAMN19522775	SRR14750537	FAM005941	2-ADN12571		Rennes	Michigan		YES	YES	16.46	Female	TRUE	TRUE
BRIA000007	Briard	Breed_Dogs	SAMN19522776	SRR14750538	FAM006536	2-ADN5010		Rennes	Michigan		NO	NO	19.77	Female	TRUE	FALSE
BRIT000001	Brittany	Breed_Dogs	SAMN15625753	SRR12330059	FAM007322	12726		NHGRI	Uppsala		YES	YES	16.52	Female	TRUE	TRUE
BRIT000002	Brittany	Breed_Dogs	SAMN15625754	SRR12330058	FAM007174	33265		NHGRI	Michigan		YES	YES	19.83	Male	TRUE	TRUE
BRIT000003	Brittany	Breed_Dogs			BRE002	FAM005252		Helsinki	Helsinki		YES	YES	18.21	Male	TRUE	TRUE
BRIT000004	Brittany	Breed_Dogs			BRE010	FAM005253		Helsinki	Helsinki		YES	YES	19.73	Male	TRUE	TRUE
BRIT000005	Brittany	Breed_Dogs			BRE032	FAM005254		Helsinki	Helsinki		YES	YES	20.62	Female	TRUE	TRUE
BRIT000006	Brittany	Breed_Dogs	SAMN19522777	SRR14750539	FAM005918	2-ADN11518		Rennes	Michigan		YES	YES	19.91	Female	TRUE	TRUE
BRIT000007	Brittany	Breed_Dogs	SAMN19522778	SRR14750540	FAM005950	2-ADN12874		Rennes	Michigan		YES	YES	17.53	Male	TRUE	TRUE
BRIT000008	Brittany	Breed_Dogs	SAMN19522779	SRR14750389	FAM006513	2-ADN3952		Rennes	Michigan		YES	YES	18.15	Male	TRUE	TRUE
BRJH000001	Bruno Jura Hound	Breed_Dogs	SAMN19522780	SRR14750390	FAM005909	2-ADN1103		Rennes	Michigan		YES	YES	20.6	Male	TRUE	TRUE
BRJH000002	Bloodhound	Breed_Dogs	SAMN19522781	SRR14750391	FAM005956	2-ADN13524		Rennes	Michigan		YES	YES	17.69	Male	TRUE	TRUE
BRJH000003	Bruno Jura Hound	Breed_Dogs	SAMN19522782	SRR14750393	FAM005961	2-ADN13804		Rennes	Michigan		YES	YES	19.18	Male	TRUE	TRUE
BRJH000004	Bruno Jura Hound	Breed_Dogs	SAMN19522783	SRR14750394	FAM005981	2-ADN2110		Rennes	Michigan		YES	YES	18.09	Male	TRUE	TRUE
BRJH000005	Bruno Jura Hound	Breed_Dogs	SAMN19522784	SRR14750395	FAM005995	2-ADN2828		Rennes	Michigan		YES	YES	20.51	Female	TRUE	TRUE
BRJH000006	Bruno Jura Hound	Breed_Dogs	SAMN19522785	SRR14750396	FAM006524	2-ADN4175		Rennes	Michigan		YES	YES	19.37	Male	TRUE	TRUE
BRMD000001	Bernese Mountain Dog	Breed_Dogs	SAMN15625755	SRR12330057	FAM007293	33589		NHGRI	Michigan		YES	YES	20.49	Female	TRUE	TRUE
BRMD000002	Bernese Mountain Dog	Breed_Dogs	SAMN15625756	SRR12330056	FAM007316	34297		NHGRI	Uppsala		YES	YES	16.37	Female	TRUE	TRUE
BRMD000003	Bernese Mountain Dog	Breed_Dogs			BS588	FAM005562		Bern	Bern		YES	YES	20.83	Female	TRUE	TRUE
BRMD000004	Bernese Mountain Dog	Breed_Dogs	SAMN19522786	SRR14750397	FAM006599	2-ADN9481		Rennes	Michigan		YES	YES	20.41	Female	TRUE	TRUE
BRMD000005	Bernese Mountain Dog	Breed_Dogs			BS339	FAM004618		Bern	Uppsala		YES	YES	20.82	Male	TRUE	TRUE
BRMD000006	Bernese Mountain Dog	Breed_Dogs			BS379	FAM004619		Bern	Uppsala		YES	YES	27.04	Male	TRUE	TRUE
BRMD000007	Bernese Mountain Dog	Breed_Dogs			BS397	FAM004620		Bern	Uppsala		YES	YES	24.38	Female	TRUE	TRUE
BRMD000008	Bernese Mountain Dog	Breed_Dogs			BS399	FAM004621		Bern	Uppsala		YES	YES	18.22	Female	TRUE	TRUE
BRMD000009	Bernese Mountain Dog	Breed_Dogs			BS652	FAM004622		Bern	Uppsala		YES	YES	17.76	Female	TRUE	TRUE
BRMD000010	Bernese Mountain Dog	Breed_Dogs			BS1716	FAM004623		Bern	Uppsala		YES	YES	24.8	Female	TRUE	TRUE
BRTR000001	Black Russian Terrier	Breed_Dogs			ST001	FAM005457		Bern	Bern		YES	YES	20.17	Female	TRUE	TRUE
BRTR000002	Black Russian Terrier	Breed_Dogs			MT038A1	FAM005701		Helsinki	Helsinki		YES	YES	20.19	Male	TRUE	TRUE
BRTR000003	Black Russian Terrier	Breed_Dogs			MT051A1	FAM005702		Helsinki	Helsinki		YES	YES	17.6	Male	TRUE	TRUE
BRTR000004	Black Russian Terrier	Breed_Dogs			MT065A1	FAM005703		Helsinki	Helsinki		YES	YES	18.22	Female	TRUE	TRUE
BRTR000005	Black Russian Terrier	Breed_Dogs			MT071A1	FAM005704		Helsinki	Helsinki		YES	YES	18.89	Male	TRUE	TRUE
BRUS000001	Brussels Griffon	Breed_Dogs	SAMN15625757	SRR12330055	FAM007324	3036		NHGRI	Uppsala		YES	YES	17.9	Male	TRUE	TRUE
BRUS000002	Brussels Griffon	Breed_Dogs	SAMN15625758	SRR12330054	FAM007187	6033		NHGRI	Michigan		YES	YES	18.06	Female	TRUE	TRUE
BRUS000003	Brussels Griffon	Breed_Dogs	SAMN15625759	SRR12330053	FAM007189	6692		NHGRI	Michigan		YES	YES	20.38	Female	TRUE	TRUE
BRUS000004	Brussels Griffon	Breed_Dogs	SAMN15625760	SRR12330052	FAM007210	15571		NHGRI	Michigan		YES	YES	18.51	Female	TRUE	TRUE
BRUS000005	Brussels Griffon	Breed_Dogs	SAMN15625761	SRR12330050	FAM007213	21511		NHGRI	Michigan		YES	YES	19.62	Female	TRUE	TRUE
BRUS000006	Brussels Griffon	Breed_Dogs	SAMN15625762	SRR12330049	FAM007250	31228		NHGRI	Michigan		YES	YES	17.46	Male	TRUE	TRUE
BRUS000007	Brussels Griffon	Breed_Dogs			GRI080A1	FAM005346		Helsinki	Helsinki		YES	YES	18.17	Female	TRUE	TRUE
BRZT000001	Brazilian Terrier	Breed_Dogs			BRT238	FAM005267		Helsinki	Helsinki		YES	YES	19.46	Female	TRUE	TRUE
BRZT000002	Brazilian Terrier	Breed_Dogs			BRT243	FAM005268		Helsinki	Helsinki		YES	YES	20.96	Male	TRUE	TRUE
BRZT000003	Brazilian Terrier	Breed_Dogs			BRT245	FAM005269		Helsinki	Helsinki		YES	YES	20.38	Male	TRUE	TRUE
BRZT000004	Brazilian Terrier	Breed_Dogs			BRT246	FAM005270		Helsinki	Helsinki		YES	YES	23.48	Female	TRUE	TRUE
BRZT000005	Brazilian Terrier	Breed_Dogs	SAMN19522787	SRR14750398	FAM005980	2-ADN2105		Rennes	Michigan		YES	YES	18.46	Male	TRUE	TRUE
BRZT000006	Brazilian Terrier	Breed_Dogs	SAMN19522788	SRR14750399	FAM006561	2-ADN6960		Rennes	Michigan		YES	YES	19.25	Male	TRUE	TRUE
BTAN000001	Black and Tan Coonhound	Breed_Dogs			UPO001A1	FAM005848		Helsinki	Helsinki		YES	YES	19.07	Male	TRUE	TRUE
BULD000001	French Bulldog	Breed_Dogs			EB001	FAM005410		Bern	Bern		YES	YES	18.12	Male	TRUE	TRUE
BULD000002	English Bulldog	Breed_Dogs			EBD129A1	FAM005328		Helsinki	Helsinki		YES	YES	21.01	Female	TRUE	TRUE
BULD000003	English Bulldog	Breed_Dogs			EBD153	FAM005329		Helsinki	Helsinki		YES	YES	21.28	Female	TRUE	TRUE
BULM000001	Bullmastiff	Breed_Dogs	SAMN15625763	SRR12330048	FAM007175	1125		NHGRI	Michigan		YES	YES	19.62	Female	TRUE	TRUE
BULM000002	Bullmastiff	Breed_Dogs	SAMN15625764	SRR12330047	FAM007224	26414		NHGRI	Michigan		YES	YES	20.2	Male	TRUE	TRUE
BULM000003	Bullmastiff	Breed_Dogs			BU002	FAM005403		Bern	Bern		YES	YES	18.12	Male	TRUE	TRUE
BULM000004	Bullmastiff	Breed_Dogs			BU003	FAM005404		Bern	Bern		YES	YES	17.09	Female	TRUE	TRUE
BULM000005	Bullmastiff	Breed_Dogs			BM029	FAM005239		Helsinki	Helsinki		YES	YES	22.19	Female	TRUE	TRUE
BULM000006	Bullmastiff	Breed_Dogs			BM036	FAM005240		Helsinki	Helsinki		YES	YES	17.47	Female	TRUE	TRUE
BULT000001	Bull Terrier	Breed_Dogs	SAMN15625765	SRR12330046	FAM007323	23713		NHGRI	Uppsala		YES	YES	17.36	Male	TRUE	TRUE
BULT000002	Bull Terrier	Breed_Dogs			BT017	FAM005563		Bern	Bern		YES	YES	19.4	Female	TRUE	TRUE
BULT000003	Bull Terrier	Breed_Dogs			BUL198	FAM005274		Helsinki	Helsinki		YES	YES	20.31	Male	TRUE	TRUE
BULT000004	Bull Terrier	Breed_Dogs			BUL207	FAM005275		Helsinki	Helsinki		YES	YES	18.79	Female	TRUE	TRUE
BWRT000001	Biewer Terrier	Breed_Dogs	SAMN15625766	SRR12330045	FAM007251	31246		NHGRI	Michigan		YES	YES	15.19	Female	TRUE	TRUE
BWRT000002	Biewer Terrier	Breed_Dogs	SAMN15625767	SRR12330044	FAM007252	31247		NHGRI	Michigan		YES	YES	19.96	Male	TRUE	TRUE
BWRT000003	Biewer Terrier	Breed_Dogs	SAMN15625768	SRR12330043	FAM007253	31248		NHGRI	Michigan		YES	YES	16.78	Male	TRUE	TRUE
BWRT000004	Biewer Terrier	Breed_Dogs	SAMN15625769	SRR12330042	FAM007254	31253		NHGRI	Michigan		YES	YES	16	Male	TRUE	TRUE
BWRT000005	Biewer Terrier	Breed_Dogs	SAMN15625770	SRR12330041	FAM007256	31256		NHGRI	Michigan		YES	YES	15.53	Female	TRUE	TRUE
BWRT000006	Biewer Terrier	Breed_Dogs	SAMN15625771	SRR12330039	FAM007317	34303		NHGRI	Uppsala		YES	YES	18.44	Male	TRUE	TRUE
CAAN000001	Canaan Dog	Breed_Dogs			KAA001A1	FAM005375		Helsinki	Helsinki		YES	YES	21.96	Female	TRUE	TRUE
CAAN000002	Canaan Dog	Breed_Dogs			KAA005A1	FAM005376		Helsinki	Helsinki		YES	YES	24.23	Female	TRUE	TRUE
CAIR000001	Cairn Terrier	Breed_Dogs	SAMN15625772	SRR12330038	FAM007325	25446		NHGRI	Uppsala		YES	YES	16.68	Male	TRUE	TRUE
CAIR000002	Cairn Terrier	Breed_Dogs			CE024	FAM005567		Bern	Bern		YES	YES	26.66	Male	TRUE	TRUE
CAIR000003	Cairn Terrier	Breed_Dogs			CE057	FAM005568		Bern	Bern		YES	YES	16.97	Female	TRUE	TRUE
CAIR000004	Cairn Terrier	Breed_Dogs			CT014A1	FAM005308		Helsinki	Helsinki		YES	YES	20.67	Male	TRUE	TRUE
